feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,fragment_mz_delta,fragment_fatty_acid_pos,fragment_types,datafile:neg_FRN5.mzML:area,datafile:neg_FRN4.mzML:area,datafile:neg_FRN3.mzML:area,datafile:neg_FRN2.mzML:area,datafile:neg_FRN1.mzML:area,datafile:neg_HFO1.mzML:area,datafile:neg_HFO3.mzML:area,datafile:neg_HFO2.mzML:area,datafile:neg_HFO5.mzML:area,datafile:neg_HFO4.mzML:area
1292,1.811,518.82395,518.12089,1356.9420063335735,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.3280000000000003,0.29659000000003743,0.21291674337781477,0.2327923947022556,Some,Some,-50.147200000000005,15,criegee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935000000.0
1247,1.668,542.26049,542.18649,136.48440410227747,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.04200000000000026,0.9256500000000187,0.36368620111450617,0.3877139608916068,Some,Some,-26.081599999999995,18,aldehyde,0.0,0.0,0.0,0.0,0.0,715000000.0,83.62745098039215,0.0,0.0,0.0
1434,2.18,557.21147,558.1858900000001,1745.6908486169773,C28H44NO9P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,LPS 22:6,"LPS 22:6(4,7,10,13,16,19)",0.9339999999999993,0.025929999999902975,0.0,0.09599299999999023,Some,Some,-10.082199999999995,18,criegee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578000000.0,0.0,0.0
1522,2.318,507.2724,507.27284,0.8673833197321027,C24H45O9P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:2,"LPG 18:2(6,9)",0.38533333333333336,0.3774033333333288,0.0,0.07627366666666623,Some,None,0.0,0,substrate,,,0.0,,,5720.0,,0.0,,
1554,2.389,372.10614,372.96364000000005,2299.1517350057843,C24H45O9P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:2,"LPG 18:2(6,9)",0.8580000000000005,0.14293999999995322,0.0,0.10009399999999538,Some,None,-134.30919999999995,9,criegee,0.0,0.0,0.0,0.0,0.0,142.83216783216784,0.0,0.0,0.0,0.0
1335,1.873,397.14916,397.02923999999996,302.0432449762038,C24H45O9P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:2,"LPG 18:2(6,9)",0.10999999999999988,0.8796400000000517,0.0,0.09896400000000516,Some,None,-110.24359999999999,12,aldehyde,0.0,0.0,321000000.0,0.0,0.0,0.0,0.0,473000000.0,0.0,0.0
1949,2.724,412.13783,413.02864,2156.775375189449,C24H45O9P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO,[M-H]-,LPG 18:2,"LPG 18:2(6,9)",0.18799999999999972,0.10962999999998146,0.0,0.02976299999999812,Some,None,-94.24419999999999,12,criegee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080000000.0,0.0,0.0
1634,2.447,498.2625,498.26261,0.22076711717640984,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.7685714285714288,0.8207442857142756,0.11362406794010405,0.2498308257806537,Some,Some,0.0,0,substrate,11400.0,0.0,11100.0,24600.0,19700.0,20600.0,15200.0,14000.0,13500.0,14300.0
1691,2.517,327.2327,327.92041000000006,2097.185716497604,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.8600000000000003,0.3123999999999114,0.49357849503027723,0.512102796024213,Some,Some,-170.3421999999999,3,criegee,0.0,0.0,0.0,19.146341463414636,0.0,0.0,0.0,0.0,0.0,0.0
1745,2.563,352.11638,351.98601,370.3840388428244,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.7679999999999998,0.8695200000000227,0.04858139101982055,0.2026171128158587,Some,Some,-146.27659999999997,6,aldehyde,219.2982456140351,3340000000.0,227.02702702702703,144.3089430894309,194.41624365482232,0.0,271.7105263157895,293.57142857142856,0.0,351.04895104895104
1747,2.565,368.11124,367.98541,341.9429047472498,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.7640000000000002,0.8740600000000427,0.0,0.16380600000000428,Some,Some,-130.27719999999997,6,criegee,0.0,0.0,0.0,41.05691056910569,21.6751269035533,0.0,82.89473684210526,26.42857142857143,48.51851851851852,56.993006993006986
1742,2.558,392.14781,392.05101,246.90664615294156,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.7780000000000005,0.9030900000000202,0.11740818601903848,0.26203554881523283,Some,Some,-106.21159999999999,9,aldehyde,0.0,0.0,385.5855855855856,0.0,178.6802030456853,0.0,292.10526315789474,323.57142857142856,362.22222222222223,0.0
1739,2.557,408.14255,408.05041,225.8054341864991,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.7800000000000002,0.9077499999999645,0.0,0.16877499999999648,Some,Some,-90.2122,9,criegee,0.0,0.0,0.0,0.0,17.66497461928934,0.0,26.513157894736842,42.642857142857146,0.0,0.0
1749,2.565,432.17887,432.11600999999996,145.47019445092403,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.7640000000000002,0.9370299999999929,0.1358004035115921,0.278743322809273,Some,Some,-66.1466,12,aldehyde,285.96491228070175,4550000000.0,0.0,325.2032520325203,0.0,0.0,436.84210526315786,446.42857142857144,546.6666666666666,496.5034965034965
1813,2.614,448.17394,448.11541,130.61367383018327,C25H42NO7P,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M-H]-,LPE 20:5,"LPE 20:5(5,8,11,14,17)",0.6660000000000004,0.9413599999999747,0.0,0.1607359999999975,Some,Some,-50.147200000000005,12,criegee,0.0,0.0,42.792792792792795,0.0,0.0,52.42718446601942,0.0,0.0,43.48148148148148,0.0
