chain_shorthand,db_shorthand
TG 28:0_22:5_26:1,"TG 28:0_22:5(4,7,10,13,16)_26:1(17)"
TG 28:0_22:5_26:4,"TG 28:0_22:5(4,7,10,13,16)_26:4(11,14,17,20)"
TG 28:0_22:5_26:5,"TG 28:0_22:5(4,7,10,13,16)_26:5(11,14,17,20,23)"
TG 28:0_22:5_26:5,"TG 28:0_22:5(4,7,10,13,16)_26:5(8,11,14,17,20)"
TG 28:0_22:5_26:6,"TG 28:0_22:5(4,7,10,13,16)_26:6(8,11,14,17,20,23)"
TG 28:0_22:5_28:4,"TG 28:0_22:5(4,7,10,13,16)_28:4(13,16,19,22)"
TG 28:0_22:5_28:5,"TG 28:0_22:5(4,7,10,13,16)_28:5(10,13,16,19,22)"
TG 28:0_22:5_28:5,"TG 28:0_22:5(4,7,10,13,16)_28:5(13,16,19,22,25)"
TG 28:0_22:5_28:6,"TG 28:0_22:5(4,7,10,13,16)_28:6(10,13,16,19,22,25)"
TG 28:0_22:5_22:5,"TG 28:0_22:5(4,7,10,13,16)_22:5(4,7,10,13,16)"
TG 28:0_22:5_22:5,"TG 28:0_22:5(4,7,10,13,16)_22:5(7,10,13,16,19)"
TG 28:0_22:5_22:6,"TG 28:0_22:5(4,7,10,13,16)_22:6(4,7,10,13,16,19)"
TG 28:0_22:5_24:1,"TG 28:0_22:5(4,7,10,13,16)_24:1(15)"
TG 28:0_22:5_24:4,"TG 28:0_22:5(4,7,10,13,16)_24:4(9,12,15,18)"
TG 28:0_22:5_24:5,"TG 28:0_22:5(4,7,10,13,16)_24:5(6,9,12,15,18)"
TG 28:0_22:5_24:5,"TG 28:0_22:5(4,7,10,13,16)_24:5(9,12,15,18,21)"
TG 28:0_22:5_24:6,"TG 28:0_22:5(4,7,10,13,16)_24:6(4,7,10,13,16,19)"
TG 28:0_22:5_26:1,"TG 28:0_22:5(4,7,10,13,16)_26:1(17)"
TG 28:0_22:5_26:4,"TG 28:0_22:5(4,7,10,13,16)_26:4(11,14,17,20)"
TG 28:0_22:5_26:5,"TG 28:0_22:5(4,7,10,13,16)_26:5(11,14,17,20,23)"
TG 28:0_22:5_26:5,"TG 28:0_22:5(4,7,10,13,16)_26:5(8,11,14,17,20)"
TG 28:0_22:5_26:6,"TG 28:0_22:5(4,7,10,13,16)_26:6(8,11,14,17,20,23)"
TG 28:0_22:5_28:4,"TG 28:0_22:5(4,7,10,13,16)_28:4(13,16,19,22)"
TG 28:0_22:5_28:5,"TG 28:0_22:5(4,7,10,13,16)_28:5(10,13,16,19,22)"
TG 28:0_22:5_28:5,"TG 28:0_22:5(4,7,10,13,16)_28:5(13,16,19,22,25)"
TG 28:0_22:5_28:6,"TG 28:0_22:5(4,7,10,13,16)_28:6(10,13,16,19,22,25)"
TG 28:0_22:5_22:5,"TG 28:0_22:5(7,10,13,16,19)_22:5(7,10,13,16,19)"
TG 28:0_22:5_22:6,"TG 28:0_22:5(7,10,13,16,19)_22:6(4,7,10,13,16,19)"
TG 28:0_22:5_24:1,"TG 28:0_22:5(7,10,13,16,19)_24:1(15)"
TG 28:0_22:5_24:4,"TG 28:0_22:5(7,10,13,16,19)_24:4(9,12,15,18)"
TG 28:0_22:5_24:5,"TG 28:0_22:5(7,10,13,16,19)_24:5(6,9,12,15,18)"
TG 28:0_22:5_24:5,"TG 28:0_22:5(7,10,13,16,19)_24:5(9,12,15,18,21)"
TG 28:0_22:5_24:6,"TG 28:0_22:5(7,10,13,16,19)_24:6(4,7,10,13,16,19)"
TG 28:0_22:5_26:1,"TG 28:0_22:5(7,10,13,16,19)_26:1(17)"
TG 28:0_22:5_26:4,"TG 28:0_22:5(7,10,13,16,19)_26:4(11,14,17,20)"
TG 28:0_22:5_26:5,"TG 28:0_22:5(7,10,13,16,19)_26:5(11,14,17,20,23)"
TG 28:0_22:5_26:5,"TG 28:0_22:5(7,10,13,16,19)_26:5(8,11,14,17,20)"
TG 28:0_22:5_26:6,"TG 28:0_22:5(7,10,13,16,19)_26:6(8,11,14,17,20,23)"
TG 28:0_22:5_28:4,"TG 28:0_22:5(7,10,13,16,19)_28:4(13,16,19,22)"
TG 28:0_22:5_28:5,"TG 28:0_22:5(7,10,13,16,19)_28:5(10,13,16,19,22)"
TG 28:0_22:5_28:5,"TG 28:0_22:5(7,10,13,16,19)_28:5(13,16,19,22,25)"
TG 28:0_22:5_28:6,"TG 28:0_22:5(7,10,13,16,19)_28:6(10,13,16,19,22,25)"
TG 28:0_22:6_22:6,"TG 28:0_22:6(4,7,10,13,16,19)_22:6(4,7,10,13,16,19)"
TG 28:0_22:6_24:1,"TG 28:0_22:6(4,7,10,13,16,19)_24:1(15)"
TG 28:0_22:6_24:4,"TG 28:0_22:6(4,7,10,13,16,19)_24:4(9,12,15,18)"
TG 28:0_22:6_24:5,"TG 28:0_22:6(4,7,10,13,16,19)_24:5(6,9,12,15,18)"
TG 28:0_22:6_24:5,"TG 28:0_22:6(4,7,10,13,16,19)_24:5(9,12,15,18,21)"
TG 28:0_22:6_24:6,"TG 28:0_22:6(4,7,10,13,16,19)_24:6(4,7,10,13,16,19)"
TG 28:0_22:6_26:1,"TG 28:0_22:6(4,7,10,13,16,19)_26:1(17)"
TG 28:0_22:6_26:4,"TG 28:0_22:6(4,7,10,13,16,19)_26:4(11,14,17,20)"
TG 28:0_22:6_26:5,"TG 28:0_22:6(4,7,10,13,16,19)_26:5(11,14,17,20,23)"
TG 28:0_22:6_26:5,"TG 28:0_22:6(4,7,10,13,16,19)_26:5(8,11,14,17,20)"
TG 28:0_22:6_26:6,"TG 28:0_22:6(4,7,10,13,16,19)_26:6(8,11,14,17,20,23)"
TG 28:0_22:6_28:4,"TG 28:0_22:6(4,7,10,13,16,19)_28:4(13,16,19,22)"
TG 28:0_22:6_28:5,"TG 28:0_22:6(4,7,10,13,16,19)_28:5(10,13,16,19,22)"
TG 28:0_22:6_28:5,"TG 28:0_22:6(4,7,10,13,16,19)_28:5(13,16,19,22,25)"
TG 28:0_22:6_28:6,"TG 28:0_22:6(4,7,10,13,16,19)_28:6(10,13,16,19,22,25)"
TG 28:0_24:1_24:1,TG 28:0_24:1(15)_24:1(15)
TG 28:0_24:1_24:4,"TG 28:0_24:1(15)_24:4(9,12,15,18)"
TG 28:0_24:1_24:5,"TG 28:0_24:1(15)_24:5(6,9,12,15,18)"
TG 28:0_24:1_24:5,"TG 28:0_24:1(15)_24:5(9,12,15,18,21)"
TG 28:0_24:1_24:6,"TG 28:0_24:1(15)_24:6(4,7,10,13,16,19)"
TG 28:0_24:1_26:1,TG 28:0_24:1(15)_26:1(17)
TG 28:0_24:1_26:4,"TG 28:0_24:1(15)_26:4(11,14,17,20)"
TG 28:0_24:1_26:5,"TG 28:0_24:1(15)_26:5(11,14,17,20,23)"
TG 28:0_24:1_26:5,"TG 28:0_24:1(15)_26:5(8,11,14,17,20)"
TG 28:0_24:1_26:6,"TG 28:0_24:1(15)_26:6(8,11,14,17,20,23)"
TG 28:0_24:1_28:4,"TG 28:0_24:1(15)_28:4(13,16,19,22)"
TG 28:0_24:1_28:5,"TG 28:0_24:1(15)_28:5(10,13,16,19,22)"
TG 28:0_24:1_28:5,"TG 28:0_24:1(15)_28:5(13,16,19,22,25)"
TG 28:0_24:1_28:6,"TG 28:0_24:1(15)_28:6(10,13,16,19,22,25)"
TG 28:0_24:4_24:4,"TG 28:0_24:4(9,12,15,18)_24:4(9,12,15,18)"
TG 28:0_24:4_24:5,"TG 28:0_24:4(9,12,15,18)_24:5(6,9,12,15,18)"
TG 28:0_24:4_24:5,"TG 28:0_24:4(9,12,15,18)_24:5(9,12,15,18,21)"
TG 28:0_24:4_24:6,"TG 28:0_24:4(9,12,15,18)_24:6(4,7,10,13,16,19)"
TG 28:0_24:4_26:1,"TG 28:0_24:4(9,12,15,18)_26:1(17)"
TG 28:0_24:4_26:4,"TG 28:0_24:4(9,12,15,18)_26:4(11,14,17,20)"
TG 28:0_24:4_26:5,"TG 28:0_24:4(9,12,15,18)_26:5(11,14,17,20,23)"
TG 28:0_24:4_26:5,"TG 28:0_24:4(9,12,15,18)_26:5(8,11,14,17,20)"
TG 28:0_24:4_26:6,"TG 28:0_24:4(9,12,15,18)_26:6(8,11,14,17,20,23)"
TG 28:0_24:4_28:4,"TG 28:0_24:4(9,12,15,18)_28:4(13,16,19,22)"
TG 28:0_24:4_28:5,"TG 28:0_24:4(9,12,15,18)_28:5(10,13,16,19,22)"
TG 28:0_24:4_28:5,"TG 28:0_24:4(9,12,15,18)_28:5(13,16,19,22,25)"
TG 28:0_24:4_28:6,"TG 28:0_24:4(9,12,15,18)_28:6(10,13,16,19,22,25)"
TG 28:0_24:5_24:5,"TG 28:0_24:5(6,9,12,15,18)_24:5(6,9,12,15,18)"
TG 28:0_24:5_24:5,"TG 28:0_24:5(6,9,12,15,18)_24:5(9,12,15,18,21)"
TG 28:0_24:5_24:6,"TG 28:0_24:5(6,9,12,15,18)_24:6(4,7,10,13,16,19)"
TG 28:0_24:5_26:1,"TG 28:0_24:5(6,9,12,15,18)_26:1(17)"
TG 28:0_24:5_26:4,"TG 28:0_24:5(6,9,12,15,18)_26:4(11,14,17,20)"
TG 28:0_24:5_26:5,"TG 28:0_24:5(6,9,12,15,18)_26:5(11,14,17,20,23)"
TG 28:0_24:5_26:5,"TG 28:0_24:5(6,9,12,15,18)_26:5(8,11,14,17,20)"
TG 28:0_24:5_26:6,"TG 28:0_24:5(6,9,12,15,18)_26:6(8,11,14,17,20,23)"
TG 28:0_24:5_28:4,"TG 28:0_24:5(6,9,12,15,18)_28:4(13,16,19,22)"
TG 28:0_24:5_28:5,"TG 28:0_24:5(6,9,12,15,18)_28:5(10,13,16,19,22)"
TG 28:0_24:5_28:5,"TG 28:0_24:5(6,9,12,15,18)_28:5(13,16,19,22,25)"
TG 28:0_24:5_28:6,"TG 28:0_24:5(6,9,12,15,18)_28:6(10,13,16,19,22,25)"
TG 28:0_24:5_24:5,"TG 28:0_24:5(9,12,15,18,21)_24:5(9,12,15,18,21)"
TG 28:0_24:5_24:6,"TG 28:0_24:5(9,12,15,18,21)_24:6(4,7,10,13,16,19)"
TG 28:0_24:5_26:1,"TG 28:0_24:5(9,12,15,18,21)_26:1(17)"
TG 28:0_24:5_26:4,"TG 28:0_24:5(9,12,15,18,21)_26:4(11,14,17,20)"
TG 28:0_24:5_26:5,"TG 28:0_24:5(9,12,15,18,21)_26:5(11,14,17,20,23)"
TG 28:0_24:5_26:5,"TG 28:0_24:5(9,12,15,18,21)_26:5(8,11,14,17,20)"
TG 28:0_24:5_26:6,"TG 28:0_24:5(9,12,15,18,21)_26:6(8,11,14,17,20,23)"
TG 28:0_24:5_28:4,"TG 28:0_24:5(9,12,15,18,21)_28:4(13,16,19,22)"
TG 28:0_24:5_28:5,"TG 28:0_24:5(9,12,15,18,21)_28:5(10,13,16,19,22)"
TG 28:0_24:5_28:5,"TG 28:0_24:5(9,12,15,18,21)_28:5(13,16,19,22,25)"
TG 28:0_24:5_28:6,"TG 28:0_24:5(9,12,15,18,21)_28:6(10,13,16,19,22,25)"
TG 28:0_24:6_24:6,"TG 28:0_24:6(4,7,10,13,16,19)_24:6(4,7,10,13,16,19)"
TG 28:0_24:6_26:1,"TG 28:0_24:6(4,7,10,13,16,19)_26:1(17)"
TG 28:0_24:6_26:4,"TG 28:0_24:6(4,7,10,13,16,19)_26:4(11,14,17,20)"
TG 28:0_24:6_26:5,"TG 28:0_24:6(4,7,10,13,16,19)_26:5(11,14,17,20,23)"
TG 28:0_24:6_26:5,"TG 28:0_24:6(4,7,10,13,16,19)_26:5(8,11,14,17,20)"
TG 28:0_24:6_26:6,"TG 28:0_24:6(4,7,10,13,16,19)_26:6(8,11,14,17,20,23)"
TG 28:0_24:6_28:4,"TG 28:0_24:6(4,7,10,13,16,19)_28:4(13,16,19,22)"
TG 28:0_24:6_28:5,"TG 28:0_24:6(4,7,10,13,16,19)_28:5(10,13,16,19,22)"
TG 28:0_24:6_28:5,"TG 28:0_24:6(4,7,10,13,16,19)_28:5(13,16,19,22,25)"
TG 28:0_24:6_28:6,"TG 28:0_24:6(4,7,10,13,16,19)_28:6(10,13,16,19,22,25)"
TG 28:0_26:1_26:1,TG 28:0_26:1(17)_26:1(17)
TG 28:0_26:1_26:4,"TG 28:0_26:1(17)_26:4(11,14,17,20)"
TG 28:0_26:1_26:5,"TG 28:0_26:1(17)_26:5(11,14,17,20,23)"
TG 28:0_26:1_26:5,"TG 28:0_26:1(17)_26:5(8,11,14,17,20)"
TG 28:0_26:1_26:6,"TG 28:0_26:1(17)_26:6(8,11,14,17,20,23)"
TG 28:0_26:1_28:4,"TG 28:0_26:1(17)_28:4(13,16,19,22)"
TG 28:0_26:1_28:5,"TG 28:0_26:1(17)_28:5(10,13,16,19,22)"
TG 28:0_26:1_28:5,"TG 28:0_26:1(17)_28:5(13,16,19,22,25)"
TG 28:0_26:1_28:6,"TG 28:0_26:1(17)_28:6(10,13,16,19,22,25)"
TG 28:0_26:4_26:4,"TG 28:0_26:4(11,14,17,20)_26:4(11,14,17,20)"
TG 28:0_26:4_26:5,"TG 28:0_26:4(11,14,17,20)_26:5(11,14,17,20,23)"
TG 28:0_26:4_26:5,"TG 28:0_26:4(11,14,17,20)_26:5(8,11,14,17,20)"
TG 28:0_26:4_26:6,"TG 28:0_26:4(11,14,17,20)_26:6(8,11,14,17,20,23)"
TG 28:0_26:4_28:4,"TG 28:0_26:4(11,14,17,20)_28:4(13,16,19,22)"
TG 28:0_26:4_28:5,"TG 28:0_26:4(11,14,17,20)_28:5(10,13,16,19,22)"
TG 28:0_26:4_28:5,"TG 28:0_26:4(11,14,17,20)_28:5(13,16,19,22,25)"
TG 28:0_26:4_28:6,"TG 28:0_26:4(11,14,17,20)_28:6(10,13,16,19,22,25)"
TG 28:0_26:5_26:5,"TG 28:0_26:5(11,14,17,20,23)_26:5(11,14,17,20,23)"
TG 28:0_26:5_26:5,"TG 28:0_26:5(11,14,17,20,23)_26:5(8,11,14,17,20)"
TG 28:0_26:5_26:6,"TG 28:0_26:5(11,14,17,20,23)_26:6(8,11,14,17,20,23)"
TG 28:0_26:5_28:4,"TG 28:0_26:5(11,14,17,20,23)_28:4(13,16,19,22)"
TG 28:0_26:5_28:5,"TG 28:0_26:5(11,14,17,20,23)_28:5(10,13,16,19,22)"
TG 28:0_26:5_28:5,"TG 28:0_26:5(11,14,17,20,23)_28:5(13,16,19,22,25)"
TG 28:0_26:5_28:6,"TG 28:0_26:5(11,14,17,20,23)_28:6(10,13,16,19,22,25)"
TG 28:0_26:5_26:5,"TG 28:0_26:5(8,11,14,17,20)_26:5(8,11,14,17,20)"
TG 28:0_26:5_26:6,"TG 28:0_26:5(8,11,14,17,20)_26:6(8,11,14,17,20,23)"
TG 28:0_26:5_28:4,"TG 28:0_26:5(8,11,14,17,20)_28:4(13,16,19,22)"
TG 28:0_26:5_28:5,"TG 28:0_26:5(8,11,14,17,20)_28:5(10,13,16,19,22)"
TG 28:0_26:5_28:5,"TG 28:0_26:5(8,11,14,17,20)_28:5(13,16,19,22,25)"
TG 28:0_26:5_28:6,"TG 28:0_26:5(8,11,14,17,20)_28:6(10,13,16,19,22,25)"
TG 28:0_26:6_26:6,"TG 28:0_26:6(8,11,14,17,20,23)_26:6(8,11,14,17,20,23)"
TG 28:0_26:6_28:4,"TG 28:0_26:6(8,11,14,17,20,23)_28:4(13,16,19,22)"
TG 28:0_26:6_28:5,"TG 28:0_26:6(8,11,14,17,20,23)_28:5(10,13,16,19,22)"
TG 28:0_26:6_28:5,"TG 28:0_26:6(8,11,14,17,20,23)_28:5(13,16,19,22,25)"
TG 28:0_26:6_28:6,"TG 28:0_26:6(8,11,14,17,20,23)_28:6(10,13,16,19,22,25)"
TG 28:0_28:4_28:4,"TG 28:0_28:4(13,16,19,22)_28:4(13,16,19,22)"
TG 28:0_28:4_28:5,"TG 28:0_28:4(13,16,19,22)_28:5(10,13,16,19,22)"
TG 28:0_28:4_28:5,"TG 28:0_28:4(13,16,19,22)_28:5(13,16,19,22,25)"
TG 28:0_28:4_28:6,"TG 28:0_28:4(13,16,19,22)_28:6(10,13,16,19,22,25)"
TG 28:0_28:5_28:5,"TG 28:0_28:5(10,13,16,19,22)_28:5(10,13,16,19,22)"
TG 28:0_28:5_28:5,"TG 28:0_28:5(10,13,16,19,22)_28:5(13,16,19,22,25)"
TG 28:0_28:5_28:6,"TG 28:0_28:5(10,13,16,19,22)_28:6(10,13,16,19,22,25)"
TG 28:0_28:5_28:5,"TG 28:0_28:5(13,16,19,22,25)_28:5(13,16,19,22,25)"
TG 28:0_28:5_28:6,"TG 28:0_28:5(13,16,19,22,25)_28:6(10,13,16,19,22,25)"
TG 28:0_28:6_28:6,"TG 28:0_28:6(10,13,16,19,22,25)_28:6(10,13,16,19,22,25)"
TG 12:1_12:1_12:1,TG 12:1(5)_12:1(5)_12:1(5)
TG 12:1_12:1_12:1,TG 12:1(5)_12:1(5)_12:1(6)
TG 12:1_12:1_12:1,TG 12:1(5)_12:1(5)_12:1(9)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(5)_14:1(5)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(5)_14:1(6)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(5)_14:1(9)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(5)_16:1(6)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(5)_16:1(7)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(5)_16:1(9)
TG 12:1_12:1_16:2,"TG 12:1(5)_12:1(5)_16:2(6,9)"
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(5)_18:1(11)
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(5)_18:1(6)
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(5)_18:1(9)
TG 12:1_12:1_18:2,"TG 12:1(5)_12:1(5)_18:2(6,9)"
TG 12:1_12:1_18:2,"TG 12:1(5)_12:1(5)_18:2(9,12)"
TG 12:1_12:1_18:3,"TG 12:1(5)_12:1(5)_18:3(6,9,12)"
TG 12:1_12:1_18:3,"TG 12:1(5)_12:1(5)_18:3(9,12,15)"
TG 12:1_12:1_18:4,"TG 12:1(5)_12:1(5)_18:4(6,9,12,15)"
TG 12:1_12:1_20:1,TG 12:1(5)_12:1(5)_20:1(11)
TG 12:1_12:1_20:1,TG 12:1(5)_12:1(5)_20:1(13)
TG 12:1_12:1_20:2,"TG 12:1(5)_12:1(5)_20:2(11,14)"
TG 12:1_12:1_20:2,"TG 12:1(5)_12:1(5)_20:2(8,11)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(5)_20:3(11,14,17)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(5)_20:3(5,8,11)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(5)_20:3(8,11,14)"
TG 12:1_12:1_20:4,"TG 12:1(5)_12:1(5)_20:4(5,8,11,14)"
TG 12:1_12:1_20:4,"TG 12:1(5)_12:1(5)_20:4(8,11,14,17)"
TG 12:1_12:1_20:5,"TG 12:1(5)_12:1(5)_20:5(5,8,11,14,17)"
TG 12:1_12:1_22:1,TG 12:1(5)_12:1(5)_22:1(13)
TG 12:1_12:1_22:2,"TG 12:1(5)_12:1(5)_22:2(13,16)"
TG 12:1_12:1_22:3,"TG 12:1(5)_12:1(5)_22:3(7,10,13)"
TG 12:1_12:1_22:4,"TG 12:1(5)_12:1(5)_22:4(7,10,13,16)"
TG 12:1_12:1_22:5,"TG 12:1(5)_12:1(5)_22:5(4,7,10,13,16)"
TG 12:1_12:1_22:5,"TG 12:1(5)_12:1(5)_22:5(4,7,10,13,16)"
TG 12:1_12:1_22:5,"TG 12:1(5)_12:1(5)_22:5(7,10,13,16,19)"
TG 12:1_12:1_22:6,"TG 12:1(5)_12:1(5)_22:6(4,7,10,13,16,19)"
TG 12:1_12:1_24:1,TG 12:1(5)_12:1(5)_24:1(15)
TG 12:1_12:1_24:4,"TG 12:1(5)_12:1(5)_24:4(9,12,15,18)"
TG 12:1_12:1_24:5,"TG 12:1(5)_12:1(5)_24:5(6,9,12,15,18)"
TG 12:1_12:1_24:5,"TG 12:1(5)_12:1(5)_24:5(9,12,15,18,21)"
TG 12:1_12:1_24:6,"TG 12:1(5)_12:1(5)_24:6(4,7,10,13,16,19)"
TG 12:1_12:1_26:1,TG 12:1(5)_12:1(5)_26:1(17)
TG 12:1_12:1_26:4,"TG 12:1(5)_12:1(5)_26:4(11,14,17,20)"
TG 12:1_12:1_26:5,"TG 12:1(5)_12:1(5)_26:5(11,14,17,20,23)"
TG 12:1_12:1_26:5,"TG 12:1(5)_12:1(5)_26:5(8,11,14,17,20)"
TG 12:1_12:1_26:6,"TG 12:1(5)_12:1(5)_26:6(8,11,14,17,20,23)"
TG 12:1_12:1_28:4,"TG 12:1(5)_12:1(5)_28:4(13,16,19,22)"
TG 12:1_12:1_28:5,"TG 12:1(5)_12:1(5)_28:5(10,13,16,19,22)"
TG 12:1_12:1_28:5,"TG 12:1(5)_12:1(5)_28:5(13,16,19,22,25)"
TG 12:1_12:1_28:6,"TG 12:1(5)_12:1(5)_28:6(10,13,16,19,22,25)"
TG 12:1_12:1_12:1,TG 12:1(5)_12:1(6)_12:1(6)
TG 12:1_12:1_12:1,TG 12:1(5)_12:1(6)_12:1(9)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(6)_14:1(5)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(6)_14:1(6)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(6)_14:1(9)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(6)_16:1(6)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(6)_16:1(7)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(6)_16:1(9)
TG 12:1_12:1_16:2,"TG 12:1(5)_12:1(6)_16:2(6,9)"
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(6)_18:1(11)
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(6)_18:1(6)
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(6)_18:1(9)
TG 12:1_12:1_18:2,"TG 12:1(5)_12:1(6)_18:2(6,9)"
TG 12:1_12:1_18:2,"TG 12:1(5)_12:1(6)_18:2(9,12)"
TG 12:1_12:1_18:3,"TG 12:1(5)_12:1(6)_18:3(6,9,12)"
TG 12:1_12:1_18:3,"TG 12:1(5)_12:1(6)_18:3(9,12,15)"
TG 12:1_12:1_18:4,"TG 12:1(5)_12:1(6)_18:4(6,9,12,15)"
TG 12:1_12:1_20:1,TG 12:1(5)_12:1(6)_20:1(11)
TG 12:1_12:1_20:1,TG 12:1(5)_12:1(6)_20:1(13)
TG 12:1_12:1_20:2,"TG 12:1(5)_12:1(6)_20:2(11,14)"
TG 12:1_12:1_20:2,"TG 12:1(5)_12:1(6)_20:2(8,11)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(6)_20:3(11,14,17)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(6)_20:3(5,8,11)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(6)_20:3(8,11,14)"
TG 12:1_12:1_20:4,"TG 12:1(5)_12:1(6)_20:4(5,8,11,14)"
TG 12:1_12:1_20:4,"TG 12:1(5)_12:1(6)_20:4(8,11,14,17)"
TG 12:1_12:1_20:5,"TG 12:1(5)_12:1(6)_20:5(5,8,11,14,17)"
TG 12:1_12:1_22:1,TG 12:1(5)_12:1(6)_22:1(13)
TG 12:1_12:1_22:2,"TG 12:1(5)_12:1(6)_22:2(13,16)"
TG 12:1_12:1_22:3,"TG 12:1(5)_12:1(6)_22:3(7,10,13)"
TG 12:1_12:1_22:4,"TG 12:1(5)_12:1(6)_22:4(7,10,13,16)"
TG 12:1_12:1_22:5,"TG 12:1(5)_12:1(6)_22:5(4,7,10,13,16)"
TG 12:1_12:1_22:5,"TG 12:1(5)_12:1(6)_22:5(4,7,10,13,16)"
TG 12:1_12:1_22:5,"TG 12:1(5)_12:1(6)_22:5(7,10,13,16,19)"
TG 12:1_12:1_22:6,"TG 12:1(5)_12:1(6)_22:6(4,7,10,13,16,19)"
TG 12:1_12:1_24:1,TG 12:1(5)_12:1(6)_24:1(15)
TG 12:1_12:1_24:4,"TG 12:1(5)_12:1(6)_24:4(9,12,15,18)"
TG 12:1_12:1_24:5,"TG 12:1(5)_12:1(6)_24:5(6,9,12,15,18)"
TG 12:1_12:1_24:5,"TG 12:1(5)_12:1(6)_24:5(9,12,15,18,21)"
TG 12:1_12:1_24:6,"TG 12:1(5)_12:1(6)_24:6(4,7,10,13,16,19)"
TG 12:1_12:1_26:1,TG 12:1(5)_12:1(6)_26:1(17)
TG 12:1_12:1_26:4,"TG 12:1(5)_12:1(6)_26:4(11,14,17,20)"
TG 12:1_12:1_26:5,"TG 12:1(5)_12:1(6)_26:5(11,14,17,20,23)"
TG 12:1_12:1_26:5,"TG 12:1(5)_12:1(6)_26:5(8,11,14,17,20)"
TG 12:1_12:1_26:6,"TG 12:1(5)_12:1(6)_26:6(8,11,14,17,20,23)"
TG 12:1_12:1_28:4,"TG 12:1(5)_12:1(6)_28:4(13,16,19,22)"
TG 12:1_12:1_28:5,"TG 12:1(5)_12:1(6)_28:5(10,13,16,19,22)"
TG 12:1_12:1_28:5,"TG 12:1(5)_12:1(6)_28:5(13,16,19,22,25)"
TG 12:1_12:1_28:6,"TG 12:1(5)_12:1(6)_28:6(10,13,16,19,22,25)"
TG 12:1_12:1_12:1,TG 12:1(5)_12:1(9)_12:1(9)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(9)_14:1(5)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(9)_14:1(6)
TG 12:1_12:1_14:1,TG 12:1(5)_12:1(9)_14:1(9)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(9)_16:1(6)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(9)_16:1(7)
TG 12:1_12:1_16:1,TG 12:1(5)_12:1(9)_16:1(9)
TG 12:1_12:1_16:2,"TG 12:1(5)_12:1(9)_16:2(6,9)"
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(9)_18:1(11)
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(9)_18:1(6)
TG 12:1_12:1_18:1,TG 12:1(5)_12:1(9)_18:1(9)
TG 12:1_12:1_18:2,"TG 12:1(5)_12:1(9)_18:2(6,9)"
TG 12:1_12:1_18:2,"TG 12:1(5)_12:1(9)_18:2(9,12)"
TG 12:1_12:1_18:3,"TG 12:1(5)_12:1(9)_18:3(6,9,12)"
TG 12:1_12:1_18:3,"TG 12:1(5)_12:1(9)_18:3(9,12,15)"
TG 12:1_12:1_18:4,"TG 12:1(5)_12:1(9)_18:4(6,9,12,15)"
TG 12:1_12:1_20:1,TG 12:1(5)_12:1(9)_20:1(11)
TG 12:1_12:1_20:1,TG 12:1(5)_12:1(9)_20:1(13)
TG 12:1_12:1_20:2,"TG 12:1(5)_12:1(9)_20:2(11,14)"
TG 12:1_12:1_20:2,"TG 12:1(5)_12:1(9)_20:2(8,11)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(9)_20:3(11,14,17)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(9)_20:3(5,8,11)"
TG 12:1_12:1_20:3,"TG 12:1(5)_12:1(9)_20:3(8,11,14)"
TG 12:1_12:1_20:4,"TG 12:1(5)_12:1(9)_20:4(5,8,11,14)"
TG 12:1_12:1_20:4,"TG 12:1(5)_12:1(9)_20:4(8,11,14,17)"
TG 12:1_12:1_20:5,"TG 12:1(5)_12:1(9)_20:5(5,8,11,14,17)"
