id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance
1305,5.852,5.481,6.213,637.35273,637.35229,637.35376,2.71E+05,1.06E+05,1.42E+04,2.71E+05,0,0.5,2,1,0.9,0.13,0.00008,0.031,,,,,,,,,,8.15E+04,5.821,637.35223,637.35461,,0.317,5.505,6.056,DETECTED,637.35265,1.56E+04,2.71E+05,1.013,0.904,2.71E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.06E+05,5.884,637.35229,637.35376,,0.379,5.481,6.213,DETECTED,637.35281,1.42E+04,2.64E+05,1.025,0.931,2.64E+05,,,,,,,,,,UNKNOWN,,,,,,,
1306,5.857,5.551,5.962,560.32963,560.32849,560.33118,8.54E+04,1.76E+04,8.50E+03,8.54E+04,0,0.75,3,3,0.88,0.21,0.00012,0.035,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.06E+03,5.89,560.32849,560.33118,,0.117,5.751,5.906,DETECTED,560.32957,8.91E+03,6.63E+04,0.113,0.556,6.63E+04,,1.76E+04,5.805,560.32751,560.33234,,0.515,5.551,5.962,DETECTED,560.32953,1.03E+04,8.08E+04,0.501,0.809,8.08E+04,,9.97E+03,5.876,560.32867,560.33148,,0.14,5.657,5.907,DETECTED,560.32981,8.50E+03,8.54E+04,0.15,0.571,8.54E+04,
1307,5.86,5.726,6.017,305.24844,305.24817,305.24881,8.50E+04,9.73E+03,7.29E+03,8.50E+04,3,1,4,0,0.89,0.2,0.00006,0.031,,,,,,,,,,8.96E+03,5.853,305.24817,305.24869,1,0.102,5.79,5.962,DETECTED,305.24841,1.43E+04,8.50E+04,1.758,1.379,8.50E+04,-0.023,8.25E+03,5.89,305.24817,305.24881,1,0.092,5.767,6,DETECTED,305.24848,7.29E+03,7.55E+04,0.887,0.946,7.55E+04,0.008,8.89E+03,5.805,305.24808,305.2489,,0.124,5.726,5.947,DETECTED,305.24851,1.84E+04,6.46E+04,1.799,1.4,6.46E+04,,9.73E+03,5.891,305.24796,305.24863,1,0.135,5.766,6.017,DETECTED,305.24834,9.96E+03,6.50E+04,0.368,1,6.50E+04,0.008
1308,5.86,5.581,5.962,694.30827,694.30682,694.30963,7.77E+04,1.62E+04,7.11E+03,7.77E+04,0,0.75,3,1,0.95,0.06,0.00004,0.016,,,,,,,,,,1.62E+04,5.853,694.30585,694.30963,,0.106,5.581,5.962,DETECTED,694.30832,7.11E+03,7.77E+04,0.437,0.702,7.77E+04,,,,,,,,,,UNKNOWN,,,,,,,,7.47E+03,5.884,694.30682,694.30963,,0.062,5.821,5.962,DETECTED,694.30829,2.77E+04,7.50E+04,1.248,1.124,7.50E+04,,7.64E+03,5.845,694.30658,694.30994,,0.111,5.657,5.86,DETECTED,694.30821,1.08E+04,7.56E+04,0.083,0.542,7.56E+04,
1309,5.868,5.805,5.962,565.3633,565.36188,565.36554,3.26E+04,3.00E+03,1.04E+04,3.26E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.00E+03,5.868,565.36188,565.36554,,0.08,5.805,5.962,DETECTED,565.3633,1.04E+04,3.26E+04,1.498,1.249,3.26E+04,,,,,,,,,,UNKNOWN,,,,,,,
1310,5.868,5.651,5.915,976.28601,976.2829,976.28888,4.61E+04,6.24E+03,1.02E+04,4.61E+04,0,0.5,2,3,0.91,0.34,0.00034,0.016,,,,,,,,,,6.24E+03,5.884,976.28241,976.28943,,0.165,5.651,5.915,DETECTED,976.28635,1.02E+04,4.17E+04,0.134,0.567,4.17E+04,,,,,,,,,,UNKNOWN,,,,,,,,2.50E+03,5.852,976.2829,976.28888,,0.078,5.821,5.899,DETECTED,976.28568,1.82E+04,4.61E+04,1.518,1.259,4.61E+04,,,,,,,,,,UNKNOWN,,,,,,,
1311,5.869,5.549,6.009,705.33998,705.33887,705.34088,1.18E+05,2.96E+04,1.06E+04,1.18E+05,0,0.25,1,1,1,0,0,0,,,,,,,,,,2.96E+04,5.869,705.33887,705.34088,,0.282,5.549,6.009,DETECTED,705.33998,1.06E+04,1.18E+05,0.459,0.754,1.18E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1312,5.871,5.551,6.009,626.32031,626.31885,626.32178,9.33E+04,2.34E+04,5.62E+03,9.33E+04,4,0.75,3,2,0.94,0.17,0.00011,0.012,,,,,,,,,,2.34E+04,5.853,626.31946,626.32214,1,0.322,5.581,6.009,DETECTED,626.3204,6.97E+03,9.25E+04,0.644,0.768,9.25E+04,0.013,,,,,,,,,UNKNOWN,,,,,,,,1.04E+04,5.884,626.31885,626.32178,1,0.099,5.821,5.978,DETECTED,626.32038,4.18E+04,9.27E+04,1.496,1.248,9.27E+04,-0.033,1.27E+04,5.876,626.31824,626.32196,2,0.11,5.551,5.891,DETECTED,626.32015,5.62E+03,9.33E+04,0.059,0.527,9.33E+04,0.014
1313,5.871,5.796,5.937,721.32505,721.32135,721.32684,3.46E+04,2.85E+03,9.84E+03,3.46E+04,0,0.5,2,2,0.98,0.05,0.00004,0.003,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.85E+03,5.874,721.32135,721.32684,,0.144,5.796,5.937,DETECTED,721.32509,9.84E+03,3.23E+04,0.799,0.9,3.23E+04,,2.39E+03,5.868,721.31897,721.32672,,0.064,5.821,5.915,DETECTED,721.32501,1.57E+04,3.46E+04,0.998,0.999,3.46E+04,,,,,,,,,,UNKNOWN,,,,,,,
1314,5.874,5.812,5.906,682.34061,682.33881,682.34204,3.90E+04,2.34E+03,1.22E+04,3.90E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.34E+03,5.874,682.33881,682.34204,,0.059,5.812,5.906,DETECTED,682.34061,1.22E+04,3.90E+04,0.501,0.751,3.90E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1315,5.876,5.742,6.056,381.27965,381.27933,381.28043,6.72E+04,8.82E+03,8.54E+03,6.72E+04,1,1,4,0,0.93,0.09,0.00004,0.023,,,,,,,,,,8.82E+03,5.869,381.27884,381.28033,1,0.103,5.758,6.056,DETECTED,381.27959,9.28E+03,6.72E+04,1.654,1.353,6.72E+04,0.008,6.39E+03,5.906,381.27933,381.28043,,0.114,5.751,6,DETECTED,381.27968,8.54E+03,4.72E+04,0.61,0.805,4.72E+04,,8.08E+03,5.836,381.27911,381.28015,,0.149,5.742,5.962,DETECTED,381.27969,1.61E+04,6.00E+04,1.332,1.166,6.00E+04,,6.99E+03,5.891,381.27927,381.28003,,0.143,5.782,5.97,DETECTED,381.27963,1.66E+04,5.07E+04,0.717,0.859,5.07E+04,
1316,5.876,5.829,5.938,653.34078,653.3382,653.34351,5.10E+04,2.73E+03,1.34E+04,5.10E+04,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.73E+03,5.876,653.3382,653.34351,,0.119,5.829,5.938,DETECTED,653.34078,1.34E+04,5.10E+04,1.325,1.163,5.10E+04,
1317,5.876,5.782,5.907,924.2726,924.26953,924.27411,3.52E+04,2.84E+03,1.37E+04,3.52E+04,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.84E+03,5.876,924.26953,924.27411,,0.074,5.782,5.907,DETECTED,924.2726,1.37E+04,3.52E+04,0.332,0.666,3.52E+04,
1318,5.88,5.581,6.158,585.35176,585.35083,585.35284,8.16E+04,2.21E+04,9.01E+03,8.16E+04,0,0.5,2,1,0.94,0.07,0.00004,0.02,,,,,,,,,,1.97E+04,5.9,585.35083,585.35455,,0.275,5.581,5.962,DETECTED,585.3518,9.01E+03,8.16E+04,0.198,0.598,8.16E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.21E+04,5.86,585.35083,585.35284,,0.323,5.766,6.158,DETECTED,585.35172,1.86E+04,7.77E+04,3.163,2.081,7.77E+04,
1319,5.88,5.698,5.915,841.31516,841.31396,841.31604,6.45E+04,6.76E+03,9.91E+03,6.45E+04,0,0.5,2,1,0.93,0.17,0.00014,0.02,,,,,,,,,,6.76E+03,5.9,841.31427,841.31671,,0.046,5.698,5.915,DETECTED,841.3153,9.91E+03,6.45E+04,0.078,0.539,6.45E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.20E+03,5.86,841.31396,841.31604,,0.104,5.766,5.876,DETECTED,841.31502,1.81E+04,3.92E+04,0.167,0.583,3.92E+04,
1320,5.884,5.821,5.931,830.28253,830.28156,830.28522,4.59E+04,3.50E+03,1.63E+04,4.59E+04,0,0.25,1,2,1,0,0,0,,,,,,,,,,3.50E+03,5.884,830.28156,830.28522,,0.266,5.821,5.931,DETECTED,830.28253,1.63E+04,4.59E+04,0.745,0.872,4.59E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1321,5.888,5.672,5.954,559.33601,559.33557,559.33704,8.18E+04,1.28E+04,1.07E+04,8.18E+04,0,0.5,2,4,0.9,0.31,0.00018,0.02,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.13E+03,5.868,559.33557,559.33704,,0.067,5.805,5.931,DETECTED,559.33618,3.23E+04,7.52E+04,0.997,0.998,7.52E+04,,1.28E+04,5.907,559.33478,559.33679,,0.205,5.672,5.954,DETECTED,559.33583,1.07E+04,8.18E+04,0.212,0.601,8.18E+04,
1322,5.895,5.641,5.954,720.31116,720.31061,720.31244,8.70E+04,1.30E+04,8.23E+03,8.70E+04,0,0.5,2,4,0.81,0.57,0.00041,0.043,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.88E+03,5.852,720.31061,720.31244,,0.049,5.821,5.899,DETECTED,720.31157,4.27E+04,8.70E+04,1.518,1.259,8.70E+04,,1.30E+04,5.938,720.30927,720.31348,,0.234,5.641,5.954,DETECTED,720.31074,8.23E+03,6.83E+04,0.057,0.527,6.83E+04,
1323,5.895,5.481,6.354,508.33976,508.33844,508.34283,1.57E+05,6.33E+04,6.49E+03,1.57E+05,7,0.5,2,1,0.93,0.27,0.00014,0.012,LNAPE 7:0/N-12:0 (0.521),LNAPE 7:0/N-12:0,[M-H]-,C24H48NO8P,CCCCCCCCCCCC(=O)NCCOP(O)(=O)OCC(O)COC(=O)CCCCCC,508.30448,0.52,2,219.64,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.33E+04,5.884,508.33844,508.34283,3,0.392,5.481,6.354,DETECTED,508.3399,9.26E+03,1.52E+05,1.46,1.201,1.52E+05,-0.121,3.74E+04,5.907,508.33826,508.3425,4,0.26,5.61,6.048,DETECTED,508.33962,6.49E+03,1.57E+05,0.515,0.75,1.57E+05,-0.164
1324,5.899,5.868,5.915,627.3234,627.32202,627.32532,3.89E+04,1.19E+03,1.49E+04,3.89E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.19E+03,5.899,627.32202,627.32532,,0.033,5.868,5.915,DETECTED,627.3234,1.49E+04,3.89E+04,0.5,0.75,3.89E+04,,,,,,,,,,UNKNOWN,,,,,,,
1325,5.9,5.821,5.931,628.31853,628.31732,628.31946,3.73E+04,2.93E+03,1.21E+04,3.73E+04,0,0.5,2,0,0.82,1.18,0.00074,0,,,,,,,,,,2.93E+03,5.9,628.31726,628.32233,,0.053,5.821,5.931,DETECTED,628.31927,1.43E+04,3.73E+04,0.399,0.699,3.73E+04,,,,,,,,,,UNKNOWN,,,,,,,,1.62E+03,5.899,628.31732,628.31946,,0.04,5.836,5.915,DETECTED,628.31779,1.21E+04,3.70E+04,0.249,0.625,3.70E+04,,,,,,,,,,UNKNOWN,,,,,,,
1326,5.9,5.837,5.931,834.29479,834.29132,834.2959,3.30E+04,2.23E+03,1.29E+04,3.30E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.23E+03,5.9,834.29132,834.2959,,0.523,5.837,5.931,DETECTED,834.29479,1.29E+04,3.30E+04,0.498,0.749,3.30E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1327,5.902,5.774,6.025,595.38085,595.37939,595.38129,4.13E+04,6.01E+03,1.14E+04,4.13E+04,0,0.75,3,0,0.87,0.48,0.00028,0.023,,,,,,,,,,1.74E+03,5.869,595.38007,595.38257,,0.047,5.853,5.915,DETECTED,595.38105,1.77E+04,4.13E+04,2.917,1.959,4.13E+04,,1.89E+03,5.937,595.37939,595.38129,,0.068,5.906,5.984,DETECTED,595.38043,1.71E+04,3.13E+04,1.52,1.26,3.13E+04,,6.01E+03,5.899,595.38049,595.38214,,0.182,5.774,6.025,DETECTED,595.38108,1.14E+04,3.38E+04,0.999,0.999,3.38E+04,,,,,,,,,,UNKNOWN,,,,,,,
1328,5.904,5.404,6.299,704.33685,704.3363,704.33856,3.86E+05,1.49E+05,1.95E+04,3.86E+05,10,0.75,3,1,0.91,0.03,0.00002,0.034,,,,,,,,,,1.10E+05,5.853,704.33636,704.33844,3,0.367,5.534,6.056,DETECTED,704.33688,2.18E+04,3.51E+05,0.704,0.829,3.51E+05,-0.101,1.22E+05,5.921,704.3363,704.33856,4,0.461,5.636,6.297,DETECTED,704.33684,2.72E+04,3.12E+05,1.583,1.161,3.12E+05,-0.198,,,,,,,,,UNKNOWN,,,,,,,,1.49E+05,5.938,704.33618,704.33893,3,0.397,5.404,6.299,DETECTED,704.33683,1.95E+04,3.86E+05,1.054,0.866,3.86E+05,-0.146
1329,5.909,5.672,6.078,762.29521,762.29266,762.2973,6.91E+04,1.12E+04,7.69E+03,6.91E+04,0,0.75,3,2,0.88,0.31,0.00023,0.029,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.91E+03,5.953,762.29266,762.2973,,0.234,5.738,6.078,DETECTED,762.29531,7.99E+03,4.83E+04,0.773,0.791,4.83E+04,,4.66E+03,5.899,762.29462,762.29639,,0.035,5.821,5.931,DETECTED,762.29547,1.76E+04,6.91E+04,0.399,0.7,6.91E+04,,1.12E+04,5.876,762.29376,762.297,,0.148,5.672,5.986,DETECTED,762.29486,7.69E+03,6.58E+04,0.63,0.769,6.58E+04,
1330,5.909,5.606,6.001,638.35542,638.35419,638.35687,6.88E+04,1.30E+04,7.25E+03,6.88E+04,0,0.75,3,0,0.89,0.23,0.00015,0.029,,,,,,,,,,1.30E+04,5.869,638.35376,638.35779,,0.194,5.606,5.978,DETECTED,638.35563,7.25E+03,6.03E+04,0.385,0.708,6.03E+04,,7.46E+03,5.953,638.35419,638.35687,,0.199,5.751,5.984,DETECTED,638.35544,1.26E+04,5.69E+04,0.156,0.578,5.69E+04,,,,,,,,,,UNKNOWN,,,,,,,,1.17E+04,5.907,638.35406,638.35632,,0.174,5.75,6.001,DETECTED,638.3552,1.77E+04,6.88E+04,0.601,0.801,6.88E+04,
1331,5.911,5.798,6.072,706.34274,706.3396,706.34357,3.66E+04,4.53E+03,1.05E+04,3.66E+04,0,0.5,2,1,0.92,0.33,0.00024,0.011,,,,,,,,,,4.13E+03,5.9,706.34119,706.34564,,0.099,5.869,6.072,DETECTED,706.34298,1.05E+04,3.29E+04,5.53,3.265,3.29E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.53E+03,5.923,706.3396,706.34357,,0.088,5.798,5.986,DETECTED,706.34251,1.09E+04,3.66E+04,0.503,0.751,3.66E+04,
1332,5.912,5.606,6.172,840.31166,840.30927,840.31409,1.33E+05,3.69E+04,1.03E+04,1.33E+05,7,0.75,3,1,0.87,0.25,0.00021,0.038,,,,,,,,,,3.69E+04,5.884,840.31049,840.31348,3,0.315,5.606,6.103,DETECTED,840.31174,1.28E+04,1.08E+05,0.813,0.894,1.08E+05,-0.144,2.89E+04,5.968,840.30927,840.31409,2,0.392,5.699,6.172,DETECTED,840.31134,1.03E+04,1.01E+05,0.781,0.877,1.01E+05,-0.08,1.90E+04,5.884,840.31122,840.31317,2,0.153,5.821,6.04,DETECTED,840.31189,3.79E+04,1.33E+05,2.492,1.746,1.33E+05,-0.131,,,,,,,,,UNKNOWN,,,,,,,
1333,5.918,5.743,6.025,924.27326,924.27142,924.27441,4.35E+04,5.97E+03,1.20E+04,4.35E+04,0,0.75,3,2,0.94,0.33,0.0003,0.003,,,,,,,,,,5.97E+03,5.915,924.271,924.27502,,0.159,5.743,5.978,DETECTED,924.27312,1.20E+04,3.68E+04,0.363,0.681,3.68E+04,,,,,,,,,,UNKNOWN,,,,,,,,3.92E+03,5.915,924.27142,924.27441,,0.109,5.868,6.025,DETECTED,924.27371,1.25E+04,4.10E+04,2.331,1.666,4.10E+04,,2.60E+03,5.923,924.27057,924.27625,,0.064,5.907,6.001,DETECTED,924.27295,1.30E+04,4.35E+04,5.023,3.011,4.35E+04,
1334,5.919,5.827,6.041,1092.72951,1092.72766,1092.73145,5.04E+04,5.04E+03,1.46E+04,5.04E+04,0,1,4,3,0.89,0.21,0.00023,0.033,,,,,,,,,,2.81E+03,5.947,1092.72852,1092.73315,,0.074,5.931,6.041,DETECTED,1092.72979,1.46E+04,3.63E+04,6.039,3.519,3.63E+04,,3.01E+03,5.921,1092.72766,1092.73145,,0.078,5.827,5.937,DETECTED,1092.72947,1.52E+04,3.38E+04,0.167,0.583,3.38E+04,,4.32E+03,5.852,1092.72729,1092.73181,,0.105,5.836,5.962,DETECTED,1092.72969,1.51E+04,5.04E+04,7.072,4.036,5.04E+04,,5.04E+03,5.954,1092.72705,1092.73169,,0.155,5.86,6.001,DETECTED,1092.72909,1.78E+04,5.01E+04,0.499,0.749,5.01E+04,
1335,5.925,5.422,6.203,558.33296,558.33234,558.33472,2.53E+05,6.71E+04,1.07E+04,2.53E+05,11,0.75,3,1,0.9,0.12,0.00007,0.033,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.71E+04,5.953,558.33234,558.33472,4,0.381,5.531,6.203,DETECTED,558.33292,1.09E+04,2.01E+05,0.829,0.839,2.01E+05,-0.191,6.59E+04,5.947,558.33179,558.33374,3,0.301,5.422,5.962,DETECTED,558.33307,1.07E+04,2.53E+05,0.037,0.517,2.53E+05,-0.086,3.42E+04,5.876,558.33258,558.33368,4,0.149,5.58,5.891,DETECTED,558.3329,1.50E+04,2.50E+05,0.066,0.527,2.50E+05,-0.178
1336,5.925,5.518,6.127,571.37002,571.3692,571.37115,1.34E+05,4.11E+04,5.74E+03,1.34E+05,0,0.75,3,0,0.94,0.1,0.00006,0.018,,,,,,,,,,3.81E+04,5.9,571.36908,571.37177,,0.3,5.518,6.056,DETECTED,571.3701,6.76E+03,1.31E+05,0.487,0.713,1.31E+05,,3.27E+04,5.953,571.3692,571.37115,,0.338,5.662,6.109,DETECTED,571.36993,1.58E+04,1.24E+05,0.571,0.769,1.24E+05,,,,,,,,,,UNKNOWN,,,,,,,,4.11E+04,5.923,571.3689,571.37146,,0.376,5.58,6.127,DETECTED,571.37001,5.74E+03,1.34E+05,0.687,0.736,1.34E+05,
1337,5.927,5.869,6.064,789.31001,789.30548,789.31476,3.55E+04,3.25E+03,1.28E+04,3.55E+04,0,0.5,2,0,0.75,0.93,0.00074,0.043,,,,,,,,,,3.23E+03,5.884,789.30463,789.31256,,0.107,5.869,5.994,DETECTED,789.30927,1.32E+04,3.55E+04,7.023,4.011,3.55E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.25E+03,5.97,789.30548,789.31476,,0.119,5.923,6.064,DETECTED,789.31074,1.28E+04,3.33E+04,1.988,1.494,3.33E+04,
1338,5.93,5.279,6.884,569.36503,569.36481,569.36591,3.88E+06,1.93E+06,2.31E+05,3.88E+06,0,0.5,2,1,0.93,0.09,0.00005,0.023,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.93E+06,5.953,569.36481,569.36591,,0.44,5.57,6.884,DETECTED,569.36508,2.52E+05,3.75E+06,1.801,1.626,3.75E+06,,,,,,,,,,UNKNOWN,,,,,,,,1.71E+06,5.907,569.36475,569.36578,,0.428,5.279,6.284,DETECTED,569.36497,2.31E+05,3.88E+06,1.258,0.824,3.88E+06,
1339,5.93,5.75,6.063,1091.72551,1091.72302,1091.73022,7.97E+04,1.23E+04,9.02E+03,7.97E+04,0,0.75,3,1,0.94,0.27,0.00029,0.01,,,,,,,,,,6.90E+03,5.915,1091.72314,1091.72693,,0.115,5.9,6.041,DETECTED,1091.72534,1.38E+04,6.18E+04,8.006,4.503,6.18E+04,,1.23E+04,5.937,1091.72302,1091.73022,,0.213,5.767,6.063,DETECTED,1091.72595,9.02E+03,6.84E+04,0.768,0.87,6.84E+04,,,,,,,,,,UNKNOWN,,,,,,,,9.70E+03,5.938,1091.72253,1091.72717,,0.157,5.75,5.954,DETECTED,1091.72524,2.64E+04,7.97E+04,0.085,0.543,7.97E+04,
1340,5.931,5.915,6.056,445.33153,445.33066,445.33237,4.55E+04,3.59E+03,1.21E+04,4.55E+04,1,0.25,1,2,1,0,0,0,,,,,,,,,,3.59E+03,5.931,445.33066,445.33237,1,0.125,5.915,6.056,DETECTED,445.33153,1.21E+04,4.55E+04,8.002,4.501,4.55E+04,-0.158,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1341,5.934,5.61,6.203,908.29907,908.29626,908.30267,7.21E+04,1.81E+04,6.88E+03,7.21E+04,0,1,4,0,0.91,0.09,0.00008,0.031,,,,,,,,,,1.39E+04,5.884,908.29755,908.30023,,0.19,5.758,6.041,DETECTED,908.29914,1.11E+04,6.85E+04,1.245,1.123,6.85E+04,,1.81E+04,5.953,908.29626,908.30267,,0.356,5.699,6.203,DETECTED,908.29907,9.53E+03,6.02E+04,0.994,0.993,6.02E+04,,5.34E+03,5.978,908.29736,908.3017,,0.735,5.931,6.056,DETECTED,908.29891,1.65E+04,7.16E+04,1.662,1.331,7.16E+04,,1.81E+04,5.923,908.29694,908.30182,,0.111,5.61,6.064,DETECTED,908.29916,6.88E+03,7.21E+04,0.477,0.73,7.21E+04,
1342,5.936,5.491,6.094,772.32422,772.32288,772.32672,2.03E+05,6.28E+04,1.10E+04,2.03E+05,9,0.75,3,0,0.89,0.14,0.00011,0.034,,,,,,,,,,6.28E+04,5.884,772.32361,772.3266,3,0.364,5.491,6.072,DETECTED,772.32438,1.17E+04,2.01E+05,0.615,0.717,2.01E+05,-0.164,4.61E+04,5.968,772.32288,772.32672,3,0.397,5.662,6.094,DETECTED,772.3242,1.32E+04,1.73E+05,0.426,0.708,1.73E+05,-0.101,,,,,,,,,UNKNOWN,,,,,,,,5.73E+04,5.954,772.32336,772.32593,3,0.193,5.535,6.064,DETECTED,772.32408,1.10E+04,2.03E+05,0.268,0.64,2.03E+05,-0.113
1343,5.938,5.531,6.532,570.3677,570.36743,570.36908,8.25E+05,3.59E+05,4.73E+04,8.25E+05,0,0.5,2,1,0.92,0.05,0.00003,0.031,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.59E+05,5.968,570.36743,570.36908,,0.456,5.531,6.532,DETECTED,570.36772,4.73E+04,7.62E+05,1.748,1.194,7.62E+05,,,,,,,,,,UNKNOWN,,,,,,,,3.03E+05,5.907,570.36731,570.36859,,0.44,5.567,6.221,DETECTED,570.36767,5.07E+04,8.25E+05,1.029,0.969,8.25E+05,
