id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:POS_NIST_2.mzML:area,datafile:POS_NIST_2.mzML:rt,datafile:POS_NIST_2.mzML:mz_range:min,datafile:POS_NIST_2.mzML:mz_range:max,datafile:POS_NIST_2.mzML:fragment_scans,datafile:POS_NIST_2.mzML:fwhm,datafile:POS_NIST_2.mzML:rt_range:min,datafile:POS_NIST_2.mzML:rt_range:max,datafile:POS_NIST_2.mzML:feature_state,datafile:POS_NIST_2.mzML:mz,datafile:POS_NIST_2.mzML:intensity_range:min,datafile:POS_NIST_2.mzML:intensity_range:max,datafile:POS_NIST_2.mzML:asymmetry_factor,datafile:POS_NIST_2.mzML:tailing_factor,datafile:POS_NIST_2.mzML:height,datafile:POS_NIST_2.mzML:rt_ms2_apex_distance,datafile:POS_NIST_3.mzML:area,datafile:POS_NIST_3.mzML:rt,datafile:POS_NIST_3.mzML:mz_range:min,datafile:POS_NIST_3.mzML:mz_range:max,datafile:POS_NIST_3.mzML:fragment_scans,datafile:POS_NIST_3.mzML:fwhm,datafile:POS_NIST_3.mzML:rt_range:min,datafile:POS_NIST_3.mzML:rt_range:max,datafile:POS_NIST_3.mzML:feature_state,datafile:POS_NIST_3.mzML:mz,datafile:POS_NIST_3.mzML:intensity_range:min,datafile:POS_NIST_3.mzML:intensity_range:max,datafile:POS_NIST_3.mzML:asymmetry_factor,datafile:POS_NIST_3.mzML:tailing_factor,datafile:POS_NIST_3.mzML:height,datafile:POS_NIST_3.mzML:rt_ms2_apex_distance,datafile:POS_NIST_1.mzML:area,datafile:POS_NIST_1.mzML:rt,datafile:POS_NIST_1.mzML:mz_range:min,datafile:POS_NIST_1.mzML:mz_range:max,datafile:POS_NIST_1.mzML:fragment_scans,datafile:POS_NIST_1.mzML:fwhm,datafile:POS_NIST_1.mzML:rt_range:min,datafile:POS_NIST_1.mzML:rt_range:max,datafile:POS_NIST_1.mzML:feature_state,datafile:POS_NIST_1.mzML:mz,datafile:POS_NIST_1.mzML:intensity_range:min,datafile:POS_NIST_1.mzML:intensity_range:max,datafile:POS_NIST_1.mzML:asymmetry_factor,datafile:POS_NIST_1.mzML:tailing_factor,datafile:POS_NIST_1.mzML:height,datafile:POS_NIST_1.mzML:rt_ms2_apex_distance,datafile:POS_NIST_0.mzML:area,datafile:POS_NIST_0.mzML:rt,datafile:POS_NIST_0.mzML:mz_range:min,datafile:POS_NIST_0.mzML:mz_range:max,datafile:POS_NIST_0.mzML:fragment_scans,datafile:POS_NIST_0.mzML:fwhm,datafile:POS_NIST_0.mzML:rt_range:min,datafile:POS_NIST_0.mzML:rt_range:max,datafile:POS_NIST_0.mzML:feature_state,datafile:POS_NIST_0.mzML:mz,datafile:POS_NIST_0.mzML:intensity_range:min,datafile:POS_NIST_0.mzML:intensity_range:max,datafile:POS_NIST_0.mzML:asymmetry_factor,datafile:POS_NIST_0.mzML:tailing_factor,datafile:POS_NIST_0.mzML:height,datafile:POS_NIST_0.mzML:rt_ms2_apex_distance
1762,2.476,2.303,2.53,376.34212,376.34195,376.34238,3.07E+05,3.21E+04,5.29E+04,3.07E+05,4,0.5,2,2,0.96,0.13,0.00005,0.007,,,,,,,,,,1.01E+04,2.483,376.34195,376.34238,2,0.155,2.469,2.53,DETECTED,376.34217,9.34E+04,1.95E+05,3.351,2.176,1.95E+05,-0.151,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.21E+04,2.47,376.34167,376.34232,2,0.089,2.303,2.501,DETECTED,376.34207,5.29E+04,3.07E+05,0.187,0.593,3.07E+05,-0.086
1763,2.478,2.387,2.494,285.26221,285.26205,285.26242,2.34E+05,1.67E+04,3.60E+04,2.34E+05,0,0.25,1,7,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.67E+04,2.478,285.26205,285.26242,,0.034,2.387,2.494,DETECTED,285.26221,3.60E+04,2.34E+05,0.171,0.585,2.34E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1764,2.478,2.403,2.601,332.29552,332.29526,332.29578,1.67E+05,2.14E+04,4.33E+04,1.67E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.14E+04,2.478,332.29526,332.29578,,0.165,2.403,2.601,DETECTED,332.29552,4.33E+04,1.67E+05,1.627,1.313,1.67E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1765,2.479,2.364,2.561,331.3036,331.30334,331.30411,5.24E+05,4.18E+04,4.83E+04,5.24E+05,0,0.75,3,0,0.96,0.05,0.00002,0.013,,,,,,,,,,4.18E+04,2.498,331.30334,331.30411,,0.105,2.392,2.561,DETECTED,331.3036,9.46E+04,3.88E+05,0.588,0.794,3.88E+05,,,,,,,,,,UNKNOWN,,,,,,,,3.71E+04,2.468,331.30295,331.3038,,0.047,2.376,2.544,DETECTED,331.30358,8.95E+04,5.24E+05,0.524,0.915,5.24E+05,,2.35E+04,2.47,331.30331,331.3038,,0.042,2.364,2.485,DETECTED,331.30362,4.83E+04,4.01E+05,0.147,0.573,4.01E+05,
1766,2.482,2.421,2.53,373.23714,373.23691,373.23746,2.24E+05,1.62E+04,3.85E+04,2.24E+05,0,1,4,0,0.97,0.19,0.00007,0.002,,,,,,,,,,1.62E+04,2.483,373.23688,373.23749,,0.154,2.423,2.53,DETECTED,373.23718,4.27E+04,2.24E+05,0.787,0.893,2.24E+05,,1.18E+04,2.478,373.23691,373.23746,,0.111,2.432,2.525,DETECTED,373.23718,3.85E+04,1.64E+05,1.015,1.007,1.64E+05,,1.25E+04,2.483,373.23666,373.2373,,1.539,2.421,2.513,DETECTED,373.237,5.65E+04,1.98E+05,0.494,0.747,1.98E+05,,9.00E+03,2.485,373.23663,373.23758,,0.042,2.423,2.501,DETECTED,373.23722,5.31E+04,1.80E+05,0.253,0.626,1.80E+05,
1767,2.482,2.376,2.575,346.29514,346.29471,346.29584,3.78E+05,3.96E+04,9.25E+04,3.78E+05,13,1,4,0,0.95,0.08,0.00003,0.014,,,,,,,,,,3.01E+04,2.483,346.29483,346.29535,3,0.042,2.423,2.561,DETECTED,346.29511,1.17E+05,3.53E+05,1.307,1.154,3.53E+05,-0.172,2.38E+04,2.509,346.29449,346.29541,3,0.03,2.403,2.541,DETECTED,346.29517,9.25E+04,2.98E+05,0.292,0.646,2.98E+05,-0.147,3.96E+04,2.468,346.29459,346.29568,4,0.09,2.376,2.575,DETECTED,346.29511,1.08E+05,3.78E+05,1.17,1.085,3.78E+05,-0.187,3.65E+04,2.47,346.29471,346.29584,3,0.035,2.378,2.532,DETECTED,346.29517,1.24E+05,3.61E+05,0.676,0.838,3.61E+05,-0.192
1768,2.483,2.468,2.497,235.13295,235.13283,235.13316,1.61E+05,3.61E+03,7.60E+04,1.61E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.61E+03,2.483,235.13283,235.13316,,0.029,2.468,2.497,DETECTED,235.13295,7.60E+04,1.61E+05,1.002,1.001,1.61E+05,,,,,,,,,,UNKNOWN,,,,,,,
1769,2.483,2.454,2.514,435.27831,435.27783,435.27869,2.18E+05,8.46E+03,9.75E+04,2.18E+05,0,0.25,1,4,1,0,0,0,,,,,,,,,,8.46E+03,2.483,435.27783,435.27869,,0.033,2.454,2.514,DETECTED,435.27831,9.75E+04,2.18E+05,1.083,1.041,2.18E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1770,2.486,2.432,2.545,300.99202,300.99152,300.9921,5.22E+05,3.27E+04,4.61E+04,5.22E+05,0,0.75,3,0,0.98,0.03,0.00001,0.007,,,,,,,,,,3.27E+04,2.483,300.99152,300.9921,,0.467,2.438,2.545,DETECTED,300.99201,8.72E+04,4.65E+05,1.415,1.208,4.65E+05,,2.86E+04,2.478,300.99167,300.99277,,0.064,2.432,2.541,DETECTED,300.99204,4.61E+04,4.68E+05,1.354,1.177,4.68E+05,,3.14E+04,2.497,300.99152,300.99231,,0.063,2.437,2.544,DETECTED,300.99202,1.06E+05,5.22E+05,0.772,0.886,5.22E+05,,,,,,,,,,UNKNOWN,,,,,,,
1771,2.488,2.437,2.57,332.23032,332.22998,332.23093,3.24E+05,2.09E+04,5.38E+04,3.24E+05,0,0.5,2,0,0.97,0.02,0.00001,0.01,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.09E+04,2.478,332.22983,332.23117,,0.055,2.447,2.57,DETECTED,332.23033,5.89E+04,2.59E+05,2.942,1.971,2.59E+05,,1.92E+04,2.497,332.22998,332.23093,,0.054,2.437,2.544,DETECTED,332.23031,5.38E+04,3.24E+05,0.965,0.886,3.24E+05,,,,,,,,,,UNKNOWN,,,,,,,
1772,2.491,2.437,2.577,492.27208,492.27151,492.27252,1.81E+05,1.64E+04,7.05E+04,1.81E+05,0,0.5,2,2,0.93,0.08,0.00004,0.023,,,,,,,,,,1.64E+04,2.514,492.27151,492.27252,,0.054,2.454,2.577,DETECTED,492.27212,9.16E+04,1.81E+05,1.05,1.025,1.81E+05,,,,,,,,,,UNKNOWN,,,,,,,,9.82E+03,2.468,492.27112,492.27283,,0.097,2.437,2.513,DETECTED,492.27204,7.05E+04,1.77E+05,1.452,1.226,1.77E+05,,,,,,,,,,UNKNOWN,,,,,,,
1773,2.491,2.361,2.622,518.32464,518.32397,518.32568,1.25E+06,2.16E+05,3.89E+05,1.25E+06,11,0.75,3,0,0.95,0.1,0.00005,0.014,LPC 18:3-SN1 (0.940),LPC 18:3-SN1,[M+H]+,C26H48NO7P,CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OCC(O)COP([O-])(=O)OCC[N+](C)(C)C,518.32412,0.94,4,225.89,1.98E+05,2.483,518.32397,518.32568,4,0.166,2.361,2.592,DETECTED,518.32468,3.89E+05,1.23E+06,0.897,0.949,1.23E+06,-0.185,1.89E+05,2.478,518.3241,518.32611,4,0.206,2.372,2.601,DETECTED,518.32457,4.49E+05,1.10E+06,1.152,1.076,1.10E+06,-0.17,2.16E+05,2.513,518.32422,518.32648,3,0.189,2.376,2.622,DETECTED,518.32468,3.97E+05,1.25E+06,0.794,0.897,1.25E+06,-0.184,,,,,,,,,UNKNOWN,,,,,,,
1774,2.494,2.361,2.641,519.32803,519.32745,519.3291,4.04E+05,6.72E+04,1.17E+05,4.04E+05,0,0.75,3,0,0.94,0.11,0.00006,0.016,,,,,,,,,,5.90E+04,2.498,519.32745,519.3291,,0.219,2.361,2.623,DETECTED,519.32812,1.21E+05,3.16E+05,0.906,0.953,3.16E+05,,,,,,,,,,UNKNOWN,,,,,,,,6.06E+04,2.513,519.32733,519.32916,,0.204,2.376,2.622,DETECTED,519.32795,1.17E+05,4.04E+05,0.794,0.897,4.04E+05,,6.72E+04,2.47,519.32727,519.32874,,0.201,2.392,2.641,DETECTED,519.32803,1.49E+05,3.89E+05,2.212,1.606,3.89E+05,
1775,2.497,2.468,2.513,388.26908,388.26877,388.26929,1.23E+05,4.16E+03,6.01E+04,1.23E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.16E+03,2.497,388.26877,388.26929,,0.043,2.468,2.513,DETECTED,388.26908,6.01E+04,1.23E+05,0.528,0.764,1.23E+05,,,,,,,,,,UNKNOWN,,,,,,,
1776,2.498,2.303,2.746,331.22669,331.2265,331.22733,1.39E+06,1.37E+05,2.85E+04,1.39E+06,0,1,4,0,0.96,0.13,0.00004,0.008,,,,,,,,,,1.37E+05,2.483,331.22632,331.2276,,0.074,2.303,2.746,DETECTED,331.22675,2.85E+04,1.32E+06,0.914,1.156,1.32E+06,,1.06E+05,2.509,331.22632,331.22708,,0.09,2.356,2.648,DETECTED,331.22667,3.93E+04,1.08E+06,1.173,0.981,1.08E+06,,1.22E+05,2.497,331.22592,331.22757,,0.072,2.317,2.683,DETECTED,331.22663,4.27E+04,1.17E+06,19.874,0.634,1.17E+06,,1.28E+05,2.501,331.2265,331.22733,,0.06,2.333,2.672,DETECTED,331.22673,5.17E+04,1.39E+06,0.909,1.028,1.39E+06,
1777,2.501,2.485,2.548,258.24235,258.24194,258.24268,2.91E+05,1.29E+04,1.07E+05,2.91E+05,0,0.25,1,5,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.29E+04,2.501,258.24194,258.24268,,0.069,2.485,2.548,DETECTED,258.24235,1.07E+05,2.91E+05,2.989,1.995,2.91E+05,
1778,2.501,2.485,2.548,348.31067,348.31052,348.31079,1.36E+06,5.47E+04,2.98E+05,1.36E+06,3,0.25,1,5,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.47E+04,2.501,348.31052,348.31079,3,0.069,2.485,2.548,DETECTED,348.31067,2.98E+05,1.36E+06,2.989,1.995,1.36E+06,-0.119
1779,2.501,2.485,2.516,387.32616,387.3255,387.32666,2.05E+05,4.73E+03,8.20E+04,2.05E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.73E+03,2.501,387.3255,387.32666,,0.031,2.485,2.516,DETECTED,387.32616,8.20E+04,2.05E+05,0.994,0.997,2.05E+05,
1780,2.501,2.455,2.516,502.29203,502.29126,502.29272,1.95E+05,8.67E+03,7.50E+04,1.95E+05,2,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.67E+03,2.501,502.29126,502.29272,2,0.032,2.455,2.516,DETECTED,502.29203,7.50E+04,1.95E+05,0.338,0.669,1.95E+05,-0.023
1781,2.502,2.423,2.561,402.28508,402.28497,402.28586,2.69E+05,1.93E+04,4.40E+04,2.69E+05,0,0.75,3,0,0.88,0.39,0.00016,0.023,,,,,,,,,,1.93E+04,2.53,402.28497,402.28586,,0.137,2.423,2.561,DETECTED,402.28529,4.40E+04,2.69E+05,0.291,0.646,2.69E+05,,9.30E+03,2.509,402.28491,402.28543,,0.033,2.447,2.541,DETECTED,402.28511,5.32E+04,1.76E+05,0.499,0.75,1.76E+05,,7.49E+03,2.468,402.28424,402.28519,,0.039,2.437,2.513,DETECTED,402.28485,4.90E+04,1.66E+05,1.452,1.226,1.66E+05,,,,,,,,,,UNKNOWN,,,,,,,
1782,2.504,2.437,2.541,429.37973,429.37881,429.38123,1.70E+05,9.43E+03,3.94E+04,1.70E+05,0,0.5,2,0,0.94,0.03,0.00001,0.021,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.75E+03,2.525,429.37881,429.38065,,0.033,2.494,2.541,DETECTED,429.37971,5.36E+04,1.16E+05,0.501,0.751,1.16E+05,,9.43E+03,2.483,429.37881,429.38123,,0.048,2.437,2.528,DETECTED,429.37974,3.94E+04,1.70E+05,1.003,1.001,1.70E+05,,,,,,,,,,UNKNOWN,,,,,,,
1783,2.505,2.364,2.586,258.24261,258.24197,258.24295,3.96E+05,3.63E+04,7.67E+04,3.96E+05,0,1,4,2,0.94,0.12,0.00003,0.018,,,,,,,,,,3.54E+04,2.53,258.24222,258.24289,,0.073,2.423,2.577,DETECTED,258.24258,7.95E+04,3.65E+05,0.438,0.719,3.65E+05,,3.29E+04,2.509,258.24197,258.24295,,0.074,2.403,2.586,DETECTED,258.24257,7.67E+04,3.07E+05,0.715,0.858,3.07E+05,,3.63E+04,2.513,258.24228,258.24292,,0.151,2.364,2.528,DETECTED,258.24264,1.02E+05,3.96E+05,0.104,0.552,3.96E+05,,2.52E+04,2.47,258.2424,258.24295,,0.063,2.364,2.485,DETECTED,258.24263,1.07E+05,3.24E+05,0.147,0.573,3.24E+05,
1784,2.513,2.439,2.623,260.25855,260.25827,260.25894,3.33E+05,3.62E+04,6.20E+04,3.33E+05,0,0.75,3,2,0.91,0.09,0.00002,0.029,,,,,,,,,,3.62E+04,2.545,260.25827,260.25894,,0.09,2.454,2.623,DETECTED,260.25859,8.89E+04,3.33E+05,0.849,0.925,3.33E+05,,1.27E+04,2.525,260.25827,260.25891,,0.095,2.494,2.556,DETECTED,260.25853,6.20E+04,2.88E+05,1.002,1.001,2.88E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.60E+04,2.47,260.25809,260.25882,,0.06,2.439,2.532,DETECTED,260.25854,8.64E+04,3.14E+05,2.053,1.527,3.14E+05,
1785,2.514,2.498,2.561,349.31439,349.31396,349.31479,2.59E+05,1.18E+04,1.26E+05,2.59E+05,0,0.25,1,2,1,0,0,0,,,,,,,,,,1.18E+04,2.514,349.31396,349.31479,,0.05,2.498,2.561,DETECTED,349.31439,1.26E+05,2.59E+05,3.033,2.016,2.59E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1786,2.514,2.438,2.577,495.32713,495.32593,495.32858,2.78E+05,2.19E+04,5.98E+04,2.78E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.19E+04,2.514,495.32593,495.32858,,0.111,2.438,2.577,DETECTED,495.32713,5.98E+04,2.78E+05,0.833,0.917,2.78E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1787,2.517,2.088,2.669,244.26356,244.26349,244.26363,4.37E+07,7.65E+06,1.65E+05,4.37E+07,6,1,4,2,0.94,0.09,0.00002,0.018,,,,,,,,,,7.65E+06,2.53,244.26349,244.26375,2,0.085,2.088,2.577,DETECTED,244.26357,1.65E+05,4.37E+07,0.119,0.564,4.37E+07,-0.177,3.66E+06,2.541,244.26349,244.26363,2,0.105,2.387,2.556,DETECTED,244.26352,6.12E+06,3.48E+07,0.102,0.551,3.48E+07,-0.095,7.50E+06,2.497,244.26344,244.26375,1,0.26,2.301,2.669,DETECTED,244.26355,4.92E+06,3.41E+07,0.872,0.936,3.41E+07,-0.125,7.27E+06,2.501,244.26352,244.26378,1,0.18,2.089,2.563,DETECTED,244.26359,3.22E+05,4.27E+07,0.206,0.587,4.27E+07,-0.124
1788,2.517,2.058,2.669,245.26684,245.26668,245.26694,6.50E+06,1.15E+06,1.47E+04,6.50E+06,0,1,4,1,0.94,0.11,0.00003,0.018,,,,,,,,,,1.15E+06,2.53,245.26675,245.26732,,0.085,2.088,2.577,DETECTED,245.26687,2.28E+04,6.50E+06,0.15,0.563,6.50E+06,,5.55E+05,2.541,245.26668,245.26694,,0.095,2.387,2.556,DETECTED,245.26682,9.42E+05,5.44E+06,0.102,0.551,5.44E+06,,1.12E+06,2.497,245.26669,245.26692,,0.256,2.301,2.669,DETECTED,245.26682,7.21E+05,5.11E+06,0.872,0.936,5.11E+06,,1.08E+06,2.501,245.26677,245.26736,,0.121,2.058,2.563,DETECTED,245.26687,1.47E+04,6.45E+06,0.191,0.585,6.45E+06,
1789,2.525,2.166,2.617,246.27028,246.26993,246.27066,5.25E+05,7.92E+04,1.71E+04,5.25E+05,0,1,4,2,0.95,0.14,0.00003,0.011,,,,,,,,,,7.92E+04,2.514,246.27,246.27072,,0.139,2.166,2.577,DETECTED,246.27035,1.71E+04,5.25E+05,0.214,0.599,5.25E+05,,5.09E+04,2.541,246.26991,246.27049,,0.184,2.387,2.617,DETECTED,246.27023,4.64E+04,3.54E+05,0.5,0.75,3.54E+05,,5.99E+04,2.513,246.27011,246.27052,,0.217,2.301,2.56,DETECTED,246.27028,3.85E+04,4.15E+05,0.221,0.61,4.15E+05,,6.91E+04,2.532,246.26993,246.27066,,0.157,2.257,2.563,DETECTED,246.27028,4.97E+04,4.96E+05,0.108,0.557,4.96E+05,
1790,2.528,2.513,2.56,599.55242,599.55188,599.5528,1.93E+05,5.56E+03,7.10E+04,1.93E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.56E+03,2.528,599.55188,599.5528,,0.03,2.513,2.56,DETECTED,599.55242,7.10E+04,1.93E+05,2.008,1.504,1.93E+05,,,,,,,,,,UNKNOWN,,,,,,,
1791,2.529,2.452,2.577,285.26236,285.26205,285.26254,7.95E+05,4.68E+04,1.11E+05,7.95E+05,0,1,4,6,0.94,0.16,0.00005,0.014,,,,,,,,,,4.68E+04,2.53,285.26199,285.2626,,0.042,2.469,2.577,DETECTED,285.26243,1.11E+05,7.95E+05,0.767,0.883,7.95E+05,,2.34E+04,2.541,285.26205,285.26251,,0.058,2.494,2.556,DETECTED,285.26229,1.25E+05,5.48E+05,0.334,0.667,5.48E+05,,3.77E+04,2.544,285.26205,285.26245,,0.074,2.452,2.56,DETECTED,285.26233,1.38E+05,6.36E+05,0.171,0.585,6.36E+05,,3.53E+04,2.501,285.26205,285.26254,,0.073,2.485,2.563,DETECTED,285.26238,1.38E+05,5.82E+05,3.992,2.496,5.82E+05,
1792,2.53,2.407,2.561,200.23752,200.23715,200.23776,1.64E+05,1.16E+04,4.47E+04,1.64E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.16E+04,2.53,200.23715,200.23776,,0.032,2.407,2.561,DETECTED,200.23752,4.47E+04,1.64E+05,0.254,0.627,1.64E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1793,2.531,2.212,2.702,303.27201,303.27164,303.27237,8.58E+05,1.12E+05,3.71E+04,8.58E+05,0,0.5,2,3,0.92,0.03,0.00001,0.03,,,,,,,,,,5.06E+04,2.561,303.27164,303.27237,,0.029,2.454,2.577,DETECTED,303.27202,8.18E+04,8.58E+05,0.153,0.573,8.58E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.12E+05,2.501,303.27164,303.27264,,0.267,2.212,2.702,DETECTED,303.272,3.71E+04,5.03E+05,0.672,0.908,5.03E+05,
1794,2.532,2.423,2.641,288.31599,288.31573,288.31628,5.35E+05,7.85E+04,1.15E+05,5.35E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.85E+04,2.532,288.31573,288.31628,,0.237,2.423,2.641,DETECTED,288.31599,1.15E+05,5.35E+05,1.003,1.002,5.35E+05,
1795,2.534,2.348,2.785,300.25344,300.2533,300.25372,5.27E+05,5.89E+04,1.02E+05,5.27E+05,0,0.75,3,4,0.87,0.16,0.00005,0.043,,,,,,,,,,3.62E+04,2.561,300.2533,300.25372,,0.074,2.469,2.577,DETECTED,300.25351,1.18E+05,5.27E+05,0.17,0.585,5.27E+05,,5.89E+04,2.57,300.25323,300.25372,,0.084,2.556,2.785,DETECTED,300.25342,1.02E+05,5.02E+05,15.436,8.218,5.02E+05,,,,,,,,,,UNKNOWN,,,,,,,,2.90E+04,2.47,300.2532,300.25348,,0.034,2.348,2.485,DETECTED,300.25338,1.18E+05,3.03E+05,0.128,0.564,3.03E+05,
1796,2.534,2.151,2.672,370.3317,370.33124,370.33212,5.29E+05,1.34E+05,1.81E+05,5.29E+05,0,0.75,3,0,0.84,0.3,0.00011,0.048,,,,,,,,,,1.34E+05,2.561,370.33124,370.33212,,0.243,2.151,2.577,DETECTED,370.33166,1.81E+05,5.29E+05,0.038,0.519,5.29E+05,,6.23E+04,2.463,370.33127,370.33173,,0.102,2.387,2.556,DETECTED,370.33158,2.37E+05,4.95E+05,1.235,1.117,4.95E+05,,,,,,,,,,UNKNOWN,,,,,,,,3.70E+04,2.579,370.33163,370.33215,,0.24,2.563,2.672,DETECTED,370.33187,1.81E+05,4.68E+05,5.956,3.478,4.68E+05,
1797,2.537,2.194,2.672,286.27447,286.2742,286.27466,4.81E+07,7.40E+06,9.81E+05,4.81E+07,16,1,4,2,0.93,0.15,0.00004,0.018,,,,,,,,,,3.24E+06,2.561,286.27432,286.27466,4,0.077,2.469,2.577,DETECTED,286.27455,1.03E+07,4.81E+07,0.17,0.585,4.81E+07,-0.196,2.57E+06,2.541,286.2742,286.27466,4,0.081,2.387,2.556,DETECTED,286.27445,3.63E+06,3.60E+07,0.102,0.551,3.60E+07,-0.196,6.76E+06,2.544,286.27402,286.27457,4,0.184,2.194,2.669,DETECTED,286.27442,1.10E+06,3.29E+07,0.404,0.689,3.29E+07,-0.133,7.40E+06,2.501,286.27408,286.27472,4,0.816,2.197,2.672,DETECTED,286.27445,9.81E+05,3.52E+07,0.626,0.793,3.52E+07,-0.148
1798,2.538,2.194,2.577,284.25866,284.25845,284.25882,4.70E+06,3.73E+05,1.10E+05,4.70E+06,0,0.75,3,4,0.96,0.16,0.00004,0.006,,,,,,,,,,3.07E+05,2.53,284.25845,284.25882,,0.045,2.469,2.577,DETECTED,284.25872,8.75E+05,4.70E+06,0.767,0.883,4.70E+06,,2.22E+05,2.541,284.25848,284.25876,,0.054,2.387,2.556,DETECTED,284.25864,1.77E+05,3.25E+06,0.102,0.551,3.25E+06,,3.73E+05,2.544,284.25833,284.25876,,0.186,2.194,2.56,DETECTED,284.25861,1.10E+05,3.26E+06,0.051,0.524,3.26E+06,,,,,,,,,,UNKNOWN,,,,,,,
1799,2.543,2.469,2.617,288.31132,288.31134,288.31155,9.63E+05,8.11E+04,2.16E+05,9.63E+05,0,0.5,2,1,0.94,0.33,0.0001,0.002,,,,,,,,,,6.97E+04,2.545,288.31134,288.31155,,0.076,2.469,2.577,DETECTED,288.31142,2.16E+05,9.63E+05,0.408,0.704,9.63E+05,,8.11E+04,2.541,288.311,288.31131,,0.102,2.494,2.617,DETECTED,288.31123,3.69E+05,8.46E+05,1.642,1.321,8.46E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
1800,2.544,2.194,2.669,287.27798,287.27759,287.27835,8.55E+06,1.19E+06,1.60E+05,8.55E+06,0,1,4,2,0.94,0.23,0.00007,0.008,,,,,,,,,,5.96E+05,2.561,287.27768,287.27823,,0.078,2.469,2.577,DETECTED,287.27806,1.63E+06,8.55E+06,0.17,0.585,8.55E+06,,4.61E+05,2.541,287.27759,287.2782,,0.099,2.387,2.556,DETECTED,287.27794,7.58E+05,6.27E+06,0.102,0.551,6.27E+06,,1.19E+06,2.544,287.27725,287.27817,,0.08,2.194,2.669,DETECTED,287.2779,1.60E+05,6.36E+06,0.406,0.694,6.36E+06,,5.42E+05,2.532,287.27759,287.27835,,0.091,2.439,2.563,DETECTED,287.27804,1.84E+06,6.68E+06,0.338,0.669,6.68E+06,
