id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance
7192,13.378,13.268,13.638,282.08309,282.08286,282.08334,2.66E+05,5.04E+04,5.04E+04,2.66E+05,0,1,4,0,0.86,0.24,0.00007,0.042,,,,,,,,,,3.56E+04,13.321,282.08255,282.0834,,0.201,13.272,13.51,DETECTED,282.08312,5.36E+04,2.15E+05,3.944,2.472,2.15E+05,,1.16E+04,13.352,282.08304,282.08334,,0.076,13.32,13.416,DETECTED,282.08319,6.69E+04,1.51E+05,2.002,1.501,1.51E+05,,5.04E+04,13.447,282.08286,282.08334,,0.234,13.273,13.638,DETECTED,282.08301,5.85E+04,2.66E+05,1.093,1.046,2.66E+05,,3.25E+04,13.394,282.08267,282.0834,,0.159,13.268,13.521,DETECTED,282.08303,5.04E+04,2.07E+05,1.009,1.004,2.07E+05,
7193,13.378,13.238,13.573,712.35263,712.3515,712.35577,3.41E+05,5.98E+04,2.62E+04,3.41E+05,0,1,4,0,0.9,0.4,0.00029,0.016,,,,,,,,,,5.98E+04,13.384,712.35034,712.3551,,0.139,13.241,13.573,DETECTED,712.35237,3.58E+04,3.41E+05,1.454,1.167,3.41E+05,,5.76E+04,13.4,712.35168,712.35693,,0.14,13.242,13.559,DETECTED,712.35298,2.62E+04,3.35E+05,1.061,1.003,3.35E+05,,5.77E+04,13.384,712.3515,712.35577,,0.178,13.273,13.559,DETECTED,712.35285,4.92E+04,3.27E+05,1.584,1.292,3.27E+05,,5.51E+04,13.347,712.35095,712.35461,,0.139,13.238,13.521,DETECTED,712.35231,4.78E+04,3.35E+05,1.602,1.301,3.35E+05,
7194,13.378,13.257,13.575,724.38901,724.38708,724.39093,2.13E+05,2.99E+04,3.69E+04,2.13E+05,0,1,4,0,0.89,0.34,0.00024,0.024,,,,,,,,,,2.36E+04,13.384,724.38739,724.39124,,0.144,13.257,13.463,DETECTED,724.38926,5.08E+04,2.13E+05,0.623,0.812,2.13E+05,,2.99E+04,13.416,724.38751,724.39185,,0.195,13.273,13.543,DETECTED,724.38925,4.57E+04,1.82E+05,0.889,0.945,1.82E+05,,2.89E+04,13.384,724.38708,724.39093,,0.217,13.273,13.575,DETECTED,724.38863,3.69E+04,1.43E+05,1.728,1.364,1.43E+05,,2.64E+04,13.331,724.38757,724.39038,,1.112,13.268,13.553,DETECTED,724.3889,4.20E+04,1.78E+05,3.517,2.258,1.78E+05,
7195,13.379,13.253,13.591,657.33703,657.33545,657.33746,8.45E+05,1.65E+05,1.69E+05,8.45E+05,0,1,4,0,0.95,0.13,0.00009,0.01,,,,,,,,,,1.59E+05,13.399,657.33655,657.33746,,0.223,13.257,13.541,DETECTED,657.3371,1.71E+05,8.45E+05,0.995,0.997,8.45E+05,,1.49E+05,13.368,657.33649,657.33777,,0.191,13.289,13.591,DETECTED,657.33714,2.24E+05,7.89E+05,2.804,1.902,7.89E+05,,1.65E+05,13.368,657.33545,657.33746,,0.196,13.273,13.575,DETECTED,657.33686,1.69E+05,8.28E+05,2.166,1.583,8.28E+05,,1.60E+05,13.378,657.33655,657.33765,,0.228,13.253,13.569,DETECTED,657.33703,2.04E+05,7.58E+05,1.523,1.261,7.58E+05,
7196,13.379,13.268,13.591,737.36372,737.36292,737.36639,2.16E+05,3.98E+04,2.44E+04,2.16E+05,0,1,4,0,0.92,0.33,0.00024,0.01,,,,,,,,,,2.11E+04,13.399,737.36218,737.36639,,0.089,13.289,13.463,DETECTED,737.36354,5.48E+04,1.73E+05,0.57,0.785,1.73E+05,,3.98E+04,13.368,737.36243,737.36633,,0.169,13.289,13.591,DETECTED,737.36351,3.36E+04,2.16E+05,2.804,1.902,2.16E+05,,3.11E+04,13.368,737.36292,737.36639,,0.165,13.321,13.59,DETECTED,737.36363,2.44E+04,2.01E+05,4.661,2.831,2.01E+05,,2.60E+04,13.378,737.36353,737.3681,,0.096,13.268,13.505,DETECTED,737.3642,3.58E+04,1.73E+05,1.148,1.074,1.73E+05,
7197,13.378,13.241,13.607,1655.09529,1655.08252,1655.10242,2.49E+05,4.37E+04,2.52E+04,2.49E+05,0,1,4,0,0.92,0.26,0.00043,0.016,,,,,,,,,,3.65E+04,13.384,1655.08984,1655.10486,,0.121,13.241,13.573,DETECTED,1655.09594,3.14E+04,2.49E+05,1.318,1.167,2.49E+05,,4.37E+04,13.384,1655.08911,1655.1051,,0.21,13.257,13.607,DETECTED,1655.09524,2.71E+04,2.32E+05,1.752,1.376,2.32E+05,,3.20E+04,13.4,1655.08252,1655.10242,,0.224,13.273,13.606,DETECTED,1655.09548,2.52E+04,1.67E+05,1.568,1.318,1.67E+05,,3.40E+04,13.347,1655.08667,1655.09753,,0.221,13.253,13.585,DETECTED,1655.09449,2.67E+04,2.02E+05,2.443,1.771,2.02E+05,
7198,13.379,13.222,13.638,836.47726,836.47479,836.47998,2.98E+05,5.36E+04,3.73E+04,2.98E+05,0,1,4,0,0.86,0.29,0.00024,0.037,,,,,,,,,,5.27E+04,13.336,836.47461,836.48041,,0.206,13.226,13.637,DETECTED,836.47751,3.73E+04,2.63E+05,3.588,1.856,2.63E+05,,3.10E+04,13.4,836.47601,836.48083,,0.132,13.257,13.448,DETECTED,836.47737,5.33E+04,2.98E+05,0.36,0.667,2.98E+05,,5.36E+04,13.431,836.47479,836.47998,,0.139,13.258,13.638,DETECTED,836.47739,4.00E+04,2.80E+05,1.211,1.094,2.80E+05,,2.46E+04,13.347,836.47546,836.47882,,0.293,13.222,13.394,DETECTED,836.47677,3.98E+04,2.63E+05,0.397,0.689,2.63E+05,
7199,13.381,13.352,13.585,493.25735,493.25653,493.25818,1.05E+05,1.15E+04,2.06E+04,1.05E+05,0,0.5,2,3,0.98,0.08,0.00004,0.003,,,,,,,,,,8.97E+03,13.384,493.25653,493.25818,,0.035,13.352,13.494,DETECTED,493.25739,2.52E+04,1.05E+05,3.539,2.269,1.05E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.15E+04,13.378,493.2558,493.25827,,0.13,13.362,13.585,DETECTED,493.25731,2.06E+04,8.79E+04,13.006,7.003,8.79E+04,
7200,13.381,13.242,13.527,871.5694,871.56763,871.57129,1.37E+05,2.64E+04,3.86E+04,1.37E+05,0,0.5,2,1,0.82,0.73,0.00064,0.029,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.64E+04,13.352,871.56592,871.57361,,0.17,13.242,13.527,DETECTED,871.57003,6.10E+04,1.37E+05,1.585,1.292,1.37E+05,,,,,,,,,,UNKNOWN,,,,,,,,4.39E+03,13.41,871.56763,871.57129,,0.11,13.378,13.442,DETECTED,871.56876,3.86E+04,8.75E+04,1.012,1.006,8.75E+04,
7201,13.381,13.226,13.489,1470.1347,1470.13013,1470.13916,1.76E+05,1.86E+04,2.30E+04,1.76E+05,0,0.5,2,3,0.87,0.38,0.00056,0.029,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.86E+04,13.352,1470.1311,1470.13794,,0.12,13.226,13.4,DETECTED,1470.13526,2.30E+04,1.76E+05,0.419,0.689,1.76E+05,,,,,,,,,,UNKNOWN,,,,,,,,5.37E+03,13.41,1470.13013,1470.13916,,0.121,13.394,13.489,DETECTED,1470.13414,2.65E+04,9.89E+04,5.008,3.004,9.89E+04,
7202,13.381,13.268,13.43,1344.91284,1344.91174,1344.91589,9.39E+04,9.10E+03,3.60E+04,9.39E+04,0,0.5,2,0,0.9,0.45,0.0006,0.013,,,,,,,,,,8.58E+03,13.368,1344.91174,1344.91589,,0.084,13.305,13.43,DETECTED,1344.91344,4.78E+04,9.39E+04,0.981,0.99,9.39E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.10E+03,13.394,1344.91028,1344.91602,,0.118,13.268,13.41,DETECTED,1344.91223,3.60E+04,9.27E+04,0.126,0.563,9.27E+04,
7203,13.382,13.268,13.511,594.34199,594.34094,594.34314,3.63E+05,5.12E+04,8.38E+04,3.63E+05,3,0.75,3,0,0.97,0.18,0.0001,0.002,,,,,,,,,,4.42E+04,13.384,594.34094,594.34314,1,0.399,13.305,13.51,DETECTED,594.34194,8.38E+04,3.06E+05,1.605,1.303,3.06E+05,0.013,,,,,,,,,UNKNOWN,,,,,,,,4.22E+04,13.384,594.34143,594.34308,1,0.165,13.305,13.511,DETECTED,594.34215,1.02E+05,2.85E+05,1.613,1.306,2.85E+05,0.024,5.12E+04,13.378,594.34149,594.34247,1,0.128,13.268,13.505,DETECTED,594.34189,9.49E+04,3.63E+05,1.148,1.074,3.63E+05,-0.019
7204,13.382,13.316,13.638,846.41358,846.41113,846.41479,1.35E+05,2.14E+04,3.14E+04,1.35E+05,0,0.75,3,2,0.98,0.07,0.00006,0.002,,,,,,,,,,7.59E+03,13.384,846.40967,846.41486,,0.379,13.321,13.415,DETECTED,846.41349,4.56E+04,1.11E+05,0.504,0.752,1.11E+05,,,,,,,,,,UNKNOWN,,,,,,,,2.14E+04,13.384,846.41113,846.41479,,0.142,13.368,13.638,DETECTED,846.41361,3.14E+04,1.35E+05,16.597,8.798,1.35E+05,,5.34E+03,13.378,846.4126,846.41534,,0.063,13.316,13.394,DETECTED,846.41364,4.91E+04,9.70E+04,0.25,0.625,9.70E+04,
7205,13.382,13.284,13.606,787.45265,787.44965,787.45569,1.82E+05,2.87E+04,2.98E+04,1.82E+05,0,0.75,3,1,0.89,0.37,0.00029,0.024,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.21E+04,13.4,787.44922,787.45294,,0.339,13.305,13.416,DETECTED,787.45235,3.76E+04,1.82E+05,0.167,0.584,1.82E+05,,2.81E+04,13.4,787.44965,787.45569,,0.182,13.353,13.606,DETECTED,787.45309,2.98E+04,1.76E+05,4.39,2.695,1.76E+05,,2.87E+04,13.347,787.44995,787.45508,,0.537,13.284,13.521,DETECTED,787.45251,4.93E+04,1.63E+05,2.779,1.89,1.63E+05,
7206,13.382,13.253,13.479,677.3535,677.35217,677.35504,2.26E+05,2.58E+04,3.39E+04,2.26E+05,0,1,4,1,0.89,0.02,0.00002,0.041,,,,,,,,,,2.20E+04,13.399,677.35223,677.35413,,0.369,13.272,13.447,DETECTED,677.35352,6.38E+04,1.84E+05,0.372,0.686,1.84E+05,,5.45E+03,13.305,677.35327,677.35437,,0.044,13.289,13.352,DETECTED,677.35351,3.48E+04,1.15E+05,2.993,1.997,1.15E+05,,2.58E+04,13.447,677.35217,677.35504,,0.145,13.258,13.479,DETECTED,677.3535,3.77E+04,2.26E+05,0.154,0.584,2.26E+05,,1.54E+04,13.378,677.35254,677.3551,,0.086,13.253,13.41,DETECTED,677.35347,3.39E+04,1.71E+05,0.252,0.626,1.71E+05,
7207,13.382,13.206,13.685,322.11424,322.11389,322.11487,4.40E+05,8.78E+04,4.27E+04,4.40E+05,0,1,4,1,0.97,0.1,0.00003,0.007,,,,,,,,,,5.06E+04,13.384,322.11401,322.11435,,0.162,13.226,13.43,DETECTED,322.11424,5.25E+04,4.40E+05,0.364,0.648,4.40E+05,,7.81E+04,13.384,322.11368,322.11472,,0.293,13.242,13.685,DETECTED,322.1143,4.27E+04,3.58E+05,2.114,1.561,3.58E+05,,8.78E+04,13.368,322.11389,322.11487,,0.223,13.226,13.622,DETECTED,322.11421,5.21E+04,3.79E+05,1.883,1.39,3.79E+05,,4.04E+04,13.394,322.11389,322.11444,,0.138,13.206,13.41,DETECTED,322.11421,4.64E+04,3.50E+05,0.086,0.542,3.50E+05,
7208,13.382,13.226,13.622,672.32208,672.32019,672.323,2.91E+05,5.55E+04,2.91E+04,2.91E+05,0,1,4,0,0.92,0.26,0.00018,0.018,,,,,,,,,,5.50E+04,13.384,672.3205,672.32697,,0.382,13.226,13.589,DETECTED,672.3222,2.91E+04,2.75E+05,1.39,1.151,2.75E+05,,3.57E+04,13.416,672.32056,672.32312,,0.832,13.273,13.463,DETECTED,672.32195,4.80E+04,2.73E+05,0.333,0.667,2.73E+05,,5.55E+04,13.384,672.32019,672.323,,0.184,13.258,13.622,DETECTED,672.32186,4.88E+04,2.91E+05,1.891,1.445,2.91E+05,,5.17E+04,13.347,672.32074,672.32318,,0.215,13.253,13.569,DETECTED,672.3223,4.56E+04,2.88E+05,2.372,1.686,2.88E+05,
7209,13.382,13.253,13.606,697.36822,697.36707,697.3689,8.78E+05,1.67E+05,2.01E+05,8.78E+05,0,1,4,0,0.94,0.09,0.00007,0.018,,,,,,,,,,1.41E+05,13.384,697.36761,697.36877,,0.175,13.257,13.541,DETECTED,697.36826,2.01E+05,8.09E+05,1.245,1.122,8.09E+05,,1.57E+05,13.416,697.36737,697.36908,,0.215,13.273,13.591,DETECTED,697.36824,2.01E+05,7.89E+05,1.223,1.111,7.89E+05,,1.67E+05,13.384,697.36707,697.3689,,0.184,13.273,13.606,DETECTED,697.36809,2.23E+05,8.78E+05,2.016,1.508,8.78E+05,,1.46E+05,13.347,697.36774,697.36871,,1.138,13.253,13.537,DETECTED,697.36831,2.01E+05,7.80E+05,2.032,1.516,7.80E+05,
7210,13.382,13.206,13.606,752.38376,752.37842,752.38635,2.45E+05,3.59E+04,2.21E+04,2.45E+05,0,1,4,0,0.84,0.67,0.0005,0.026,,,,,,,,,,3.44E+04,13.384,752.38251,752.38715,,0.179,13.241,13.573,DETECTED,752.38441,3.66E+04,2.11E+05,1.398,1.167,2.11E+05,,2.21E+04,13.4,752.38177,752.3855,,0.106,13.305,13.463,DETECTED,752.38347,7.92E+04,1.90E+05,0.668,0.834,1.90E+05,,3.59E+04,13.416,752.37842,752.38635,,0.157,13.242,13.606,DETECTED,752.38411,2.80E+04,2.45E+05,1.072,1.05,2.45E+05,,1.48E+04,13.331,752.38037,752.38672,,0.076,13.206,13.362,DETECTED,752.38305,2.21E+04,2.04E+05,0.278,0.626,2.04E+05,
7211,13.382,13.241,13.601,796.44529,796.44385,796.44836,4.34E+05,7.65E+04,8.59E+04,4.34E+05,0,1,4,0,0.94,0.07,0.00006,0.018,,,,,,,,,,5.10E+04,13.384,796.44366,796.44727,,0.12,13.241,13.43,DETECTED,796.44537,1.13E+05,4.32E+05,0.33,0.665,4.32E+05,,5.17E+04,13.416,796.44391,796.44678,,0.129,13.289,13.463,DETECTED,796.44532,1.69E+05,4.34E+05,0.375,0.688,4.34E+05,,7.25E+04,13.384,796.44385,796.44836,,0.229,13.289,13.543,DETECTED,796.44526,1.26E+05,3.96E+05,1.68,1.34,3.96E+05,,7.65E+04,13.347,796.44403,796.44775,,0.208,13.253,13.601,DETECTED,796.44521,8.59E+04,3.92E+05,2.712,1.856,3.92E+05,
7212,13.383,13.21,13.652,362.14564,362.14511,362.14594,4.34E+05,7.17E+04,2.16E+04,4.34E+05,0,1,4,0,0.95,0.17,0.00006,0.009,,,,,,,,,,6.86E+04,13.399,362.14496,362.14597,,0.159,13.241,13.652,DETECTED,362.14565,4.09E+04,3.69E+05,2.035,1.299,3.69E+05,,6.11E+04,13.384,362.14523,362.14627,,0.117,13.242,13.638,DETECTED,362.14568,3.32E+04,3.56E+05,2.236,1.394,3.56E+05,,7.17E+04,13.368,362.14511,362.14594,,0.126,13.21,13.638,DETECTED,362.14551,2.16E+04,4.34E+05,2.66,1.296,4.34E+05,,5.70E+04,13.378,362.14517,362.14612,,0.15,13.222,13.633,DETECTED,362.1457,2.87E+04,2.71E+05,1.701,1.315,2.71E+05,
7213,13.383,13.238,13.623,652.37101,652.36847,652.37286,2.36E+05,4.21E+04,2.90E+04,2.36E+05,0,1,4,1,0.9,0.27,0.00018,0.024,,,,,,,,,,4.21E+04,13.352,652.36926,652.37317,,0.195,13.289,13.621,DETECTED,652.37117,2.90E+04,2.36E+05,4.05,2.614,2.36E+05,,3.57E+04,13.368,652.36926,652.37231,,0.143,13.305,13.623,DETECTED,652.37115,4.25E+04,2.06E+05,4.013,2.506,2.06E+05,,2.95E+04,13.431,652.36847,652.37286,,0.154,13.289,13.479,DETECTED,652.37066,6.53E+04,2.13E+05,0.335,0.668,2.13E+05,,3.00E+04,13.378,652.36926,652.37463,,0.105,13.238,13.457,DETECTED,652.37107,3.01E+04,1.99E+05,0.509,0.782,1.99E+05,
7214,13.382,13.268,13.591,737.39981,737.39856,737.39984,5.92E+05,1.21E+05,1.88E+05,5.92E+05,0,1,4,0,0.95,0.15,0.00011,0.009,,,,,,,,,,1.06E+05,13.368,737.39941,737.40027,,0.212,13.272,13.541,DETECTED,737.39995,1.88E+05,5.82E+05,1.81,1.405,5.82E+05,,1.21E+05,13.4,737.39941,737.40045,,0.192,13.273,13.591,DETECTED,737.39983,1.97E+05,5.92E+05,1.501,1.251,5.92E+05,,7.52E+04,13.384,737.39856,737.39984,,0.211,13.289,13.463,DETECTED,737.39958,2.36E+05,5.28E+05,0.84,0.92,5.28E+05,,1.04E+05,13.378,737.39941,737.40051,,0.217,13.268,13.537,DETECTED,737.39987,2.17E+05,5.51E+05,1.436,1.218,5.51E+05,
7215,13.383,13.222,13.633,761.43705,761.4361,761.43756,1.26E+06,2.66E+05,2.07E+05,1.26E+06,13,1,4,0,0.92,0.13,0.0001,0.025,,,,,,,,,,2.40E+05,13.352,761.43646,761.43781,3,0.207,13.226,13.605,DETECTED,761.43715,2.35E+05,1.01E+06,1.995,1.498,1.01E+06,-0.106,2.66E+05,13.416,761.43665,761.43787,4,0.286,13.226,13.623,DETECTED,761.43715,2.07E+05,1.26E+06,1.064,1.046,1.26E+06,-0.183,2.51E+05,13.4,761.4361,761.43756,3,0.212,13.258,13.622,DETECTED,761.43686,2.72E+05,1.11E+06,1.567,1.283,1.11E+06,-0.118,2.44E+05,13.362,761.43616,761.43762,3,0.202,13.222,13.633,DETECTED,761.43704,2.45E+05,1.09E+06,1.927,1.464,1.09E+06,-0.117
7216,13.383,13.253,13.511,783.46536,783.46252,783.46771,3.23E+05,5.25E+04,4.71E+04,3.23E+05,4,1,4,2,0.86,0.39,0.00031,0.032,,,,,,,,,,2.67E+04,13.352,783.46381,783.46777,1,0.091,13.272,13.415,DETECTED,783.46575,1.05E+05,2.46E+05,0.79,0.895,2.46E+05,0.091,5.25E+04,13.448,783.46448,783.46796,2,0.175,13.257,13.511,DETECTED,783.46557,4.72E+04,3.23E+05,0.352,0.667,3.23E+05,-0.097,1.81E+04,13.368,783.46252,783.46771,1,0.106,13.273,13.4,DETECTED,783.46475,4.71E+04,2.38E+05,0.328,0.664,2.38E+05,0.078,3.74E+04,13.362,783.46381,783.4671,,0.205,13.253,13.489,DETECTED,783.46538,5.47E+04,2.61E+05,1.161,1.081,2.61E+05,
7217,13.384,13.305,13.478,323.11762,323.1171,323.11819,8.76E+04,8.28E+03,2.45E+04,8.76E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,8.28E+03,13.384,323.1171,323.11819,,0.127,13.305,13.478,DETECTED,323.11762,2.45E+04,8.76E+04,1.203,1.101,8.76E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7218,13.384,13.321,13.415,412.08442,412.08344,412.08524,1.02E+05,5.97E+03,2.97E+04,1.02E+05,0,0.25,1,2,1,0,0,0,,,,,,,,,,5.97E+03,13.384,412.08344,412.08524,,0.04,13.321,13.415,DETECTED,412.08442,2.97E+04,1.02E+05,0.504,0.752,1.02E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7219,13.384,13.352,13.463,527.26058,527.25891,527.26233,1.02E+05,6.96E+03,4.38E+04,1.02E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,6.96E+03,13.384,527.25891,527.26233,,0.031,13.352,13.463,DETECTED,527.26058,4.38E+04,1.02E+05,2.525,1.762,1.02E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7220,13.384,13.352,13.463,664.34716,664.34644,664.34833,1.25E+05,9.10E+03,4.81E+04,1.25E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,9.10E+03,13.384,664.34644,664.34833,,0.082,13.352,13.463,DETECTED,664.34716,4.81E+04,1.25E+05,2.525,1.762,1.25E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7221,13.384,13.305,13.415,946.51458,946.51129,946.51752,9.42E+04,7.33E+03,5.03E+04,9.42E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,7.33E+03,13.384,946.51129,946.51752,,0.155,13.305,13.415,DETECTED,946.51458,5.03E+04,9.42E+04,0.403,0.701,9.42E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7222,13.384,13.305,13.399,1020.49297,1020.49121,1020.49457,1.34E+05,8.57E+03,6.09E+04,1.34E+05,0,0.25,1,2,1,0,0,0,,,,,,,,,,8.57E+03,13.384,1020.49121,1020.49457,,0.069,13.305,13.399,DETECTED,1020.49297,6.09E+04,1.34E+05,0.201,0.601,1.34E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7223,13.384,13.289,13.463,1377.91409,1377.91101,1377.92212,7.46E+04,8.32E+03,2.86E+04,7.46E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,8.32E+03,13.384,1377.91101,1377.92212,,0.082,13.289,13.463,DETECTED,1377.91409,2.86E+04,7.46E+04,0.833,0.917,7.46E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7224,13.384,13.353,13.463,578.31055,578.30902,578.31152,1.31E+05,1.07E+04,3.09E+04,1.31E+05,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.07E+04,13.384,578.30902,578.31152,,0.119,13.353,13.463,DETECTED,578.31055,3.09E+04,1.31E+05,2.549,1.775,1.31E+05,,,,,,,,,,UNKNOWN,,,,,,,
7225,13.384,13.321,13.4,665.34701,665.34625,665.34772,1.06E+05,4.87E+03,4.45E+04,1.06E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.87E+03,13.384,665.34625,665.34772,,0.031,13.321,13.4,DETECTED,665.34701,4.45E+04,1.06E+05,0.253,0.626,1.06E+05,,,,,,,,,,UNKNOWN,,,,,,,
7226,13.384,13.289,13.4,800.35723,800.35266,800.35962,1.42E+05,1.09E+04,4.56E+04,1.42E+05,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.09E+04,13.384,800.35266,800.35962,,0.074,13.289,13.4,DETECTED,800.35723,4.56E+04,1.42E+05,0.168,0.584,1.42E+05,,,,,,,,,,UNKNOWN,,,,,,,
7227,13.384,13.258,13.463,853.53694,853.53522,853.54077,1.74E+05,2.50E+04,4.02E+04,1.74E+05,0,0.5,2,3,0.8,1.34,0.00115,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.50E+04,13.384,853.53357,853.53973,,0.169,13.289,13.463,DETECTED,853.53579,6.57E+04,1.74E+05,0.835,0.917,1.74E+05,,1.08E+04,13.384,853.53522,853.54077,,0.144,13.258,13.4,DETECTED,853.53808,4.02E+04,1.15E+05,0.126,0.563,1.15E+05,,,,,,,,,,UNKNOWN,,,,,,,
