id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance
14234,16.099,16.042,16.218,858.47334,858.47156,858.47382,1.23E+05,9.59E+03,2.34E+04,1.23E+05,0,0.75,3,0,0.89,0.29,0.00025,0.027,,,,,,,,,,7.90E+03,16.058,858.47101,858.47461,,0.073,16.042,16.136,DETECTED,858.47371,2.93E+04,1.23E+05,4.905,2.953,1.23E+05,,,,,,,,,,UNKNOWN,,,,,,,,9.59E+03,16.107,858.47156,858.47382,,0.045,16.093,16.218,DETECTED,858.4732,3.17E+04,1.14E+05,7.923,4.462,1.14E+05,,3.53E+03,16.131,858.47229,858.47546,,0.261,16.115,16.178,DETECTED,858.4731,2.34E+04,7.55E+04,2.967,1.984,7.55E+04,
14235,16.099,15.994,16.126,608.36493,608.36371,608.36572,9.23E+04,6.31E+03,2.68E+04,9.23E+04,0,0.5,2,0,0.96,0.16,0.0001,0.005,,,,,,,,,,6.31E+03,16.104,608.36371,608.36572,,0.051,15.994,16.12,DETECTED,608.36483,2.99E+04,9.23E+04,0.145,0.572,9.23E+04,,2.44E+03,16.094,608.36444,608.36609,,0.049,16.079,16.126,DETECTED,608.36502,2.68E+04,6.98E+04,1.999,1.499,6.98E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14236,16.099,16.054,16.115,570.28484,570.28363,570.28613,8.31E+04,3.93E+03,3.72E+04,8.31E+04,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.93E+03,16.099,570.28363,570.28613,,0.106,16.054,16.115,DETECTED,570.28484,3.72E+04,8.31E+04,0.349,0.674,8.31E+04,
14237,16.099,16.068,16.258,607.36133,607.36041,607.36206,1.41E+05,1.60E+04,3.22E+04,1.41E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.60E+04,16.099,607.36041,607.36206,,0.086,16.068,16.258,DETECTED,607.36133,3.22E+04,1.41E+05,4.982,2.991,1.41E+05,
14238,16.099,16.083,16.178,701.50341,701.50275,701.50391,1.31E+05,8.34E+03,4.35E+04,1.31E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.34E+03,16.099,701.50275,701.50391,,0.095,16.083,16.178,DETECTED,701.50341,4.35E+04,1.31E+05,4.97,2.985,1.31E+05,
14239,16.099,16.068,16.115,794.47618,794.47473,794.47894,1.07E+05,3.24E+03,3.57E+04,1.07E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.24E+03,16.099,794.47473,794.47894,,0.031,16.068,16.115,DETECTED,794.47618,3.57E+04,1.07E+05,0.501,0.751,1.07E+05,
14240,16.101,16.038,16.237,918.63146,918.63086,918.63275,1.22E+05,1.38E+04,3.49E+04,1.22E+05,0,1,4,0,0.84,1.01,0.00093,0.004,,,,,,,,,,2.62E+03,16.104,918.62781,918.63245,,0.032,16.088,16.12,DETECTED,918.6296,4.67E+04,1.13E+05,1.002,1.001,1.13E+05,,1.38E+04,16.094,918.62933,918.6333,,0.123,16.063,16.237,DETECTED,918.63163,4.45E+04,1.22E+05,4.475,2.738,1.22E+05,,1.10E+04,16.107,918.63086,918.63275,,0.1,16.062,16.186,DETECTED,918.63176,3.49E+04,1.13E+05,1.756,1.378,1.13E+05,,9.12E+03,16.099,918.63062,918.63599,,0.146,16.038,16.163,DETECTED,918.63286,5.11E+04,1.07E+05,1.045,1.023,1.07E+05,
14241,16.104,16.058,16.199,577.35115,577.34991,577.35333,8.29E+04,7.77E+03,3.37E+04,8.29E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,7.77E+03,16.104,577.34991,577.35333,,0.088,16.058,16.199,DETECTED,577.35115,3.37E+04,8.29E+04,2.041,1.521,8.29E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14242,16.104,16.072,16.152,697.31241,697.31049,697.3139,8.22E+04,4.31E+03,3.38E+04,8.22E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,4.31E+03,16.104,697.31049,697.3139,,0.724,16.072,16.152,DETECTED,697.31241,3.38E+04,8.22E+04,1.498,1.249,8.22E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14243,16.104,16.072,16.582,805.57133,805.56964,805.57288,3.54E+05,1.31E+05,1.38E+05,3.54E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.31E+05,16.104,805.56964,805.57288,,0.389,16.072,16.582,DETECTED,805.57133,1.38E+05,3.54E+05,15.005,8.002,3.54E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14244,16.104,16.072,16.12,827.59378,827.5929,827.59546,1.01E+05,3.84E+03,4.55E+04,1.01E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,3.84E+03,16.104,827.5929,827.59546,,0.119,16.072,16.12,DETECTED,827.59378,4.55E+04,1.01E+05,0.501,0.751,1.01E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14245,16.104,16.072,16.136,899.4706,899.46893,899.47125,1.73E+05,8.51E+03,8.18E+04,1.73E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,8.51E+03,16.104,899.46893,899.47125,,0.072,16.072,16.136,DETECTED,899.4706,8.18E+04,1.73E+05,1.001,1,1.73E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14246,16.105,16.014,16.401,949.53937,949.53778,949.54132,2.43E+05,2.95E+04,5.21E+04,2.43E+05,1,0.5,2,0,0.86,0.25,0.00024,0.043,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.39E+04,16.062,949.53778,949.54132,1,0.132,16.014,16.093,DETECTED,949.5396,1.19E+05,2.43E+05,0.65,0.825,2.43E+05,-0.094,2.95E+04,16.147,949.53625,949.54266,,0.118,16.115,16.401,DETECTED,949.53913,5.21E+04,2.01E+05,7.973,4.487,2.01E+05,
14247,16.105,16.079,16.242,843.48413,843.48016,843.48676,2.35E+05,1.68E+04,5.03E+04,2.35E+05,0,0.5,2,0,0.9,0.52,0.00044,0.01,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.68E+04,16.094,843.48083,843.48761,,0.091,16.079,16.189,DETECTED,843.48457,7.21E+04,2.35E+05,5.94,3.47,2.35E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.39E+04,16.115,843.48016,843.48676,,0.032,16.099,16.242,DETECTED,843.48369,5.03E+04,1.77E+05,7.942,4.471,1.77E+05,
14248,16.109,16.047,16.186,944.41477,944.41125,944.41595,2.31E+05,1.63E+04,6.76E+04,2.31E+05,0,0.5,2,3,0.92,0.29,0.00027,0.014,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.63E+04,16.094,944.41382,944.41699,,0.066,16.047,16.158,DETECTED,944.41504,8.11E+04,2.31E+05,1.333,1.166,2.31E+05,,1.29E+04,16.123,944.41125,944.41595,,0.095,16.093,16.186,DETECTED,944.41449,6.76E+04,1.88E+05,2.109,1.554,1.88E+05,,,,,,,,,,UNKNOWN,,,,,,,
14249,16.11,16.007,16.163,616.2979,616.29718,616.29919,1.27E+05,1.28E+04,2.98E+04,1.27E+05,0,0.5,2,1,0.96,0.16,0.0001,0.006,,,,,,,,,,9.06E+03,16.104,616.29718,616.29919,,0.058,16.01,16.136,DETECTED,616.298,3.05E+04,1.27E+05,0.338,0.669,1.27E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.28E+04,16.115,616.29669,616.29889,,0.121,16.007,16.163,DETECTED,616.2978,2.98E+04,1.12E+05,0.439,0.719,1.12E+05,
14250,16.11,16.063,16.126,454.19325,454.19284,454.19363,7.04E+04,3.22E+03,2.86E+04,7.04E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.22E+03,16.11,454.19284,454.19363,,0.035,16.063,16.126,DETECTED,454.19325,2.86E+04,7.04E+04,0.333,0.666,7.04E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14251,16.11,16.094,16.158,800.54464,800.54279,800.54553,1.59E+05,7.50E+03,8.01E+04,1.59E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.50E+03,16.11,800.54279,800.54553,,0.054,16.094,16.158,DETECTED,800.54464,8.01E+04,1.59E+05,2.993,1.997,1.59E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14252,16.11,15.828,16.221,991.52118,991.51697,991.52258,4.12E+05,1.17E+05,2.11E+05,4.12E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.17E+05,16.11,991.51697,991.52258,,0.573,15.828,16.221,DETECTED,991.52118,2.11E+05,4.12E+05,0.392,0.696,4.12E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14253,16.11,16.063,16.126,1610.02325,1610.01965,1610.02759,8.33E+04,4.35E+03,4.33E+04,8.33E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.35E+03,16.11,1610.01965,1610.02759,,0.076,16.063,16.126,DETECTED,1610.02325,4.33E+04,8.33E+04,0.333,0.666,8.33E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14254,16.11,15.969,16.126,1660.19436,1660.18359,1660.20325,1.30E+05,1.20E+04,4.40E+04,1.30E+05,0,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.20E+04,16.11,1660.18359,1660.20325,,0.08,15.969,16.126,DETECTED,1660.19436,4.40E+04,1.30E+05,0.112,0.556,1.30E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14255,16.111,15.982,16.202,1076.49875,1076.49646,1076.50146,1.54E+05,2.15E+04,6.68E+04,1.54E+05,0,0.5,2,0,0.95,0.29,0.00031,0.004,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.15E+04,16.107,1076.49646,1076.50146,,0.091,15.982,16.202,DETECTED,1076.49906,7.18E+04,1.54E+05,0.762,0.881,1.54E+05,,1.07E+04,16.115,1076.49609,1076.50098,,0.112,16.007,16.131,DETECTED,1076.49844,6.68E+04,1.29E+05,0.146,0.573,1.29E+05,
14256,16.113,15.953,16.242,823.47262,823.46771,823.4754,1.46E+05,2.52E+04,5.22E+04,1.46E+05,0,1,4,2,0.92,0.32,0.00026,0.014,,,,,,,,,,1.35E+04,16.104,823.47137,823.47443,,0.243,15.994,16.136,DETECTED,823.47267,5.65E+04,1.32E+05,0.289,0.645,1.32E+05,,2.52E+04,16.094,823.47113,823.47461,,0.112,15.953,16.221,DETECTED,823.47285,6.06E+04,1.40E+05,0.894,0.947,1.40E+05,,1.60E+04,16.123,823.46771,823.4754,,0.1,16.03,16.186,DETECTED,823.4721,6.07E+04,1.46E+05,0.68,0.84,1.46E+05,,1.55E+04,16.131,823.4718,823.47388,,0.207,16.068,16.242,DETECTED,823.47288,5.22E+04,1.25E+05,1.74,1.37,1.25E+05,
14257,16.115,16.054,16.178,750.45325,750.44904,750.45599,1.11E+05,8.40E+03,3.13E+04,1.11E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.40E+03,16.115,750.44904,750.45599,,0.039,16.054,16.178,DETECTED,750.45325,3.13E+04,1.11E+05,1.023,1.011,1.11E+05,
14258,16.115,16.054,16.178,868.49689,868.49432,868.50043,8.17E+04,7.02E+03,3.81E+04,8.17E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.02E+03,16.115,868.49432,868.50043,,0.035,16.054,16.178,DETECTED,868.49689,3.81E+04,8.17E+04,1.023,1.011,8.17E+04,
14259,16.115,15.79,16.131,909.40728,909.40472,909.40894,2.88E+05,7.23E+04,1.20E+05,2.88E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.23E+04,16.115,909.40472,909.40894,,0.356,15.79,16.131,DETECTED,909.40728,1.20E+05,2.88E+05,0.049,0.524,2.88E+05,
14260,16.115,16.083,16.147,952.56346,952.56097,952.56604,9.98E+04,4.98E+03,4.67E+04,9.98E+04,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.98E+03,16.115,952.56097,952.56604,,0.124,16.083,16.147,DETECTED,952.56346,4.67E+04,9.98E+04,0.998,0.999,9.98E+04,
14261,16.119,16.083,16.281,1034.41706,1034.41504,1034.42004,1.18E+05,1.60E+04,3.95E+04,1.18E+05,0,0.5,2,3,0.96,0.23,0.00024,0.004,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.60E+04,16.123,1034.41504,1034.42004,,0.221,16.093,16.281,DETECTED,1034.41682,4.70E+04,1.18E+05,5.283,3.142,1.18E+05,,7.04E+03,16.115,1034.41577,1034.42065,,0.066,16.083,16.178,DETECTED,1034.41729,3.95E+04,1.15E+05,1.981,1.49,1.15E+05,
14262,16.12,16.058,16.152,634.37973,634.37903,634.38177,1.10E+05,5.85E+03,4.42E+04,1.10E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,5.85E+03,16.12,634.37903,634.38177,,0.03,16.058,16.152,DETECTED,634.37973,4.42E+04,1.10E+05,0.509,0.754,1.10E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14263,16.12,16.01,16.136,648.31245,648.31018,648.31464,1.17E+05,9.81E+03,3.26E+04,1.17E+05,0,0.25,1,4,1,0,0,0,,,,,,,,,,9.81E+03,16.12,648.31018,648.31464,,0.089,16.01,16.136,DETECTED,648.31245,3.26E+04,1.17E+05,0.144,0.572,1.17E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14264,16.12,16.104,16.168,658.51756,658.5163,658.5191,5.84E+04,2.79E+03,3.13E+04,5.84E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,2.79E+03,16.12,658.5163,658.5191,,0.059,16.104,16.168,DETECTED,658.51756,3.13E+04,5.84E+04,2.989,1.994,5.84E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14265,16.12,15.994,16.136,810.41566,810.41284,810.41925,3.12E+05,2.31E+04,6.74E+04,3.12E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.31E+04,16.12,810.41284,810.41925,,0.074,15.994,16.136,DETECTED,810.41566,6.74E+04,3.12E+05,0.126,0.563,3.12E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14266,16.12,16.104,16.168,842.40534,842.40253,842.4115,9.82E+04,4.24E+03,3.80E+04,9.82E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,4.24E+03,16.12,842.40253,842.4115,,0.035,16.104,16.168,DETECTED,842.40534,3.80E+04,9.82E+04,2.989,1.994,9.82E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14267,16.12,15.994,16.136,1005.53933,1005.53668,1005.54413,9.82E+04,8.79E+03,4.20E+04,9.82E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,8.79E+03,16.12,1005.53668,1005.54413,,0.124,15.994,16.136,DETECTED,1005.53933,4.20E+04,9.82E+04,0.126,0.563,9.82E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14268,16.121,16.01,16.221,817.61638,817.61505,817.61731,4.89E+05,5.55E+04,4.74E+04,4.89E+05,0,1,4,0,0.95,0.24,0.0002,0.003,,,,,,,,,,3.93E+04,16.12,817.61584,817.617,,0.129,16.01,16.168,DETECTED,817.61631,4.74E+04,3.71E+05,0.495,0.716,3.71E+05,,5.55E+04,16.126,817.61584,817.61816,,0.097,16.033,16.221,DETECTED,817.61655,5.23E+04,4.89E+05,1.013,1.006,4.89E+05,,4.54E+04,16.123,817.61505,817.61731,,0.125,16.03,16.202,DETECTED,817.61605,6.58E+04,4.37E+05,0.979,0.926,4.37E+05,,4.44E+04,16.115,817.61627,817.61707,,0.113,16.023,16.194,DETECTED,817.61661,7.42E+04,3.80E+05,0.851,0.925,3.80E+05,
14269,16.122,16.023,16.253,679.43847,679.43732,679.43927,1.34E+05,1.50E+04,3.46E+04,1.34E+05,0,0.75,3,1,0.88,0.39,0.00027,0.024,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.59E+03,16.158,679.43695,679.44086,,0.031,16.126,16.253,DETECTED,679.43887,3.46E+04,8.92E+04,2.978,1.989,8.92E+04,,1.50E+04,16.093,679.43732,679.43927,,0.046,16.062,16.233,DETECTED,679.43825,3.93E+04,1.24E+05,4.518,2.759,1.24E+05,,1.38E+04,16.115,679.43604,679.43896,,0.098,16.023,16.178,DETECTED,679.4383,3.81E+04,1.34E+05,0.68,0.84,1.34E+05,
14270,16.123,16.107,16.186,368.11095,368.11053,368.11124,7.48E+04,3.97E+03,2.98E+04,7.48E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.97E+03,16.123,368.11053,368.11124,,0.059,16.107,16.186,DETECTED,368.11095,2.98E+04,7.48E+04,3.958,2.479,7.48E+04,,,,,,,,,,UNKNOWN,,,,,,,
14271,16.123,16.107,16.186,950.44059,950.43878,950.44189,1.68E+05,9.73E+03,6.27E+04,1.68E+05,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.73E+03,16.123,950.43878,950.44189,,0.066,16.107,16.186,DETECTED,950.44059,6.27E+04,1.68E+05,3.958,2.479,1.68E+05,,,,,,,,,,UNKNOWN,,,,,,,
14272,16.123,16.093,16.202,1028.38973,1028.38867,1028.39319,1.43E+05,1.01E+04,5.59E+04,1.43E+05,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.01E+04,16.123,1028.38867,1028.39319,,0.085,16.093,16.202,DETECTED,1028.38973,5.59E+04,1.43E+05,2.64,1.82,1.43E+05,,,,,,,,,,UNKNOWN,,,,,,,
14273,16.123,16.042,16.205,809.56693,809.56421,809.56793,2.41E+05,1.64E+04,8.69E+04,2.41E+05,0,0.5,2,1,0.93,0.15,0.00012,0.019,,,,,,,,,,1.64E+04,16.104,809.56421,809.56793,,0.085,16.042,16.152,DETECTED,809.56705,8.69E+04,2.10E+05,0.764,0.882,2.10E+05,,1.48E+04,16.142,809.56573,809.56799,,0.045,16.126,16.205,DETECTED,809.56681,1.15E+05,2.41E+05,3.953,2.476,2.41E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14274,16.123,15.985,16.422,983.57933,983.57385,983.58752,3.30E+05,5.51E+04,6.40E+04,3.30E+05,1,0.5,2,0,0.77,1.3,0.00128,0.013,,,,,,,,,,4.73E+04,16.136,983.57385,983.58752,,0.245,16.072,16.422,DETECTED,983.57805,6.40E+04,2.17E+05,4.491,2.745,2.17E+05,,5.51E+04,16.11,983.57324,983.58234,1,0.337,15.985,16.269,DETECTED,983.58062,8.74E+04,3.30E+05,1.261,1.131,3.30E+05,0.009,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14275,16.125,16.062,16.205,929.56513,929.5614,929.57062,1.36E+05,1.09E+04,4.47E+04,1.36E+05,1,0.5,2,0,0.76,0.81,0.00075,0.048,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.57E+03,16.173,929.55865,929.57092,1,0.077,16.11,16.205,DETECTED,929.56437,4.47E+04,1.23E+05,0.508,0.754,1.23E+05,-0.175,1.09E+04,16.077,929.5614,929.57062,,0.103,16.062,16.171,DETECTED,929.56588,6.16E+04,1.36E+05,6.149,3.574,1.36E+05,,,,,,,,,,UNKNOWN,,,,,,,
14276,16.126,16.083,16.199,1670.15666,1670.15173,1670.16382,9.22E+04,5.26E+03,3.04E+04,9.22E+04,0,0.5,2,1,0.93,0.03,0.00004,0.026,,,,,,,,,,2.99E+03,16.152,1670.15173,1670.16382,,0.117,16.136,16.199,DETECTED,1670.1567,3.53E+04,6.61E+04,2.974,1.987,6.61E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.26E+03,16.099,1670.15259,1670.1626,,0.111,16.083,16.163,DETECTED,1670.15662,3.04E+04,9.22E+04,4.001,2.5,9.22E+04,
14277,16.126,16.11,16.237,760.40842,760.40625,760.41144,6.36E+04,5.76E+03,3.05E+04,6.36E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.76E+03,16.126,760.40625,760.41144,,0.11,16.11,16.237,DETECTED,760.40842,3.05E+04,6.36E+04,6.957,3.979,6.36E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14278,16.126,16.047,16.142,828.46757,828.4657,828.46973,2.15E+05,1.44E+04,1.01E+05,2.15E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.44E+04,16.126,828.4657,828.46973,,0.084,16.047,16.142,DETECTED,828.46757,1.01E+05,2.15E+05,0.2,0.6,2.15E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
14279,16.126,16.11,16.142,945.57435,945.57092,945.57825,7.99E+04,1.92E+03,3.82E+04,7.99E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.92E+03,16.126,945.57092,945.57825,,0.032,16.11,16.142,DETECTED,945.57435,3.82E+04,7.99E+04,1,1,7.99E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
