id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:ccs,datafile:POS_liver1_0.mzML:feature_state,datafile:POS_liver1_0.mzML:mz,datafile:POS_liver1_0.mzML:mz_range:min,datafile:POS_liver1_0.mzML:mz_range:max,datafile:POS_liver1_0.mzML:rt,datafile:POS_liver1_0.mzML:rt_range:min,datafile:POS_liver1_0.mzML:rt_range:max,datafile:POS_liver1_0.mzML:height,datafile:POS_liver1_0.mzML:area,datafile:POS_liver1_0.mzML:intensity_range:min,datafile:POS_liver1_0.mzML:intensity_range:max,datafile:POS_liver1_0.mzML:fwhm,datafile:POS_liver1_0.mzML:tailing_factor,datafile:POS_liver1_0.mzML:asymmetry_factor,datafile:POS_liver1_0.mzML:fragment_scans,datafile:POS_liver1_0.mzML:rt_ms2_apex_distance,datafile:POS_liver1_1.mzML:feature_state,datafile:POS_liver1_1.mzML:mz,datafile:POS_liver1_1.mzML:mz_range:min,datafile:POS_liver1_1.mzML:mz_range:max,datafile:POS_liver1_1.mzML:rt,datafile:POS_liver1_1.mzML:rt_range:min,datafile:POS_liver1_1.mzML:rt_range:max,datafile:POS_liver1_1.mzML:height,datafile:POS_liver1_1.mzML:area,datafile:POS_liver1_1.mzML:intensity_range:min,datafile:POS_liver1_1.mzML:intensity_range:max,datafile:POS_liver1_1.mzML:fwhm,datafile:POS_liver1_1.mzML:tailing_factor,datafile:POS_liver1_1.mzML:asymmetry_factor,datafile:POS_liver1_1.mzML:fragment_scans,datafile:POS_liver1_1.mzML:rt_ms2_apex_distance,datafile:POS_liver1_2.mzML:feature_state,datafile:POS_liver1_2.mzML:mz,datafile:POS_liver1_2.mzML:mz_range:min,datafile:POS_liver1_2.mzML:mz_range:max,datafile:POS_liver1_2.mzML:rt,datafile:POS_liver1_2.mzML:rt_range:min,datafile:POS_liver1_2.mzML:rt_range:max,datafile:POS_liver1_2.mzML:height,datafile:POS_liver1_2.mzML:area,datafile:POS_liver1_2.mzML:intensity_range:min,datafile:POS_liver1_2.mzML:intensity_range:max,datafile:POS_liver1_2.mzML:fwhm,datafile:POS_liver1_2.mzML:tailing_factor,datafile:POS_liver1_2.mzML:asymmetry_factor,datafile:POS_liver1_2.mzML:fragment_scans,datafile:POS_liver1_2.mzML:rt_ms2_apex_distance,datafile:POS_liver1_3.mzML:feature_state,datafile:POS_liver1_3.mzML:mz,datafile:POS_liver1_3.mzML:mz_range:min,datafile:POS_liver1_3.mzML:mz_range:max,datafile:POS_liver1_3.mzML:rt,datafile:POS_liver1_3.mzML:rt_range:min,datafile:POS_liver1_3.mzML:rt_range:max,datafile:POS_liver1_3.mzML:height,datafile:POS_liver1_3.mzML:area,datafile:POS_liver1_3.mzML:intensity_range:min,datafile:POS_liver1_3.mzML:intensity_range:max,datafile:POS_liver1_3.mzML:fwhm,datafile:POS_liver1_3.mzML:tailing_factor,datafile:POS_liver1_3.mzML:asymmetry_factor,datafile:POS_liver1_3.mzML:fragment_scans,datafile:POS_liver1_3.mzML:rt_ms2_apex_distance
35113,19.4069,19.2773,19.4921,647.55777,647.5567,647.55841,9.876E5,9.764E4,1.458E5,9.876E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,647.55777,647.5567,647.55841,19.4069,19.2773,19.4921,9.876E5,9.764E4,1.458E5,9.876E5,0.0953,0.8284,0.7915,,
35114,19.4069,19.3774,19.4363,694.63433,694.63385,694.63755,3.526E5,9.019E3,1.05E5,3.526E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,694.63433,694.63385,694.63755,19.4069,19.3774,19.4363,3.526E5,9.019E3,1.05E5,3.526E5,0.0236,0.998,0.9961,,
35115,19.4069,19.3222,19.4774,748.64462,748.64319,748.64696,8.918E5,7.325E4,3.028E5,8.918E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,748.64462,748.64319,748.64696,19.4069,19.3222,19.4774,8.918E5,7.325E4,3.028E5,8.918E5,0.1242,0.9157,0.8315,,
35116,19.4069,19.1459,19.4632,753.59869,753.59735,753.59973,8.582E5,9.525E4,9.244E4,8.582E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,753.59869,753.59735,753.59973,19.4069,19.1459,19.4632,8.582E5,9.525E4,9.244E4,8.582E5,0.088,0.6078,0.2552,,
35117,19.4069,19.3222,19.4632,754.60174,754.6001,754.6049,3.848E5,3.436E4,1.204E5,3.848E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,754.60174,754.6001,754.6049,19.4069,19.3222,19.4632,3.848E5,3.436E4,1.204E5,3.848E5,0.0625,0.832,0.664,,
35118,19.4069,19.2218,19.6192,754.65329,754.65039,754.65625,1.105E6,1.729E5,1.433E5,1.105E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,754.65329,754.65039,754.65625,19.4069,19.2218,19.6192,1.105E6,1.729E5,1.433E5,1.105E6,0.0822,1.0734,1.1415,,
35119,19.4069,19.2361,19.5772,755.65622,755.65234,755.6593,5.475E5,7.265E4,9.116E4,5.475E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,755.65622,755.65234,755.6593,19.4069,19.2361,19.5772,5.475E5,7.265E4,9.116E4,5.475E5,0.1148,0.9982,0.9683,,
35120,19.4069,19.3917,19.4511,774.66396,774.66202,774.66492,3.22E5,1.181E4,1.667E5,3.22E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,774.66396,774.66202,774.66492,19.4069,19.3917,19.4511,3.22E5,1.181E4,1.667E5,3.22E5,0.0817,1.9499,2.8998,,
35121,19.4069,19.3634,19.5055,775.63709,775.63495,775.6402,5.538E5,5.884E4,2.913E5,5.538E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,775.63709,775.63495,775.6402,19.4069,19.3634,19.5055,5.538E5,5.884E4,2.913E5,5.538E5,0.1193,1.6309,2.2618,,
35122,19.4069,19.1459,19.4363,798.6619,798.65845,798.66498,1.103E6,1.596E5,1.029E5,1.103E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,798.6619,798.65845,798.66498,19.4069,19.1459,19.4363,1.103E6,1.596E5,1.029E5,1.103E6,0.1572,0.5563,0.1143,,
35123,19.4069,19.3917,19.4632,803.61303,803.61139,803.61584,5.205E5,2.348E4,2.621E5,5.205E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,803.61303,803.61139,803.61584,19.4069,19.3917,19.4632,5.205E5,2.348E4,2.621E5,5.205E5,0.0332,2.3481,3.6962,,
35124,19.4069,19.3504,19.4511,824.67707,824.67517,824.68091,3.955E5,2.374E4,1.678E5,3.955E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,824.67707,824.67517,824.68091,19.4069,19.3504,19.4511,3.955E5,2.374E4,1.678E5,3.955E5,0.0675,0.8903,0.7805,,
35125,19.4069,19.3222,19.4511,827.7182,827.71722,827.72107,1.599E6,1.186E5,5.966E5,1.599E6,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,827.7182,827.71722,827.72107,19.4069,19.3222,19.4511,1.599E6,1.186E5,5.966E5,1.599E6,0.0821,0.7605,0.5209,,
35126,19.4069,19.3222,19.4921,836.72775,836.7251,836.73297,7.055E5,8.179E4,2.06E5,7.055E5,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,836.72775,836.7251,836.73297,19.4069,19.3222,19.4921,7.055E5,8.179E4,2.06E5,7.055E5,0.1222,1.0025,1.005,,
35127,19.4069,19.3917,19.4921,837.73371,837.73059,837.73676,4.034E5,2.06E4,1.292E5,4.034E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,837.73371,837.73059,837.73676,19.4069,19.3917,19.4921,4.034E5,2.06E4,1.292E5,4.034E5,12.911,3.2971,5.5943,,
35128,19.4069,19.2506,19.4632,841.6288,841.62653,841.63019,1.433E6,2.067E5,5.429E5,1.433E6,1,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,841.6288,841.62653,841.63019,19.4069,19.2506,19.4632,1.433E6,2.067E5,5.429E5,1.433E6,0.1767,0.6799,0.3598,1,0.0125
35129,19.4069,19.2915,19.4774,841.68669,841.68317,841.69092,5.978E5,6.422E4,2.596E5,5.978E5,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,841.68669,841.68317,841.69092,19.4069,19.2915,19.4774,5.978E5,6.422E4,2.596E5,5.978E5,0.09,0.8052,0.6103,,
35130,19.4069,19.3378,19.4363,843.70305,843.70032,843.70447,3.941E5,2.341E4,1.635E5,3.941E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,843.70305,843.70032,843.70447,19.4069,19.3378,19.4363,3.941E5,2.341E4,1.635E5,3.941E5,0.0666,0.7128,0.4256,,
35131,19.4069,19.2773,19.5906,852.64352,852.64026,852.646,9.611E5,1.256E5,1.102E5,9.611E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,852.64352,852.64026,852.646,19.4069,19.2773,19.5906,9.611E5,1.256E5,1.102E5,9.611E5,0.0705,1.2083,1.5927,,
35132,19.4069,19.2506,19.4227,853.69982,853.69598,853.70184,4.539E5,5.658E4,1.389E5,4.539E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,853.69982,853.69598,853.70184,19.4069,19.2506,19.4227,4.539E5,5.658E4,1.389E5,4.539E5,0.1569,0.5503,0.1006,,
35133,19.4069,19.2506,19.4227,861.7349,861.73364,861.73706,1.114E6,1.256E5,2.462E5,1.114E6,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,861.7349,861.73364,861.73706,19.4069,19.2506,19.4227,1.114E6,1.256E5,2.462E5,1.114E6,0.0847,0.5503,0.1006,,
35134,19.4069,19.0303,19.4632,865.68738,865.68219,865.69067,1.322E6,2.92E5,3.015E5,1.322E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,865.68738,865.68219,865.69067,19.4069,19.0303,19.4632,1.322E6,2.92E5,3.015E5,1.322E6,0.2074,0.5747,0.1494,,
35135,19.4069,19.3917,19.4511,878.64019,878.63855,878.64227,3.683E5,1.507E4,1.091E5,3.683E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,878.64019,878.63855,878.64227,19.4069,19.3917,19.4511,3.683E5,1.507E4,1.091E5,3.683E5,0.0465,1.9499,2.8998,,
35136,19.4069,19.2915,19.4774,883.7209,883.71588,883.72375,1.145E6,1.256E5,4.005E5,1.145E6,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,883.7209,883.71588,883.72375,19.4069,19.2915,19.4774,1.145E6,1.256E5,4.005E5,1.145E6,0.1411,0.8052,0.6103,,
35137,19.4069,19.3378,19.4921,887.66806,887.664,887.67175,7.535E5,7.641E4,1.896E5,7.535E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,887.66806,887.664,887.67175,19.4069,19.3378,19.4921,7.535E5,7.641E4,1.896E5,7.535E5,0.1472,1.1162,1.2325,,
35138,19.4069,19.2773,19.4363,894.66564,894.66046,894.66864,6.972E5,5.49E4,1.53E5,6.972E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,894.66564,894.66046,894.66864,19.4069,19.2773,19.4363,6.972E5,5.49E4,1.53E5,6.972E5,0.0665,0.6134,0.2268,,
35139,19.4069,19.3504,19.4363,916.71086,916.70862,916.71381,5.186E5,2.806E4,1.768E5,5.186E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,916.71086,916.70862,916.71381,19.4069,19.3504,19.4363,5.186E5,2.806E4,1.768E5,5.186E5,0.0285,0.76,0.52,,
35140,19.4069,19.3378,19.4227,921.64486,921.64221,921.64819,3.256E5,1.977E4,1.598E5,3.256E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,921.64486,921.64221,921.64819,19.4069,19.3378,19.4227,3.256E5,1.977E4,1.598E5,3.256E5,0.0355,0.6138,0.2276,,
35141,19.4069,19.3917,19.5212,932.73328,932.73169,932.73779,7.763E5,6.49E4,3.484E5,7.763E5,0,0.25,1,5,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,932.73328,932.73169,932.73779,19.4069,19.3917,19.5212,7.763E5,6.49E4,3.484E5,7.763E5,0.099,4.2548,7.5096,,
35142,19.4069,19.3378,19.4921,938.7224,938.71967,938.72614,7.542E5,7.061E4,1.691E5,7.542E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,938.7224,938.71967,938.72614,19.4069,19.3378,19.4921,7.542E5,7.061E4,1.691E5,7.542E5,0.1206,1.1162,1.2325,,
35143,19.4069,19.3222,19.4921,943.67713,943.67462,943.67914,4.465E5,4.842E4,1.433E5,4.465E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,943.67713,943.67462,943.67914,19.4069,19.3222,19.4921,4.465E5,4.842E4,1.433E5,4.465E5,0.0971,1.0025,1.005,,
35144,19.4069,19.3504,19.4363,969.74634,969.7428,969.74841,4.22E5,2.155E4,1.422E5,4.22E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,969.74634,969.7428,969.74841,19.4069,19.3504,19.4363,4.22E5,2.155E4,1.422E5,4.22E5,0.0753,0.76,0.52,,
35145,19.4069,19.2915,19.4511,1039.62682,1039.62524,1039.62915,6.31E5,6.603E4,2.409E5,6.31E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1039.62682,1039.62524,1039.62915,19.4069,19.2915,19.4511,6.31E5,6.603E4,2.409E5,6.31E5,0.0778,0.6912,0.3824,,
35146,19.4069,19.3774,19.4921,1107.61498,1107.61182,1107.61707,3.89E5,2.48E4,1.602E5,3.89E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1107.61498,1107.61182,1107.61707,19.4069,19.3774,19.4921,3.89E5,2.48E4,1.602E5,3.89E5,0.0829,1.9422,2.8844,,
35147,19.4069,19.3504,19.4227,1416.98749,1416.98486,1416.98999,7.05E5,3.624E4,2.368E5,7.05E5,0,0.25,1,6,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1416.98749,1416.98486,1416.98999,19.4069,19.3504,19.4227,7.05E5,3.624E4,2.368E5,7.05E5,0.0491,0.639,0.2781,,
35148,19.4069,19.2632,19.4227,1417.98989,1417.9834,1417.99194,4.694E5,4.423E4,1.782E5,4.694E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1417.98989,1417.9834,1417.99194,19.4069,19.2632,19.4227,4.694E5,4.423E4,1.782E5,4.694E5,0.086,0.5547,0.1094,,
35149,19.4069,19.3222,19.4632,1449.9765,1449.97107,1449.97986,9.133E5,8.782E4,4.103E5,9.133E5,0,0.25,1,7,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1449.9765,1449.97107,1449.97986,19.4069,19.3222,19.4632,9.133E5,8.782E4,4.103E5,9.133E5,0.086,0.832,0.664,,
35150,19.4069,19.1031,19.4363,1519.02799,1519.02417,1519.03259,6.01E5,1.116E5,2.025E5,6.01E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1519.02799,1519.02417,1519.03259,19.4069,19.1031,19.4363,6.01E5,1.116E5,2.025E5,6.01E5,0.2075,0.5484,0.0968,,
35151,19.4069,19.3378,19.4227,1520.03762,1520.03577,1520.04224,3.401E5,1.859E4,1.55E5,3.401E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1520.03762,1520.03577,1520.04224,19.4069,19.3378,19.4227,3.401E5,1.859E4,1.55E5,3.401E5,0.0711,0.6138,0.2276,,
35152,19.4102,19.2503,19.6052,860.73189,860.73047,860.73303,1.927E6,4.178E5,5.492E5,1.927E6,8,1,4,0,0.948,0.53,0.00046,0.0349,0,,,,,,,,,,,,,DETECTED,860.73171,860.73047,860.73267,19.3929,19.2503,19.588,1.488E6,3.697E5,5.492E5,1.488E6,0.3208,1.1843,1.3685,2,-0.0323,DETECTED,860.73192,860.73083,860.7326,19.4277,19.2718,19.5255,1.773E6,3.251E5,7.026E5,1.773E6,0.2389,0.8133,0.6265,2,-0.0738,DETECTED,860.73178,860.73096,860.73267,19.4132,19.2858,19.5964,1.916E6,3.85E5,6.868E5,1.916E6,0.3265,1.2191,1.4383,2,-0.0316,DETECTED,860.73216,860.7309,860.73303,19.4069,19.2632,19.6052,1.927E6,4.178E5,6.686E5,1.927E6,0.2598,1.1897,1.3793,2,-0.0702
35153,19.4122,19.2985,19.6531,494.52878,494.52856,494.52948,6.397E6,6.636E5,7.995E4,6.397E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,494.52878,494.52856,494.52948,19.4122,19.2985,19.6531,6.397E6,6.636E5,7.995E4,6.397E6,0.079,1.5567,1.5708,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35154,19.4122,19.3128,19.5706,495.53218,495.53156,495.53296,2.173E6,2.171E5,1.067E5,2.173E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,495.53218,495.53156,495.53296,19.4122,19.3128,19.5706,2.173E6,2.171E5,1.067E5,2.173E6,0.0791,1.3012,1.3699,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35155,19.4122,19.3406,19.5105,516.51083,516.51019,516.51355,7.62E5,5.83E4,8.156E4,7.62E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,516.51083,516.51019,516.51355,19.4122,19.3406,19.5105,7.62E5,5.83E4,8.156E4,7.62E5,0.117,1.1868,1.1873,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35156,19.4122,19.1985,19.6531,540.59796,540.59619,540.59846,1.52E6,3.57E5,1.202E5,1.52E6,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,540.59796,540.59619,540.59846,19.4122,19.1985,19.6531,1.52E6,3.57E5,1.202E5,1.52E6,0.2439,1.0787,1.2434,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35157,19.4122,19.2985,19.5554,595.625,595.62323,595.62665,1.959E6,2.806E5,1.514E5,1.959E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,595.625,595.62323,595.62665,19.4122,19.2985,19.5554,1.959E6,2.806E5,1.514E5,1.959E6,0.1482,1.1294,1.0703,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35158,19.4122,19.3993,19.4546,687.62367,687.62207,687.62469,2.986E5,1.142E4,1.689E5,2.986E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,687.62367,687.62207,687.62469,19.4122,19.3993,19.4546,2.986E5,1.142E4,1.689E5,2.986E5,0.0462,2.1415,3.2831,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35159,19.4122,19.3273,19.5105,748.6446,748.64258,748.64672,8.338E5,8.111E4,2.116E5,8.338E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,748.6446,748.64258,748.64672,19.4122,19.3273,19.5105,8.338E5,8.111E4,2.116E5,8.338E5,0.0991,1.0792,1.1584,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35160,19.4122,19.2985,19.5105,753.59851,753.59778,753.59955,7.321E5,8.314E4,1.001E5,7.321E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,753.59851,753.59778,753.59955,19.4122,19.2985,19.5105,7.321E5,8.314E4,1.001E5,7.321E5,0.0984,0.9323,0.8645,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35161,19.4122,19.3993,19.4546,754.60175,754.60077,754.60455,4.731E5,1.345E4,1.24E5,4.731E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,754.60175,754.60077,754.60455,19.4122,19.3993,19.4546,4.731E5,1.345E4,1.24E5,4.731E5,0.0272,2.1415,3.2831,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
35162,19.4122,19.3858,19.5407,766.68656,766.68323,766.69141,3.777E5,3.57E4,9.15E4,3.777E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,766.68656,766.68323,766.69141,19.4122,19.3858,19.5407,3.777E5,3.57E4,9.15E4,3.777E5,0.0573,2.931,4.8621,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
