id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:ccs,datafile:NEG_liver1_0.mzML:feature_state,datafile:NEG_liver1_0.mzML:mz,datafile:NEG_liver1_0.mzML:mz_range:min,datafile:NEG_liver1_0.mzML:mz_range:max,datafile:NEG_liver1_0.mzML:rt,datafile:NEG_liver1_0.mzML:rt_range:min,datafile:NEG_liver1_0.mzML:rt_range:max,datafile:NEG_liver1_0.mzML:height,datafile:NEG_liver1_0.mzML:area,datafile:NEG_liver1_0.mzML:intensity_range:min,datafile:NEG_liver1_0.mzML:intensity_range:max,datafile:NEG_liver1_0.mzML:fwhm,datafile:NEG_liver1_0.mzML:tailing_factor,datafile:NEG_liver1_0.mzML:asymmetry_factor,datafile:NEG_liver1_0.mzML:fragment_scans,datafile:NEG_liver1_0.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_1.mzML:feature_state,datafile:NEG_liver1_1.mzML:mz,datafile:NEG_liver1_1.mzML:mz_range:min,datafile:NEG_liver1_1.mzML:mz_range:max,datafile:NEG_liver1_1.mzML:rt,datafile:NEG_liver1_1.mzML:rt_range:min,datafile:NEG_liver1_1.mzML:rt_range:max,datafile:NEG_liver1_1.mzML:height,datafile:NEG_liver1_1.mzML:area,datafile:NEG_liver1_1.mzML:intensity_range:min,datafile:NEG_liver1_1.mzML:intensity_range:max,datafile:NEG_liver1_1.mzML:fwhm,datafile:NEG_liver1_1.mzML:tailing_factor,datafile:NEG_liver1_1.mzML:asymmetry_factor,datafile:NEG_liver1_1.mzML:fragment_scans,datafile:NEG_liver1_1.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_2.mzML:feature_state,datafile:NEG_liver1_2.mzML:mz,datafile:NEG_liver1_2.mzML:mz_range:min,datafile:NEG_liver1_2.mzML:mz_range:max,datafile:NEG_liver1_2.mzML:rt,datafile:NEG_liver1_2.mzML:rt_range:min,datafile:NEG_liver1_2.mzML:rt_range:max,datafile:NEG_liver1_2.mzML:height,datafile:NEG_liver1_2.mzML:area,datafile:NEG_liver1_2.mzML:intensity_range:min,datafile:NEG_liver1_2.mzML:intensity_range:max,datafile:NEG_liver1_2.mzML:fwhm,datafile:NEG_liver1_2.mzML:tailing_factor,datafile:NEG_liver1_2.mzML:asymmetry_factor,datafile:NEG_liver1_2.mzML:fragment_scans,datafile:NEG_liver1_2.mzML:rt_ms2_apex_distance,datafile:NEG_liver1_3.mzML:feature_state,datafile:NEG_liver1_3.mzML:mz,datafile:NEG_liver1_3.mzML:mz_range:min,datafile:NEG_liver1_3.mzML:mz_range:max,datafile:NEG_liver1_3.mzML:rt,datafile:NEG_liver1_3.mzML:rt_range:min,datafile:NEG_liver1_3.mzML:rt_range:max,datafile:NEG_liver1_3.mzML:height,datafile:NEG_liver1_3.mzML:area,datafile:NEG_liver1_3.mzML:intensity_range:min,datafile:NEG_liver1_3.mzML:intensity_range:max,datafile:NEG_liver1_3.mzML:fwhm,datafile:NEG_liver1_3.mzML:tailing_factor,datafile:NEG_liver1_3.mzML:asymmetry_factor,datafile:NEG_liver1_3.mzML:fragment_scans,datafile:NEG_liver1_3.mzML:rt_ms2_apex_distance
13245,13.4187,13.2948,13.7301,852.56539,852.56514,852.56567,3.225E7,9.116E6,9.147E6,3.225E7,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,852.56539,852.56514,852.56567,13.4187,13.2948,13.7301,3.225E7,9.116E6,9.147E6,3.225E7,0.3371,1.7564,2.5127,,
13246,13.4187,13.2792,13.45,1530.0352,1530.02832,1530.04431,3.53E5,3.878E4,1.181E5,3.53E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1530.0352,1530.02832,1530.04431,13.4187,13.2792,13.45,3.53E5,3.878E4,1.181E5,3.53E5,0.0826,0.6122,0.2244,,
13247,13.4201,13.1851,13.7656,764.5132,764.51282,764.52045,5.418E7,9.963E6,1.394E5,5.418E7,2,0.5,2,2,0.985,0.16,0.00012,0.0027,0,PE 18:2_20:3 (0.701),PE 18:2_20:3,0.701,2,0.8695,[M-H]-,C43H76NO8P,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC,764.52358,-0.01038,-13.58,272.04,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,764.51326,764.51288,764.52045,13.4214,13.2045,13.7656,5.418E7,9.739E6,1.394E5,5.418E7,0.2332,1.7296,1.7885,1,-0.175,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,764.51314,764.51282,764.51892,13.4187,13.1851,13.7452,5.315E7,9.963E6,2.193E5,5.315E7,0.1526,3.958,1.9772,1,-0.1938
13248,13.4208,13.2948,13.4956,869.55482,869.55206,869.5603,6.604E5,8.104E4,1.275E5,6.604E5,2,0.5,2,6,0.878,0.65,0.00057,0.0585,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,869.55454,869.55206,869.55835,13.3915,13.3138,13.4066,6.382E5,3.197E4,1.892E5,6.382E5,0.0795,0.5969,0.1938,1,-0.0479,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,869.55511,869.55267,869.5603,13.45,13.2948,13.4956,6.604E5,8.104E4,1.275E5,6.604E5,0.1352,0.6466,0.3154,1,-0.1141
13249,13.4214,13.2819,13.7819,212.64212,212.64188,212.6423,6.024E5,1.729E5,1.005E5,6.024E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,212.64212,212.64188,212.6423,13.4214,13.2819,13.7819,6.024E5,1.729E5,1.005E5,6.024E5,0.3311,1.792,2.8202,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13250,13.4214,13.2819,13.4373,212.89298,212.89276,212.89322,3.96E5,2.919E4,5.38E4,3.96E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,212.89298,212.89276,212.89322,13.4214,13.2819,13.4373,3.96E5,2.919E4,5.38E4,3.96E5,0.0982,0.557,0.1228,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13251,13.4214,13.2517,13.7505,762.4352,762.43469,762.4364,2.672E6,4.692E5,1.298E5,2.672E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,762.4352,762.43469,762.4364,13.4214,13.2517,13.7505,2.672E6,4.692E5,1.298E5,2.672E6,0.1662,1.4809,1.8307,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13252,13.4214,13.2657,13.7185,762.57935,762.57892,762.58014,2.803E6,4.822E5,2.339E5,2.803E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,762.57935,762.57892,762.58014,13.4214,13.2657,13.7185,2.803E6,4.822E5,2.339E5,2.803E6,0.1465,1.6199,1.8897,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13253,13.4214,13.2198,13.922,763.51012,763.50989,763.51068,2.059E8,3.664E7,6.509E5,2.059E8,1,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,763.51012,763.50989,763.51068,13.4214,13.2198,13.922,2.059E8,3.664E7,6.509E5,2.059E8,0.1496,1.5042,1.7942,1,0.447,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13254,13.4214,13.2517,13.7185,765.51604,765.51449,765.51752,1.058E7,1.813E6,6.992E5,1.058E7,3,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,765.51604,765.51449,765.51752,13.4214,13.2517,13.7185,1.058E7,1.813E6,6.992E5,1.058E7,0.173,1.957,1.5693,3,-0.0564,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13255,13.4214,13.2517,13.7034,766.51835,766.51459,766.52081,1.951E6,2.832E5,9.24E4,1.951E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,766.51835,766.51459,766.52081,13.4214,13.2517,13.7034,1.951E6,2.832E5,9.24E4,1.951E6,0.1013,1.2827,1.99,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13256,13.4214,13.2657,13.7819,850.4745,850.47321,850.47589,1.209E6,3.597E5,1.08E5,1.209E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,850.4745,850.47321,850.47589,13.4214,13.2657,13.7819,1.209E6,3.597E5,1.08E5,1.209E6,0.3151,1.735,2.8807,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13257,13.4214,13.2358,14.3831,850.55944,850.5592,850.55975,2.063E8,6.794E7,1.907E6,2.063E8,9,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,850.55944,850.5592,850.55975,13.4214,13.2358,14.3831,2.063E8,6.794E7,1.907E6,2.063E8,0.3329,2.5708,3.2831,9,0.0045,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13258,13.4214,13.2358,13.9541,851.5625,851.56232,851.56305,1.096E8,3.406E7,1.062E6,1.096E8,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,851.5625,851.56232,851.56305,13.4214,13.2358,13.9541,1.096E8,3.406E7,1.062E6,1.096E8,0.3263,2.2533,2.998,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13259,13.4214,13.2978,13.7346,852.56548,852.56525,852.56573,3.189E7,9.021E6,1.039E7,3.189E7,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,852.56548,852.56525,852.56573,13.4214,13.2978,13.7346,3.189E7,9.021E6,1.039E7,3.189E7,0.3496,1.7665,2.533,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13260,13.4214,13.3138,13.7346,853.56883,853.56854,853.56934,6.672E6,1.863E6,2.438E6,6.672E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,853.56883,853.56854,853.56934,13.4214,13.3138,13.7346,6.672E6,1.863E6,2.438E6,6.672E6,0.3409,1.9544,2.9088,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13261,13.4214,13.2517,13.5635,1465.07298,1465.07092,1465.08252,1.772E6,2.169E5,1.007E5,1.772E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1465.07298,1465.07092,1465.08252,13.4214,13.2517,13.5635,1.772E6,2.169E5,1.007E5,1.772E6,0.0583,0.9384,1.0809,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13262,13.4214,13.3138,13.5154,1467.08037,1467.07788,1467.08289,7.212E5,7.679E4,1.744E5,7.212E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1467.08037,1467.07788,1467.08289,13.4214,13.3138,13.5154,7.212E5,7.679E4,1.744E5,7.212E5,0.1205,0.9367,0.8734,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13263,13.4214,13.4066,13.469,1549.00416,1549.00256,1549.00867,4.397E5,1.638E4,2.172E5,4.397E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1549.00416,1549.00256,1549.00867,13.4214,13.4066,13.469,4.397E5,1.638E4,2.172E5,4.397E5,0.2476,2.1034,3.2068,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13264,13.4214,13.3447,13.5934,1555.1323,1555.12891,1555.13958,7.15E5,8.874E4,1.519E5,7.15E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1555.1323,1555.12891,1555.13958,13.4214,13.3447,13.5934,7.15E5,8.874E4,1.519E5,7.15E5,0.1219,1.6207,2.2414,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13265,13.4214,13.2517,13.7819,1569.07062,1569.0697,1569.08594,9.647E6,1.605E6,9.823E4,9.647E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1569.07062,1569.0697,1569.08594,13.4214,13.2517,13.7819,9.647E6,1.605E6,9.823E4,9.647E6,0.1556,1.585,1.993,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13266,13.4214,13.2657,13.7346,1570.07379,1570.07251,1570.08386,5.428E6,8.518E5,1.348E5,5.428E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1570.07379,1570.07251,1570.08386,13.4214,13.2657,13.7346,5.428E6,8.518E5,1.348E5,5.428E6,0.1673,1.5918,2.0551,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13267,13.4214,13.2657,13.6719,1571.07734,1571.07336,1571.08875,2.061E6,3.045E5,5.465E4,2.061E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1571.07734,1571.07336,1571.08875,13.4214,13.2657,13.6719,2.061E6,3.045E5,5.465E4,2.061E6,0.1739,1.4267,2.1568,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13268,13.4214,13.2819,13.485,1572.07869,1572.07629,1572.08997,5.425E5,5.634E4,6.308E4,5.425E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1572.07869,1572.07629,1572.08997,13.4214,13.2819,13.485,5.425E5,5.634E4,6.308E4,5.425E5,1.2734,0.7278,0.5061,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13269,13.4214,13.2657,13.625,1657.12326,1657.12048,1657.12537,3.485E6,7.108E5,5.93E4,3.485E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1657.12326,1657.12048,1657.12537,13.4214,13.2657,13.625,3.485E6,7.108E5,5.93E4,3.485E6,0.1859,1.3399,1.8756,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13270,13.4251,13.2517,13.7656,1568.06752,1568.06506,1568.08167,9.365E6,1.622E6,1.325E5,9.365E6,2,0.5,2,2,0.972,0.25,0.00039,0.0075,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1568.06732,1568.06506,1568.08167,13.4214,13.2517,13.7656,9.365E6,1.622E6,1.325E5,9.365E6,0.1537,1.4991,2.0243,1,-0.0047,DETECTED,1568.06772,1568.06653,1568.07275,13.4289,13.2587,13.7574,9.162E6,1.582E6,1.37E5,9.162E6,0.1361,1.3659,1.6314,1,-0.0341,UNKNOWN,,,,,,,,,,,,,,,
13271,13.4256,13.3156,13.4415,750.57341,750.57196,750.57428,6.581E5,4.262E4,1.399E5,6.581E5,1,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,DETECTED,750.57341,750.57196,750.57428,13.4256,13.3156,13.4415,6.581E5,4.262E4,1.399E5,6.581E5,0.0686,0.5724,0.1447,1,-0.0382,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13272,13.4256,13.2535,13.5493,862.43374,862.43134,862.43538,7.499E5,1.227E5,1.678E5,7.499E5,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,862.43374,862.43134,862.43538,13.4256,13.2535,13.5493,7.499E5,1.227E5,1.678E5,7.499E5,0.1338,0.8596,0.7193,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13273,13.4256,13.3938,13.4884,863.43318,863.42999,863.4361,5.78E5,3.045E4,1.64E5,5.78E5,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,863.43318,863.42999,863.4361,13.4256,13.3938,13.4884,5.78E5,3.045E4,1.64E5,5.78E5,0.0834,1.49,1.98,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13274,13.4256,13.2689,13.5803,1465.07374,1465.07068,1465.08167,1.827E6,2.325E5,1.727E5,1.827E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1465.07374,1465.07068,1465.08167,13.4256,13.2689,13.5803,1.827E6,2.325E5,1.727E5,1.827E6,0.1207,0.8375,1.2243,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13275,13.4256,13.2689,13.6885,1466.07762,1466.07532,1466.08228,1.517E6,2.296E5,5.952E4,1.517E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1466.07762,1466.07532,1466.08228,13.4256,13.2689,13.6885,1.517E6,2.296E5,5.952E4,1.517E6,0.1364,1.4742,2.1327,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13276,13.4256,13.2847,13.5803,1529.03044,1529.02747,1529.03735,1.163E6,1.583E5,1.065E5,1.163E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1529.03044,1529.02747,1529.03735,13.4256,13.2847,13.5803,1.163E6,1.583E5,1.065E5,1.163E6,0.1444,0.991,0.9361,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13277,13.4256,13.2689,13.7814,1569.07091,1569.06848,1569.07605,9.94E6,1.687E6,1.511E5,9.94E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1569.07091,1569.06848,1569.07605,13.4256,13.2689,13.7814,9.94E6,1.687E6,1.511E5,9.94E6,0.1347,1.6385,1.915,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13278,13.4256,13.2535,13.8597,1570.07421,1570.07092,1570.08911,5.229E6,9.002E5,5.956E4,5.229E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1570.07421,1570.07092,1570.08911,13.4256,13.2535,13.8597,5.229E6,9.002E5,5.956E4,5.229E6,0.1379,1.6553,2.1317,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13279,13.4256,13.2997,13.5042,1659.13159,1659.1283,1659.13635,8.696E5,9.601E4,9.547E4,8.696E5,0,0.25,1,6,1,0,0,0,0,,,,,,,,,,,,,DETECTED,1659.13159,1659.1283,1659.13635,13.4256,13.2997,13.5042,8.696E5,9.601E4,9.547E4,8.696E5,0.0502,0.8122,0.7053,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13280,13.4289,13.2896,13.8215,868.5532,868.55133,868.55585,2.092E6,5.809E5,2.469E5,2.092E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,868.5532,868.55133,868.55585,13.4289,13.2896,13.8215,2.092E6,5.809E5,2.469E5,2.092E6,0.3201,1.9096,2.7842,,,UNKNOWN,,,,,,,,,,,,,,,
13281,13.4289,13.3674,13.4608,1552.03763,1552.03271,1552.04163,7.743E5,4.081E4,2.561E5,7.743E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1552.03763,1552.03271,1552.04163,13.4289,13.3674,13.4608,7.743E5,4.081E4,2.561E5,7.743E5,0.3334,0.7599,0.5197,,,UNKNOWN,,,,,,,,,,,,,,,
13282,13.4289,13.3977,13.5228,1555.13167,1555.12976,1555.13623,7.836E5,4.62E4,2.133E5,7.836E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1555.13167,1555.12976,1555.13623,13.4289,13.3977,13.5228,7.836E5,4.62E4,2.133E5,7.836E5,0.0625,2.0065,3.0129,,,UNKNOWN,,,,,,,,,,,,,,,
13283,13.4289,13.2896,13.4449,1659.13182,1659.12817,1659.13623,8.744E5,6.131E4,1.662E5,8.744E5,0,0.25,1,6,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1659.13182,1659.12817,1659.13623,13.4289,13.2896,13.4449,8.744E5,6.131E4,1.662E5,8.744E5,0.0909,0.5574,0.0671,,,UNKNOWN,,,,,,,,,,,,,,,
13284,13.4341,13.2792,13.7301,851.47761,851.47711,851.47901,7.932E5,2.234E5,2.221E5,7.932E5,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,851.47761,851.47711,851.47901,13.4341,13.2792,13.7301,7.932E5,2.234E5,2.221E5,7.932E5,0.3277,1.4551,1.9102,,
13285,13.4341,13.3102,13.45,1467.08062,1467.07849,1467.08667,6.503E5,6.427E4,2.146E5,6.503E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1467.08062,1467.07849,1467.08667,13.4341,13.3102,13.45,6.503E5,6.427E4,2.146E5,6.503E5,0.1088,0.5641,0.1282,,
13286,13.4341,13.3724,13.4658,1553.03834,1553.03699,1553.03967,6.478E5,3.625E4,2.521E5,6.478E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1553.03834,1553.03699,1553.03967,13.4341,13.3724,13.4658,6.478E5,3.625E4,2.521E5,6.478E5,0.0648,0.7564,0.5128,,
13287,13.4341,13.2792,13.5891,1553.12645,1553.12317,1553.13111,9.177E5,1.823E5,1.069E5,9.177E5,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1553.12645,1553.12317,1553.13111,13.4341,13.2792,13.5891,9.177E5,1.823E5,1.069E5,9.177E5,0.2013,1.0002,1.0961,,
13288,13.4341,13.4187,13.5734,1554.12888,1554.1272,1554.13013,1.207E6,1.205E5,3.742E5,1.207E6,0,0.25,1,4,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1554.12888,1554.1272,1554.13013,13.4341,13.4187,13.5734,1.207E6,1.205E5,3.742E5,1.207E6,0.1009,5.0142,9.0285,,
13289,13.4341,13.3573,13.7301,1555.13187,1555.12659,1555.13838,6.164E5,1.043E5,6.941E4,6.164E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,1555.13187,1555.12659,1555.13838,13.4341,13.3573,13.7301,6.164E5,1.043E5,6.941E4,6.164E5,0.213,2.4271,3.8027,,
13290,13.435,13.2428,13.5382,840.53039,840.52856,840.5345,7.945E5,1.304E5,5.693E4,7.945E5,4,0.75,3,1,0.902,0.5,0.00042,0.0669,0,,,,,,,,,,,,,DETECTED,840.53032,840.52856,840.5345,13.4097,13.2535,13.4415,7.945E5,8.2E4,5.693E4,7.945E5,0.1114,0.6089,0.2373,1,-0.0736,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,840.53064,840.52924,840.53425,13.4766,13.2428,13.5382,7.839E5,1.304E5,6.323E4,7.839E5,0.2044,0.6394,0.2852,2,-0.1591,DETECTED,840.53022,840.52942,840.53409,13.4187,13.2482,13.4341,7.133E5,7.482E4,8.015E4,7.133E5,0.1236,0.5452,0.0986,1,-0.0958
13291,13.4373,13.2978,13.7656,851.64712,851.64624,851.64838,7.152E5,2.012E5,1.632E5,7.152E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,851.64712,851.64624,851.64838,13.4373,13.2978,13.7656,7.152E5,2.012E5,1.632E5,7.152E5,0.3053,1.6763,2.3525,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
13292,13.4373,13.2978,13.5775,854.57074,854.56866,854.57257,1.133E6,2.385E5,4.371E5,1.133E6,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,854.57074,854.56866,854.57257,13.4373,13.2978,13.5775,1.133E6,2.385E5,4.371E5,1.133E6,0.2032,1.0024,1.0048,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
