row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,neg_FRN5_O3.mzML Peak area,neg_FRN4_O3.mzML Peak area,neg_FRN3_O3.mzML Peak area,neg_FRN2_O3.mzML Peak area,neg_FRN1_O3.mzML Peak area,neg_HFO1_O3.mzML Peak area,neg_HFO3_O3.mzML Peak area,neg_HFO2_O3.mzML Peak area,neg_HFO5_O3.mzML Peak area,neg_HFO4_O3.mzML Peak area,
22566,772.4848561440654,18.970037,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24183.828,
22567,801.4823010418941,18.970037,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6438.223,
22568,866.5624267998296,18.971453,,,,,,,,,,,0,0,0,0,15218.207,0,0,0,0,0,
22569,838.5665091527442,18.97249,,,,,,,,,,,0,0,3941.7783,0,0,0,0,0,0,0,
22570,848.665418252179,18.97249,,,,,,,,,,,0,0,1915105.1,0,0,0,0,0,0,0,
22571,930.4452467634584,18.975037,,,,,,,,,,,0,4121.748,0,0,0,0,0,0,6883.4023,0,
22572,828.547441224445,18.97519,,,,,,,,,,,0,0,11607.049,12377.752,12826.248,34922.23,35739.91,38128.914,32446.479,41460.19,
22573,414.16146925943076,18.975267,,,,,,,,,,,0,0,0,0,0,4208.797,5814.4766,4304.138,0,4650.4,
22574,989.5263600666237,18.975718,,,,,,,,,,,0,0,8400.617,0,0,0,11509.149,0,0,0,
22575,769.4774828198915,18.97786,,,,,,,,,,,0,0,0,0,0,0,0,12187.759,9163.768,12232.453,
22576,768.4756542179383,18.977877,,,,,,,,,,,0,0,0,5945.229,7670.343,32226.281,32915.1,37046.695,25479.836,31936.982,
22577,777.4389577421416,18.978266,,,,,,,,,,,0,35359.574,43438.344,0,0,63099.297,63846.16,67206.93,64357.19,0,
22578,815.3870221962733,18.978378,,,,,,,,,,,3976.285,0,0,0,8675.658,0,7858.062,11554.539,0,0,
22579,733.4570798949067,18.978945,,,,,,,,,,,0,0,0,0,0,0,11467.077,0,0,0,
22580,1045.687584215665,18.978945,,,,,,,,,,,0,0,0,0,0,0,11329.617,0,0,0,
22581,685.3480954295071,18.979216,,,,,,,,,,,0,0,0,0,0,0,4535.975,0,3966.2424,0,
22582,801.5564339577436,18.979303,,,,,,,,,,,0,0,6063.508,4921.4756,0,20233.73,24498.574,26173.785,0,0,
22583,614.2667462798136,18.979374,,,,,,,,,,,0,0,0,0,0,4699.472,0,8224.834,9928.782,8316.31,
22584,959.6643697348308,18.9794,,,,,,,,,,,0,0,0,0,0,8484.857,0,10278.327,7585.117,9591.148,
22585,735.3921824349434,18.97958,,,,,,,,,,,0,0,0,28750.434,34741.992,31345.293,0,0,34008.543,27612.004,
22586,811.4453547098339,18.981426,,,,,,,,,,,0,0,0,0,0,6135.218,9585.653,0,0,0,
22587,800.5530928840053,18.98148,,,,,,,,,,,7440.326,15254.79,12766.988,14531.246,14145.889,46494.168,49253.07,59035.49,44135.637,52713.066,
22588,897.6146154920423,18.981539,,,,,,,,,,,0,0,0,0,0,0,3189.4912,9105.389,0,0,
22589,766.4589043793587,18.98183,,,,,,,,,,,0,0,0,0,0,0,0,6279.3174,4551.1504,0,
22590,770.4704611588443,18.98183,,,,,,,,,,,0,0,0,0,0,0,0,14035.026,9709.6045,0,
22591,815.4542399460511,18.98183,,,,,,,,,,,0,0,0,0,0,0,0,28020.37,18108.469,0,
22592,840.5839207547563,18.98195,,,,,,,,,,,13651.666,28040.77,19895.617,0,19818.406,89672.08,86193.81,106084.93,84961.4,96780.06,
22593,880.6155751388102,18.982904,,,,,,,,,,,7432.8853,14241.96,12321.118,13844.18,14421.971,58331.316,50862.586,66334.805,57370.07,53661.91,
22594,881.6185173702662,18.983162,,,,,,,,,,,3688.8633,0,0,0,6712.3926,0,0,0,0,0,
22595,868.5764516803031,18.98354,,,,,,,,,,,0,18381.666,19869.229,16811.43,15921.871,57138.344,51295.617,56248.668,46169.633,47421.35,
22596,454.12076139945594,18.983908,,,,,,,,,,,0,0,0,0,0,4293.335,0,0,0,0,
22597,922.6654401790545,18.983908,,,,,,,,,,,0,0,0,0,0,15153.802,0,0,0,0,
22598,962.6040153406931,18.983908,,,,,,,,,,,0,0,0,0,0,92377.57,0,0,0,0,
22599,956.6450525848232,18.984,,,,,,,,,,,0,0,4189.5083,0,0,12563.502,0,12000.6875,11534.9,0,
22600,734.4692844433516,18.984043,,,,,,,,,,,0,0,0,0,0,12640.093,0,16653.385,0,0,
22601,842.5974617897907,18.984043,,,,,,,,,,,0,0,0,0,0,27140.645,0,29750.35,0,0,
22602,773.4883205836186,18.984179,,,,,,,,,,,0,0,0,0,0,0,0,10736.144,0,0,
22603,890.5614927904701,18.984179,,,,,,,,,,,0,0,0,0,0,0,0,3279.5947,0,0,
22604,895.5153582341296,18.984179,,,,,,,,,,,0,0,0,0,0,0,0,9927.605,0,0,
22605,915.712704404421,18.984179,,,,,,,,,,,0,0,0,0,0,0,0,5660.8784,0,0,
22606,856.4292455722289,18.984457,,,,,,,,,,,17050.426,34081.715,35936.332,32369.354,35620.242,62284.4,58640.625,67679.0,58437.652,55048.793,
22607,925.6005956531593,18.984451,,,,,,,,,,,90980.66,108946.73,121514.73,109930.164,116013.01,211623.73,210620.27,248259.5,189097.38,208364.22,
22608,926.6035076854093,18.984459,,,,,,,,,,,34293.875,55659.473,56213.332,69753.69,62764.652,109156.266,102734.74,130689.695,101524.95,105333.45,
22609,878.5995388408836,18.98495,,,,,,,,,,,4229.113,0,0,0,4282.9956,16098.706,20112.744,24628.191,18464.938,23571.43,
22610,882.6312699790205,18.985147,,,,,,,,,,,0,0,0,0,5479.9414,29499.312,0,35738.652,0,0,
22611,886.5728124642992,18.985313,,,,,,,,,,,81825.85,124175.05,105812.48,0,129702.266,245087.44,212792.06,321044.16,217291.66,220296.28,
22612,580.2609274085964,18.986044,,,,,,,,,,,0,0,0,0,0,13934.808,15558.489,0,14003.69,13346.268,
22613,846.5414159655915,18.98604,,,,,,,,,,,43405.766,0,79132.18,68169.5,78700.2,0,0,165570.72,0,0,
22614,843.5222418077608,18.986048,,,,,,,,,,,40923.26,63799.883,60900.77,57733.145,58973.848,96108.43,94882.22,121416.46,105719.65,111033.17,
22615,845.5377677317508,18.986048,,,,,,,,,,,106103.984,156743.0,167928.22,150755.94,180555.36,314382.84,304424.47,337768.03,271260.06,287514.16,
22616,885.5692677824151,18.986048,,,,,,,,,,,134314.78,236759.45,208763.77,261078.48,252044.4,473305.9,446759.66,570661.4,429549.75,438182.7,
22617,935.4822755183228,18.986252,,,,,,,,,,,0,0,0,5292.2026,0,0,0,0,8209.426,0,
22618,998.6907834272056,18.986252,,,,,,,,,,,0,9122.67,0,0,0,0,18158.459,18341.943,19019.0,0,
22619,692.4224733561472,18.986292,,,,,,,,,,,0,0,10239.506,0,8988.524,40282.805,44421.113,47860.79,37987.258,40265.457,
22620,812.3675517529911,18.986485,,,,,,,,,,,0,5730.311,0,0,0,0,0,0,0,0,
22621,853.4681166195317,18.98678,,,,,,,,,,,0,0,8220.068,0,3662.4697,12594.287,6873.2637,0,4029.4521,0,
22622,841.5506777740763,18.98693,,,,,,,,,,,6349.401,0,0,0,0,0,2790.434,0,0,0,
22623,957.6493736109314,18.987171,,,,,,,,,,,0,0,0,0,0,0,4256.901,0,8986.537,0,
22624,1044.6821129576103,18.987354,,,,,,,,,,,0,17783.46,0,0,0,37142.586,33509.78,36074.523,0,0,
22625,733.3762671311944,18.987389,,,,,,,,,,,0,0,0,0,8538.68,0,0,0,0,0,
22626,897.467242123851,18.987598,,,,,,,,,,,0,0,0,0,9264.734,15216.102,12413.692,5984.5024,0,0,
22627,963.6147764698844,18.987625,,,,,,,,,,,50854.21,69439.95,63094.273,75504.64,70340.13,85982.53,109642.04,113030.766,77446.33,84323.35,
22628,775.423276694888,18.988094,,,,,,,,,,,0,0,29313.283,25035.812,29500.46,0,39826.367,0,41812.23,41750.11,
22629,990.7398111175713,18.988857,,,,,,,,,,,0,0,0,0,0,35643.92,30779.836,36995.168,32574.387,33560.57,
22630,1002.6346131371391,18.988909,,,,,,,,,,,22594.111,0,12812.731,0,11740.084,24661.205,35802.54,0,0,33820.184,
22631,844.5259846281352,18.989016,,,,,,,,,,,0,0,30300.459,0,0,53330.28,57202.12,0,0,0,
22632,1003.6463620883505,18.989218,,,,,,,,,,,48194.23,50230.777,44752.695,48615.336,49963.82,64764.266,83355.44,79552.23,88307.24,59931.508,
22633,855.4850667012694,18.989239,,,,,,,,,,,15160.287,13610.418,20672.379,20996.818,15379.539,19884.883,26659.375,30176.04,21063.928,21436.756,
22634,959.5851862934745,18.989231,,,,,,,,,,,43955.45,40201.04,38445.49,41346.477,45839.96,81540.234,77212.91,87216.805,72831.62,74082.81,
22635,856.4897656073704,18.989391,,,,,,,,,,,0,0,0,0,0,13487.26,11945.805,0,0,0,
22636,816.3982898521142,18.989433,,,,,,,,,,,19907.0,46255.62,43152.566,45220.902,51348.11,85088.55,82119.5,89815.266,76128.0,74446.336,
22637,881.4348593678067,18.989727,,,,,,,,,,,0,6661.031,0,3966.8748,16756.36,0,0,0,9164.6455,8157.292,
22638,924.5889015152426,18.989958,,,,,,,,,,,33779.316,0,0,0,43281.93,70478.11,0,0,65763.086,0,
22639,852.3983426373488,18.990345,,,,,,,,,,,6518.0186,11567.299,10221.92,9901.41,14353.587,16368.001,22837.523,0,10039.498,0,
22640,879.603590220748,18.990673,,,,,,,,,,,0,0,0,0,0,0,0,0,8405.094,7925.7744,
22641,814.3822160800747,18.990816,,,,,,,,,,,16122.404,24360.818,25554.568,25925.469,28298.148,27930.203,25898.734,44435.03,23453.975,27708.28,
22642,961.6001106865417,18.99081,,,,,,,,,,,93894.12,102178.164,107588.305,97369.766,130270.35,149646.97,144847.58,163808.67,101035.33,166121.78,
22643,923.5849924689776,18.990816,,,,,,,,,,,59763.65,71282.12,68859.77,70126.77,75878.28,126943.234,136680.45,127949.83,123484.266,96815.41,
22644,896.460413325993,18.990898,,,,,,,,,,,8296.92,18496.81,20841.479,18657.514,21791.834,34513.37,34968.227,40529.734,32991.293,29662.422,
22645,914.7091916403878,18.991196,,,,,,,,,,,0,0,0,0,0,11938.942,9324.07,7304.9883,0,10648.076,
22646,827.5351822247388,18.991344,,,,,,,,,,,0,0,0,0,0,9155.389,0,4602.7773,3082.3696,10066.386,
22647,917.6177518458311,18.991343,,,,,,,,,,,0,0,0,0,0,12950.095,0,16501.424,11364.565,11867.59,
22648,958.664789539063,18.992043,,,,,,,,,,,0,0,0,0,0,19154.92,16978.215,19787.715,16021.392,16671.055,
22649,934.4764832513782,18.992815,,,,,,,,,,,8405.983,0,12322.332,10628.922,13233.444,15721.95,25063.17,24270.428,0,13083.371,
22650,846.6094805709441,18.99296,,,,,,,,,,,0,0,0,0,0,10066.551,7641.656,10272.481,0,0,
22651,374.8795224129816,18.993025,,,,,,,,,,,0,0,0,3513.2217,0,0,0,0,0,0,
22652,774.4992108570447,18.993546,,,,,,,,,,,0,0,0,0,0,9306.845,10625.514,0,0,3867.2964,
22653,944.6095189599273,18.993538,,,,,,,,,,,0,0,0,0,0,14134.607,12463.283,0,0,11143.345,
22654,853.402359062502,18.99374,,,,,,,,,,,0,0,0,0,5087.603,0,0,8336.002,0,0,
22655,1043.6787107558414,18.994,,,,,,,,,,,34907.613,28846.455,33884.85,32332.934,35820.312,52044.336,53962.824,57221.29,52356.91,50294.77,
22656,1001.6315607876277,18.994022,,,,,,,,,,,28058.64,18834.273,33231.984,34655.598,38955.938,45094.32,62651.65,64228.883,41178.1,60247.168,
22657,854.4135711634493,18.994072,,,,,,,,,,,14110.382,23571.02,35277.6,28285.963,26106.746,36591.867,35360.01,48767.56,29021.28,32153.225,
22658,812.366850561493,18.994083,,,,,,,,,,,4329.3335,5013.5264,6751.6743,12755.518,8636.664,20784.092,12894.256,7707.9463,11821.0,12107.986,
22659,798.4644432898278,18.994864,,,,,,,,,,,0,0,0,0,0,0,3444.2866,0,0,0,
22660,812.5174133475001,18.994864,,,,,,,,,,,0,0,0,0,0,0,8612.938,0,0,0,
22661,855.5656659382826,18.994864,,,,,,,,,,,0,0,0,0,0,0,3879.1768,0,0,0,
22662,916.6137164426908,18.994864,,,,,,,,,,,0,0,0,0,0,0,19903.363,0,0,0,
22663,960.5885526639408,18.99535,,,,,,,,,,,0,20426.602,21549.943,0,0,0,0,0,0,0,
22664,850.5310782728532,18.995424,,,,,,,,,,,0,0,0,0,0,0,0,0,3631.797,0,
22665,817.4031569526392,18.995491,,,,,,,,,,,4527.965,0,15421.358,16241.057,14385.813,29862.045,28637.342,0,0,0,
22666,776.4272132444944,18.99581,,,,,,,,,,,6897.8604,0,11365.983,0,0,19487.742,0,0,0,17555.494,
22667,656.3134329256743,18.99589,,,,,,,,,,,0,4897.341,4706.7725,5797.858,4834.406,17243.674,17638.082,20911.777,14620.354,19249.62,
22668,773.4079148408831,18.995884,,,,,,,,,,,0,0,9843.112,20148.045,17882.387,0,12661.421,25532.402,0,0,
22669,813.4382002907151,18.995953,,,,,,,,,,,0,4072.6743,0,6824.738,11161.551,0,0,0,15301.52,4959.9023,
22670,838.5682825630131,18.99628,,,,,,,,,,,0,11857.064,4232.2397,0,10737.787,32939.047,31964.516,39729.176,30331.695,37080.453,
22671,778.4421336538027,18.996458,,,,,,,,,,,0,0,0,0,10242.988,0,0,13336.248,0,13672.048,
22672,884.558060105291,18.997381,,,,,,,,,,,0,0,91999.37,0,72468.086,0,159421.14,160996.75,97855.03,127096.875,
22673,918.6337842536964,18.997383,,,,,,,,,,,0,0,0,0,0,0,10041.604,0,10434.046,9841.832,
22674,726.4281314386176,18.99757,,,,,,,,,,,0,0,0,0,0,18338.19,21722.979,23528.84,21271.602,0,
22675,818.4739129745893,18.997631,,,,,,,,,,,0,0,0,0,0,14107.094,0,0,16701.715,0,
22676,974.5073151354021,18.998672,,,,,,,,,,,0,5237.276,0,8153.362,8313.611,0,10407.482,11038.425,9218.444,7853.9873,
22677,991.743058344022,18.999037,,,,,,,,,,,0,0,0,0,0,23140.201,0,0,18528.342,19164.951,
22678,919.635321110426,18.999048,,,,,,,,,,,0,0,0,0,0,8356.327,0,0,6996.257,5615.0,
22679,895.4494947150177,18.999231,,,,,,,,,,,0,7731.6743,0,0,0,16464.984,0,0,14339.515,0,
22680,892.4295943243997,18.999666,,,,,,,,,,,0,0,0,0,9941.389,10080.964,0,0,6325.5635,0,
22681,920.4613176544872,18.999804,,,,,,,,,,,0,0,4268.3135,0,0,9671.92,13517.145,0,0,0,
22682,851.4512807145942,18.99984,,,,,,,,,,,0,0,0,0,0,4608.289,0,0,0,0,
22683,986.6568103645803,18.99984,,,,,,,,,,,0,0,0,0,0,7784.166,0,0,0,0,
22684,839.5717105272186,18.999859,,,,,,,,,,,0,0,0,4650.67,0,16068.68,14847.597,21195.168,17719.807,0,
22685,732.3668060167688,19.00011,,,,,,,,,,,0,0,0,0,0,0,0,3862.5757,0,0,
22686,771.4139712397325,19.00011,,,,,,,,,,,0,0,0,0,0,0,0,6481.844,0,0,
22687,966.6218270895347,19.00011,,,,,,,,,,,0,0,0,0,0,0,0,4133.786,0,0,
22688,737.4077935684692,19.00038,,,,,,,,,,,0,25531.879,24390.887,0,27527.797,0,45140.55,46511.676,48276.855,39339.562,
22689,883.553923778634,19.000423,,,,,,,,,,,123893.08,175804.19,175291.0,150384.44,182287.92,261257.62,251121.5,280513.62,262043.4,241995.64,
22690,622.3079537935338,19.001093,,,,,,,,,,,0,0,0,0,2137.006,6620.129,0,11742.395,0,0,
22691,1004.6505871821738,19.001137,,,,,,,,,,,0,17963.229,0,0,0,49650.29,0,0,0,0,
22692,268.9280820545203,19.001863,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12057.481,
22693,988.6193837091538,19.001863,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8071.4287,
22694,894.4451021083487,19.00206,,,,,,,,,,,12341.77,21764.762,18829.574,26099.676,26922.201,23901.637,24892.908,26688.488,26127.52,23444.664,
22695,998.6870926667259,19.003302,,,,,,,,,,,0,0,0,0,8412.072,0,0,0,0,0,
22696,923.6637353826409,19.005339,,,,,,,,,,,0,0,0,0,0,12237.91,6409.5522,0,0,0,
22697,736.395912592589,19.005949,,,,,,,,,,,0,0,0,7760.5376,8357.352,0,0,0,0,0,
22698,940.7246278069604,19.007236,,,,,,,,,,,0,0,0,0,0,8886.497,9100.295,10654.595,0,11472.814,
22699,999.695371585554,19.008839,,,,,,,,,,,0,0,0,0,0,9417.57,0,0,0,11952.366,
22700,893.4998934656686,19.009003,,,,,,,,,,,0,0,3505.9683,0,0,0,7610.939,0,4697.693,0,
22701,895.5973710377231,19.010027,,,,,,,,,,,0,0,0,4927.8184,3277.699,0,0,0,0,12031.026,
22702,857.4331404399015,19.010155,,,,,,,,,,,0,12035.436,0,0,13695.398,0,28137.707,25366.525,0,21744.465,
22703,727.431843131046,19.01084,,,,,,,,,,,0,0,0,0,0,0,6621.583,0,0,0,
22704,918.5932626493237,19.01084,,,,,,,,,,,0,0,0,0,0,0,6272.1206,0,0,0,
22705,947.5841938197119,19.01277,,,,,,,,,,,4084.8599,5119.534,0,0,0,0,7737.4595,0,0,0,
22706,827.5724892464311,19.013329,,,,,,,,,,,0,0,0,0,0,7081.0864,7451.1084,0,0,0,
22707,841.4699571627762,19.015984,,,,,,,,,,,0,0,0,8977.064,0,17955.65,15242.156,17816.568,13167.525,0,
22708,908.4609072119747,19.016079,,,,,,,,,,,0,0,0,0,0,0,0,18690.234,0,0,
22709,914.7087125345809,19.016079,,,,,,,,,,,0,0,0,0,0,0,0,5067.012,0,0,
22710,934.6241036565659,19.016079,,,,,,,,,,,0,0,0,0,0,0,0,6376.3877,0,0,
22711,851.6685880518072,19.018375,,,,,,,,,,,0,159113.84,0,0,0,0,0,0,0,0,
22712,894.5922157704833,19.019724,,,,,,,,,,,7451.997,0,0,9116.454,9927.059,21109.887,20818.143,23367.988,14458.956,23820.562,
22713,952.6197273801478,19.0213,,,,,,,,,,,0,0,21389.684,32807.45,25955.021,0,0,0,0,0,
22714,662.3759494475139,19.021402,,,,,,,,,,,0,0,0,0,0,3189.8467,7325.345,0,0,0,
22715,999.6881705897871,19.021498,,,,,,,,,,,3107.5466,0,9565.626,10314.78,0,0,0,2757.102,0,0,
22716,816.4583003989711,19.022728,,,,,,,,,,,0,3044.7485,1737.3198,8455.061,0,0,0,0,6528.7944,0,
22717,866.4142428986064,19.022879,,,,,,,,,,,3320.267,7128.85,4706.26,7660.0664,7938.6943,6352.882,13856.029,12257.966,13741.681,18747.525,
22718,964.6193240743604,19.02309,,,,,,,,,,,0,0,0,0,32733.27,45690.08,0,0,0,16050.1455,
22719,923.6646413815844,19.024048,,,,,,,,,,,0,0,0,0,0,0,4583.014,0,4256.7217,11467.253,
22720,922.4765761687655,19.02423,,,,,,,,,,,0,0,0,6463.327,4333.9536,0,7812.6123,15577.226,0,10056.423,
22721,866.5998305927127,19.024294,,,,,,,,,,,5685.751,0,0,0,0,29982.305,28237.133,42302.812,27457.777,35793.957,
22722,906.6323635001481,19.025702,,,,,,,,,,,0,6345.2144,0,5801.3354,0,20106.451,17101.172,19441.238,17547.752,16348.249,
22723,867.6038710542565,19.025818,,,,,,,,,,,0,0,0,0,5463.1475,0,0,19496.436,0,0,
22724,924.4909010158817,19.026731,,,,,,,,,,,0,0,0,6140.168,0,13979.635,12730.411,10973.701,0,9508.173,
22725,648.3233808890697,19.026815,,,,,,,,,,,0,0,0,0,0,0,2725.7407,0,0,0,
22726,693.425627364881,19.026815,,,,,,,,,,,0,0,0,0,0,0,14245.519,0,0,0,
22727,813.3715710592267,19.026815,,,,,,,,,,,0,0,0,0,0,0,4975.7524,0,0,0,
22728,889.5887813078803,19.026815,,,,,,,,,,,0,0,0,0,0,0,15412.555,0,0,0,
22729,949.6809467085403,19.026815,,,,,,,,,,,0,0,0,0,0,0,8030.9185,0,0,0,
22730,747.3924363544105,19.026905,,,,,,,,,,,5850.145,8727.418,15679.959,10984.296,9433.809,19370.236,16546.188,13346.785,0,0,
22731,912.5883559976876,19.027142,,,,,,,,,,,0,0,0,61710.812,52754.254,90613.29,0,108387.74,96716.35,0,
22732,724.3750374971701,19.027266,,,,,,,,,,,0,0,0,0,0,0,3088.1418,0,1974.4624,0,
22733,439.81651842120596,19.0277,,,,,,,,,,,0,0,0,0,0,0,0,0,1435.7136,0,
22734,798.5014317614393,19.0277,,,,,,,,,,,0,0,0,0,0,0,0,0,5421.5176,0,
22735,909.4660903274254,19.0277,,,,,,,,,,,0,0,0,0,0,0,0,0,13388.51,0,
22736,915.6041258410379,19.0277,,,,,,,,,,,0,0,0,0,0,0,0,0,12396.551,0,
22737,840.3980710135029,19.028088,,,,,,,,,,,0,0,0,6431.5405,8539.044,20091.686,12068.266,19396.688,12552.725,26807.22,
22738,987.6152135603419,19.028826,,,,,,,,,,,0,0,0,0,0,21459.248,21309.861,0,20820.74,0,
22739,787.3551837250541,19.029594,,,,,,,,,,,0,0,0,0,0,0,5277.211,3868.6152,0,0,
22740,964.5215914462171,19.029833,,,,,,,,,,,0,0,0,0,0,4697.1494,0,0,3378.395,0,
22741,684.3448613579199,19.030037,,,,,,,,,,,0,0,0,0,0,0,0,15492.703,19450.572,0,
22742,907.6347877437624,19.030184,,,,,,,,,,,0,0,0,0,0,0,11319.464,0,0,11190.97,
22743,814.4434927831473,19.030571,,,,,,,,,,,0,2721.657,0,0,0,0,4426.024,0,0,0,
22744,871.5534996632466,19.030865,,,,,,,,,,,43354.707,72046.27,71005.35,66172.42,76589.0,120607.37,88515.07,130289.8,121725.49,109476.05,
22745,872.5567555127178,19.030947,,,,,,,,,,,21353.78,0,0,0,38837.69,0,0,66428.35,0,0,
22746,826.5706526164213,19.031532,,,,,,,,,,,0,0,0,0,0,13689.419,0,21857.672,13979.326,12568.276,
22747,880.4297174286384,19.031668,,,,,,,,,,,6426.3843,13681.95,0,10387.661,0,21493.068,16343.102,38552.07,20719.307,28898.16,
22748,804.4588712969042,19.031965,,,,,,,,,,,0,0,0,0,0,8869.098,0,0,0,0,
22749,843.6026608243317,19.031965,,,,,,,,,,,0,0,0,0,0,6918.89,0,0,0,0,
22750,865.5876897100054,19.031965,,,,,,,,,,,0,0,0,0,0,7300.2705,0,0,0,0,
22751,885.4616874844012,19.031965,,,,,,,,,,,0,0,0,0,0,3803.9863,0,0,0,0,
22752,761.407245351586,19.032015,,,,,,,,,,,5389.417,7571.3687,0,14729.082,9692.328,17779.8,12178.335,20667.201,13422.115,17485.668,
22753,951.6163178406701,19.032072,,,,,,,,,,,39761.848,56892.41,0,57242.49,53330.656,91498.56,76167.414,87287.516,82228.65,88234.18,
22754,821.5357591280625,19.032372,,,,,,,,,,,0,0,0,0,0,0,0,1587.1057,0,0,
22755,854.5621681081576,19.032372,,,,,,,,,,,0,0,0,0,0,0,0,9374.205,0,0,
22756,642.2978830580829,19.033234,,,,,,,,,,,0,0,0,0,0,0,0,6592.582,0,3369.8623,
22757,801.4393885175394,19.033781,,,,,,,,,,,0,0,0,0,0,24023.701,20654.492,25790.25,25323.512,23770.457,
22758,752.4082118058495,19.034096,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1565.4465,
22759,910.573559008003,19.034096,,,,,,,,,,,0,0,0,0,0,0,0,0,0,56491.457,
22760,802.5668063168497,19.034187,,,,,,,,,,,0,0,0,0,0,0,20975.01,19427.438,15530.733,16804.084,
22761,911.5848692883923,19.034956,,,,,,,,,,,0,0,0,118941.53,98874.78,205529.69,187653.88,250363.19,182259.94,165275.25,
22762,736.3951653168283,19.035067,,,,,,,,,,,0,0,0,0,1719.2136,0,0,0,0,0,
22763,866.5626058782548,19.035482,,,,,,,,,,,0,12827.275,9347.019,0,0,19547.445,5492.8975,30693.764,0,0,
22764,826.3826898504791,19.03569,,,,,,,,,,,5534.329,5618.522,4802.4126,9666.783,5714.6304,18732.709,18332.893,15441.068,19652.057,15804.034,
22765,788.4272465772954,19.035894,,,,,,,,,,,0,0,0,6160.349,0,0,18723.145,9621.18,6779.343,0,
22766,845.5014180823555,19.036346,,,,,,,,,,,0,0,0,7448.005,0,0,0,9571.353,0,0,
22767,927.6113316485511,19.037268,,,,,,,,,,,0,40166.266,0,35364.61,36996.695,69503.484,80393.91,65823.74,68920.484,0,
22768,895.5543103747283,19.037285,,,,,,,,,,,19846.86,26559.25,25585.564,31902.902,29146.271,39149.93,47123.42,49533.426,39792.152,41585.4,
22769,896.5579597453201,19.037378,,,,,,,,,,,10100.489,12215.324,0,16371.841,13723.375,20676.285,25588.744,27924.69,22830.262,21350.209,
22770,855.4183102732421,19.037457,,,,,,,,,,,0,0,0,13630.113,0,5770.283,13242.586,0,0,5611.81,
22771,608.2926142661759,19.03759,,,,,,,,,,,0,0,0,0,0,8535.927,8180.333,7597.06,7562.517,0,
22772,936.4905789863826,19.037949,,,,,,,,,,,0,4591.026,0,0,6450.3857,0,0,9847.777,0,6638.375,
22773,847.551042281883,19.03886,,,,,,,,,,,41994.062,92797.46,81917.695,84362.75,91463.23,138838.52,128246.625,138326.25,112923.36,116930.766,
22774,855.5226166102022,19.040457,,,,,,,,,,,24813.963,29670.64,31704.592,37427.086,33149.39,47062.605,59373.164,60476.098,56344.543,50734.992,
22775,909.5698890422581,19.040705,,,,,,,,,,,0,0,45441.5,0,56157.94,180407.56,68375.74,110223.19,0,105589.03,
22776,856.5265496732494,19.041142,,,,,,,,,,,11277.908,16242.503,12509.047,16957.299,18478.816,0,29940.885,27295.457,0,24687.312,
22777,803.5714086897432,19.041336,,,,,,,,,,,0,0,0,0,0,4574.647,0,7319.1943,4696.243,0,
22778,707.3606034950944,19.041641,,,,,,,,,,,0,0,0,18229.898,0,13431.655,0,0,14016.29,9207.131,
22779,787.4233440954896,19.041782,,,,,,,,,,,6513.248,8715.54,0,24732.29,11537.619,18498.266,15233.28,0,0,14100.504,
22780,667.3299421727551,19.041906,,,,,,,,,,,0,0,0,0,0,4509.669,0,0,6357.3667,6171.5645,
22781,839.5348820512451,19.042578,,,,,,,,,,,0,0,0,0,0,0,1887.626,0,0,0,
22782,850.5670204298473,19.042578,,,,,,,,,,,0,0,0,0,0,0,8493.865,0,0,0,
22783,786.3507161840187,19.043068,,,,,,,,,,,0,0,4253.9453,8280.625,6787.799,12957.132,17094.703,11447.749,15137.37,12745.749,
22784,746.3198997423899,19.04346,,,,,,,,,,,0,0,0,0,0,7406.9683,0,9905.489,8008.1094,4897.9985,
22785,848.5563540861465,19.043625,,,,,,,,,,,15457.349,35959.633,31762.297,29117.844,34283.66,49252.21,52123.293,60910.98,43701.066,48042.824,
22786,967.6478993354169,19.043648,,,,,,,,,,,15291.306,27524.1,26592.465,28090.402,29572.203,40330.055,39770.63,39293.37,33684.812,30079.754,
22787,968.6485759809868,19.04444,,,,,,,,,,,0,0,0,12910.112,0,19754.51,0,0,0,0,
22788,906.4453657386116,19.045456,,,,,,,,,,,0,0,0,0,0,0,5717.3022,6900.1133,0,0,
22789,867.4199714599824,19.045898,,,,,,,,,,,0,0,0,0,0,0,0,6000.8755,4692.5425,0,
22790,884.4609575360344,19.045898,,,,,,,,,,,0,0,0,0,0,0,0,17417.281,15260.019,0,
22791,827.4550437531092,19.046251,,,,,,,,,,,6738.0757,7574.0425,0,9661.795,9907.847,10697.498,12138.193,10514.189,9347.697,13054.468,
22792,727.3958693646075,19.04795,,,,,,,,,,,0,0,0,0,0,1743.3611,0,0,0,0,
22793,928.6157539081404,19.048752,,,,,,,,,,,6488.3833,0,17086.777,15500.933,0,0,0,37911.332,19990.277,23005.568,
