feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:NEG_liver1_0.mzML:area,datafile:NEG_liver1_1.mzML:area,datafile:NEG_liver1_2.mzML:area,datafile:NEG_liver1_3.mzML:area
10879,10.4722,797.53445,797.53381,0.8024738160953591,C44H79O10P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:3,"PG 18:1(9)_20:3(5,8,11)",0.9249999999999998,0.9407650000000274,0.00979353021190953,0.19441132416953033,Some,Some,95677.96214428963,90823.8930808656,103600.0,90883.31618932277
10879,10.4722,797.53445,797.53381,0.8024738160953591,C44H79O10P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:3,"PG 18:1(6)_20:3(5,8,11)",0.9378799999999998,0.9374680000000353,0.007834824169527623,0.19380265933562563,Some,Some,95677.96214428963,90410.62510951463,103600.0,90883.31618932277
10879,10.4722,797.53445,797.53381,0.8024738160953591,C44H79O10P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:3,"PG 18:1(9)_20:3(8,11,14)",0.911466666666667,0.9648349999999747,0.00652902014127302,0.1928533827796826,Some,Some,108144.07571142071,108265.48180961976,103600.0,90633.36762135447
11201,10.5672,833.51849,833.57019,62.02237150537081,C48H83O9P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_18:2,"PG O-24:5(9,12,15,18,21)_18:2(6,9)",0.8027111111111114,0.9402266666667174,0.31673185652638164,0.4276792629988882,Some,Some,55458.98044941496,82108.13839473313,54436.879763174074,87000.96284215283
11201,10.5672,833.51849,833.57019,62.02237150537081,C48H83O9P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_18:2,"PG O-24:5(9,12,15,18,21)_18:2(9,12)",0.81752,0.9296960000000467,0.2850586708737435,0.4027685366989995,Some,Some,809770.5097752926,848523.4282610171,844484.1215116167,725334.6564225501
11201,10.5672,833.51849,833.57019,62.02237150537081,C48H83O9P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_18:2,"PG O-24:5(6,9,12,15,18)_18:2(9,12)",0.7767777777777778,0.7596322222222701,0.12276239652379742,0.25185091721904274,Some,Some,809770.5097752926,824368.4333442498,870078.998725209,968664.3807352968
11314,10.6562,782.49764,782.49776,0.15335507148851493,C42H74NO10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 16:0_20:4,"PS 16:0_20:4(5,8,11,14)",0.8996749999999993,0.8934462500000677,0.3635957820677261,0.4701887506541876,All,Some,0.0,3994380.5521455905,0.0,0.0
11314,10.6562,782.49764,782.49776,0.15335507148851493,C42H74NO10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 16:0_20:4,"PS 16:0_20:4(8,11,14,17)",0.8522571428571426,0.7039128571428169,0.0,0.15561699999999595,All,None,0.0,529619.4478544097,0.0,0.0
11316,10.6572,783.50108,783.55454,68.22754163350614,C44H81O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:4_16:0,"PG O-22:4(7,10,13,16)_16:0",0.977914285714286,0.548850000000032,0.37740574554861317,0.4546010250103224,All,Some,0.0,1765000.0,1763000.0,1657000.0
11386,10.6914,782.4979,782.49776,0.17891425016679216,C42H74NO10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 16:0_20:4,"PS 16:0_20:4(5,8,11,14)",0.931514285714286,0.9020357142856678,0.4143329296697444,0.5148213437357909,All,Some,0.0,0.0,3609753.2818055246,0.0
11386,10.6914,782.4979,782.49776,0.17891425016679216,C42H74NO10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 16:0_20:4,"PS 16:0_20:4(8,11,14,17)",0.8253666666666669,0.8019416666667022,0.0,0.16273083333333693,All,None,0.0,0.0,129246.71819447573,0.0
11388,10.6914,785.50689,785.57019,80.57841400528011,C44H83O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:3_16:0,"PG O-22:3(7,10,13)_16:0",0.9538800000000002,0.5586600000000544,0.2931745191497485,0.3857936153198043,All,Some,0.0,0.0,62170.0,0.0
11511,10.7565,769.50246,769.50251,0.06497704599748345,C42H75O10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_20:4,"PG 16:0_20:4(8,11,14,17)",0.6099249999999987,0.9368812500000132,0.21329879189958265,0.3253196585196673,All,Some,11909.279663224059,20767.879262239076,8787.012492198683,99.8500045093581
11511,10.7565,769.50246,769.50251,0.06497704599748345,C42H75O10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_20:4,"PG 16:0_20:4(5,8,11,14)",0.7497749999999983,0.7102637500000384,0.0865507588468482,0.21524448207748223,All,Some,224590.72033677594,229232.1207377609,247212.98750780133,264500.1499954906
11713,10.9416,823.54983,823.54946,0.44927477712027325,C46H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:4,"PG 18:1(6)_22:4(7,10,13,16)",0.8633714285714282,0.9332514285714524,0.0,0.17966228571428808,Some,Some,0.0,9617.064982566662,164119.8495156225,106493.6998245521
11713,10.9416,823.54983,823.54946,0.44927477712027325,C46H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:4,"PG 18:1(11)_22:4(7,10,13,16)",0.8383555555555557,0.9406311111111639,0.0,0.17789866666667198,All,Some,0.0,340590.3787670771,119234.68162022145,28759.10468392791
11713,10.9416,823.54983,823.54946,0.44927477712027325,C46H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:4,"PG 18:1(9)_22:4(7,10,13,16)",0.8226857142857139,0.9388371428571775,0.0,0.17615228571428915,Some,Some,0.0,6292.556250356178,86945.46886415606,254747.19549152002
11723,10.9457,823.54914,823.54946,0.38856196929312004,C46H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:4,"PG 18:1(9)_22:4(7,10,13,16)",0.41222857142857094,0.5676771428571621,0.25769858999528455,0.304149443424801,Some,Some,128100.00000000001,0.0,0.0,0.0
11723,10.9457,823.54914,823.54946,0.38856196929312004,C46H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:4,"PG 18:1(6)_22:4(7,10,13,16)",0.5260857142857139,0.673324285714297,0.19887270433703305,0.27903916346962754,Some,Some,128100.00000000001,0.0,0.0,0.0
11723,10.9457,823.54914,823.54946,0.38856196929312004,C46H81O10P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:4,"PG 18:1(11)_22:4(7,10,13,16)",0.5172888888888885,0.6517977777778015,0.2004322366629991,0.2772544559970683,All,Some,128100.00000000001,0.0,0.0,0.0
11823,11.0139,859.53438,859.58584,59.8660396731365,C50H85O9P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_20:3,"PG O-24:5(9,12,15,18,21)_20:3(5,8,11)",0.5155777777777774,0.7207600000000411,0.19515969998312677,0.27976153776428325,Some,Some,95867.81637246128,148716.36987463385,121213.79950693656,136799.6500608333
11823,11.0139,859.53438,859.58584,59.8660396731365,C50H85O9P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_20:3,"PG O-24:5(9,12,15,18,21)_20:3(8,11,14)",0.6121777777777773,0.8047000000000506,0.1216681935476968,0.23902233261594022,Some,Some,223864.3672550774,201577.51311336094,176224.35924516356,172283.76118810722
11823,11.0139,859.53438,859.58584,59.8660396731365,C50H85O9P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_20:3,"PG O-24:5(6,9,12,15,18)_20:3(11,14,17)",0.7259636363636361,0.7916327272727337,0.09954670381175192,0.23139699941303854,Some,Some,95867.81637246128,138706.11701200518,120161.84124789985,138916.5887510595
12328,11.3044,869.55481,869.55494,0.14950176697615228,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(9)_20:4(8,11,14,17)",0.8215142857142865,0.7109328571428283,0.3428605608548286,0.42753316296957433,Some,Some,127094.45612191278,0.0,0.0,113513.37946441524
12328,11.3044,869.55481,869.55494,0.14950176697615228,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(6)_20:4(8,11,14,17)",0.6879500000000007,0.7946412499999838,0.29043271377164415,0.38060529601731374,Some,Some,127094.45612191278,0.0,0.0,110139.29845939594
12328,11.3044,869.55481,869.55494,0.14950176697615228,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(11)_20:4(8,11,14,17)",0.6095333333333335,0.65671222222223,0.29751149837522645,0.3646337542557375,All,Some,77411.08775617446,0.0,0.0,110047.32207618882
12416,11.3317,869.55489,869.55494,0.05750067958609835,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(9)_20:4(8,11,14,17)",0.7069250000000005,0.6339374999999876,0.3847542431101381,0.4418896444881093,Some,Some,0.0,113575.21926400764,0.0,0.0
12416,11.3317,869.55489,869.55494,0.05750067958609835,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(6)_20:4(8,11,14,17)",0.6697000000000006,0.7947800000000029,0.3574368971806868,0.4323975177445498,Some,Some,0.0,119600.78797285259,0.0,0.0
12416,11.3317,869.55489,869.55494,0.05750067958609835,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(11)_20:4(8,11,14,17)",0.5507200000000001,0.6105350000000158,0.39471600281521513,0.4318983022521737,All,Some,0.0,108723.99276313977,0.0,0.0
12445,11.3358,869.55507,869.55494,0.14950176697615228,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(11)_20:4(8,11,14,17)",0.5540000000000009,0.6105710000000159,0.3936016240078357,0.4313383992062703,All,Some,0.0,0.0,137830.61062648692,0.0
12445,11.3358,869.55507,869.55494,0.14950176697615228,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(9)_20:4(8,11,14,17)",0.7069250000000005,0.6339824999999877,0.37035301639153273,0.43037316311322504,Some,Some,0.0,0.0,108544.96431403646,0.0
12445,11.3358,869.55507,869.55494,0.14950176697615228,C47H83O12P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:1_20:4,"PI O-18:1(6)_20:4(8,11,14,17)",0.6697000000000006,0.7949150000000031,0.34582293158170047,0.4231198452653608,Some,Some,0.0,0.0,92424.42505947659,0.0
12781,11.4525,799.55083,799.54946,1.7134649807222364,C44H81O10P,CCCCCCCCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(9)_20:2(8,11)",0.6731999999999996,0.8937350000000492,0.212709860353028,0.3268613882824273,Some,Some,35545.0,0.0,26442.298388559797,31541.325823382034
12781,11.4525,799.55083,799.54946,1.7134649807222364,C44H81O10P,CCCCCCCCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(11)_20:2(8,11)",0.6957666666666663,0.7665433333333832,0.13881001430362852,0.25727901144290777,All,Some,35545.0,0.0,22920.837633399326,24749.33708830898
12781,11.4525,799.55083,799.54946,1.7134649807222364,C44H81O10P,CCCCCCCCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(6)_20:2(8,11)",0.6768999999999998,0.9010725000000548,0.106354930176514,0.24288119414121667,Some,Some,0.0,0.0,23016.863978040874,24749.33708830898
13534,11.7962,760.4918,760.49228,0.6311701152820008,C43H72NO8P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_22:6,"PE 16:1(7)_22:6(4,7,10,13,16,19)",0.8635799999999996,0.7307050000000459,0.08942644814577029,0.23096965851662077,Some,Some,117191.50501189873,95619.77022439604,112114.82655320627,89055.94125252731
13534,11.7962,760.4918,760.49228,0.6311701152820008,C43H72NO8P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_22:6,"PE 16:1(9)_22:6(4,7,10,13,16,19)",0.8307333333333325,0.83369250000005,0.05072325802483838,0.20702118975320896,All,Some,110877.84123388215,259360.45955120792,193292.92319715192,250788.11749494539
13534,11.7962,760.4918,760.49228,0.6311701152820008,C43H72NO8P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_22:6,"PE 16:1(6)_22:6(4,7,10,13,16,19)",0.7833333333333329,0.7641100000000544,0.05072325802483838,0.19532293975320944,All,Some,135730.6537542191,95619.77022439604,108792.25024964182,89055.94125252731
13694,11.8676,861.55023,861.60149,59.49386183159521,C50H87O9P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-26:6_18:1,"PG O-26:6(8,11,14,17,20,23)_18:1(9)",0.7121999999999997,0.5692499999999856,0.27486871523256684,0.34803997218605204,Some,Some,68827.63961940784,124899.10449366293,152154.07547394288,110322.6678641327
13694,11.8676,861.55023,861.60149,59.49386183159521,C50H87O9P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-26:6_18:1,"PG O-26:6(8,11,14,17,20,23)_18:1(11)",0.6987199999999998,0.6906599999999798,0.19958718454862417,0.2986077476388973,All,Some,66558.74357307487,124899.10449366293,90576.64524409833,110496.70263089745
13694,11.8676,861.55023,861.60149,59.49386183159521,C50H87O9P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-26:6_18:1,"PG O-26:6(8,11,14,17,20,23)_18:1(6)",0.7518000000000001,0.6459888888888877,0.1659009845535166,0.2724996765317021,Some,Some,70413.61680751729,125501.79101267416,89569.27928195884,115280.62950496987
13777,11.8922,834.52884,834.52906,0.26362173656719345,C46H78NO10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:0_22:6,"PS 18:0_22:6(4,7,10,13,16,19)",0.9166166666666671,0.8350683333333203,0.03332621430533391,0.20182947144426588,All,Some,0.0,0.0,3561000.0,0.0
14672,12.0311,834.52902,834.52906,0.04793122484278324,C46H78NO10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:0_22:6,"PS 18:0_22:6(4,7,10,13,16,19)",0.7838727272727272,0.8252681818181806,0.040239559844091444,0.19310573878436396,All,Some,0.0,0.0,5604000.0,0.0
14737,12.0665,710.47613,710.47663,0.7037529158252208,C39H70NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 14:0_20:4,"PE 14:0_20:4(5,8,11,14)",0.6075749999999993,0.7066962500000358,0.08494519437110745,0.19938328049688947,All,Some,5721.942624802348,33723.35699624689,0.0,3633.7669175589244
14737,12.0665,710.47613,710.47663,0.7037529158252208,C39H70NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 14:0_20:4,"PE 14:0_20:4(8,11,14,17)",0.5969250000000001,0.6555037500000225,0.08931168216444792,0.19669222073156062,All,Some,29558.05737519765,10116.643003753108,0.0,54496.233082441075
14921,12.1436,787.50746,787.58584,99.51931080925048,C44H85O9P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-20:0_18:2,"PG O-20:0_18:2(9,12)",0.49840000000000106,0.8912450000000547,0.28550290818988033,0.3673668265519099,All,Some,0.0,0.0,0.0,0.0
14921,12.1436,787.50746,787.58584,99.51931080925048,C44H85O9P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-20:0_18:2,"PG O-20:0_18:2(6,9)",0.4540000000000006,0.6672900000000368,0.0,0.11212900000000375,All,None,77060.0,0.0,0.0,0.0
15037,12.187,761.51719,761.57019,69.59306009600674,C42H83O9P,CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-18:1_18:0,PG O-18:1(11)_18:0,0.8137000000000008,0.9744800000000282,0.0,0.17881800000000292,All,None,,0.0,0.0,0.0
15037,12.187,761.51719,761.57019,69.59306009600674,C42H83O9P,CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-18:1_18:0,PG O-18:1(6)_18:0,0.8950000000000014,0.8581100000000674,0.0,0.17531100000000688,All,None,,0.0,0.0,78520.0
15037,12.187,761.51719,761.57019,69.59306009600674,C42H83O9P,CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-18:1_18:0,PG O-18:1(9)_18:0,0.9025999999999996,0.8387000000000171,0.0,0.17413000000000167,All,None,,0.0,58390.0,0.0
15234,12.2762,686.47604,686.47663,0.8594611589156679,C37H70NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 14:0_18:2,"PE 14:0_18:2(6,9)",0.7449499999999993,0.7090125000000285,0.08462317024883556,0.21309478619907124,All,Some,57960.0,11524.324324324323,0.0,9255.82052293628
15234,12.2762,686.47604,686.47663,0.8594611589156679,C37H70NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 14:0_18:2,"PE 14:0_18:2(9,12)",0.6794500000000001,0.7624049999999727,0.06814402971605728,0.19870072377284312,All,Some,0.0,40955.67567567567,59250.0,53414.17947706373
15331,12.2984,810.52895,810.52906,0.13571382616392605,C44H78NO10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:0_20:4,"PS 18:0_20:4(8,11,14,17)",0.7207249999999994,0.7834737500000131,0.11593456471908808,0.24316752677527173,All,Some,0.0,0.0,0.0,0.0
15331,12.2984,810.52895,810.52906,0.13571382616392605,C44H78NO10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:0_20:4,"PS 18:0_20:4(5,8,11,14)",0.9438499999999999,0.9033962500000428,0.0,0.18472462500000428,All,None,24340000.0,0.0,0.0,0.0
15610,12.3776,797.53448,797.53381,0.8400897762738299,C44H79O10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:4,"PG 18:0_20:4(8,11,14,17)",0.7329500000000002,0.9585275000000024,0.1251144886117971,0.26923934088943796,All,Some,0.0,0.0,142561.97582634437,0.0
15610,12.3776,797.53448,797.53381,0.8400897762738299,C44H79O10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:4,"PG 18:0_20:4(5,8,11,14)",0.6845499999999998,0.9023162500000694,0.0,0.1586866250000069,All,None,0.0,0.0,67438.02417365563,0.0
15617,12.3783,797.53438,797.53381,0.7147032425356579,C44H79O10P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:4,"PG 18:0_20:4(8,11,14,17)",0.7326000000000001,0.9585524999999961,0.1229056029618282,0.26743973236946217,All,Some,161307.0507655117,4007.9748870390113,0.0,183633.54898336413
15617,12.3783,797.53438,797.53381,0.7147032425356579,C44H79O10P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_20:4,"PG 18:0_20:4(5,8,11,14)",0.6845499999999998,0.9022162500000945,0.0,0.15867662500000945,All,None,51992.94923448832,210392.02511296098,0.0,39866.45101663586
15739,12.4612,643.43462,643.43443,0.2952903840956156,C35H65O8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 14:0_18:2,"PA 14:0_18:2(9,12)",0.8350500000000007,0.9279000000000224,0.0,0.1762950000000023,All,None,183900.0,191200.0,,
15772,12.4731,712.49218,712.49228,0.14035239804785643,C39H72NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_18:2,"PE 16:1(7)_18:2(6,9)",0.5108999999999995,0.4816099999999892,0.450545225884108,0.4596871807072853,Some,Some,39748.626122000365,83868.76288659793,41039.499538148,64573.07296094413
15772,12.4731,712.49218,712.49228,0.14035239804785643,C39H72NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_18:2,"PE 16:1(6)_18:2(6,9)",0.6963333333333329,0.7730166666666491,0.24199555678455198,0.3405314454276398,All,Some,0.0,0.0,20800.250230926,6853.463519527929
15772,12.4731,712.49218,712.49228,0.14035239804785643,C39H72NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_18:2,"PE 16:1(7)_18:2(9,12)",0.6980000000000004,0.7323724999999968,0.225272612942054,0.3232553403536429,Some,Some,44111.373877999635,16231.23711340206,20800.250230926,6853.463519527929
15987,12.5669,762.50822,762.50793,0.38032391356720485,C43H74NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:2_20:4,"PE 18:2(9,12)_20:4(5,8,11,14)",0.7427500000000009,0.8813875000000735,0.1939711920901166,0.31759070367210074,Some,Some,0.0,0.0,33151.39474638516,0.0
15987,12.5669,762.50822,762.50793,0.38032391356720485,C43H74NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:2_20:4,"PE 18:2(6,9)_20:4(5,8,11,14)",0.8303500000000001,0.8917500000000871,0.0969855960450583,0.24979847683605538,Some,Some,0.0,0.0,64774.67878659168,0.0
