feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:NEG_liver1_0.mzML:area,datafile:NEG_liver1_1.mzML:area,datafile:NEG_liver1_2.mzML:area,datafile:NEG_liver1_3.mzML:area
39402,16.3715,725.51249,725.51268,0.2618837758820842,C41H75O8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(11,14,17)",0.47749999999999915,0.9008333333333098,0.0,0.1378333333333309,All,None,16151.011834247262,11793.697267186379,0.0,0.0
39402,16.3715,725.51249,725.51268,0.2618837758820842,C41H75O8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(5,8,11)",0.7731499999999993,0.4814324999999826,0.0,0.1254582499999982,Some,None,198498.9415533925,238971.26141218282,375052.21009656903,0.0
39888,16.5128,820.5857,820.58618,0.5849477017010836,C47H84NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_24:5,"PE 18:0_24:5(6,9,12,15,18)",0.5139399999999995,0.7006850000000213,0.5213310471616364,0.5385273377293112,All,Some,0.0,0.0,0.0,11813.545792440316
39888,16.5128,820.5857,820.58618,0.5849477017010836,C47H84NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_24:5,"PE 18:0_24:5(9,12,15,18,21)",0.7981249999999998,0.7590587500000083,0.11654238571717085,0.2489522835737375,All,Some,0.0,0.0,0.0,15506.454207559684
40048,16.575,770.56979,770.57053,0.9603274082525179,C43H82NO8P,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_20:1,PE 18:1(9)_20:1(11),0.49439999999999884,0.8205400000000509,0.35346568524684496,0.414266548197481,All,Some,,,86124.08759124087,0.0
40048,16.575,770.56979,770.57053,0.9603274082525179,C43H82NO8P,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_20:1,PE 18:1(6)_20:1(11),0.8059333333333308,0.8438800000000507,0.11782189508228165,0.25923884939916353,All,Some,,,15075.912408759123,0.0
40048,16.575,770.56979,770.57053,0.9603274082525179,C43H82NO8P,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_20:1,PE 18:1(11)_20:1(11),0.5705333333333323,0.890986666666663,0.11782189508228165,0.24040951606582492,All,Some,,,0.0,0.0
40399,16.6576,744.55513,744.55488,0.3357710850505001,C41H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(6),0.3511000000000024,0.845860000000016,0.10491956332634134,0.20363165066107494,All,All,0.0,1166784.210904389,0.0,0.0
40399,16.6576,744.55513,744.55488,0.3357710850505001,C41H80NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(9),0.7164999999999999,0.8834899999999379,0.0,0.15999899999999379,All,None,2353000.0,1354215.789095611,333726.3648855258,2298000.0
40399,16.6576,744.55513,744.55488,0.3357710850505001,C41H80NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(11),0.6666000000000025,0.9277849999999148,0.0,0.15943849999999174,All,None,0.0,0.0,2001273.6351144742,0.0
40431,16.6703,725.51211,725.51268,0.7856513273328555,C41H75O8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(8,11,14)",0.7352666666666666,0.6522299999999746,0.32027138697564334,0.39496677624717885,All,Some,0.0,0.0,0.0,1361.0581649824671
40431,16.6703,725.51211,725.51268,0.7856513273328555,C41H75O8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(5,8,11)",0.4350000000000011,0.8489433333334091,0.16436219762901158,0.25988409143655034,All,Some,0.0,0.0,0.0,6478.742487420314
40431,16.6703,725.51211,725.51268,0.7856513273328555,C41H75O8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_20:3,"PA 18:0_20:3(11,14,17)",0.9441,0.772389999999973,0.0,0.1716489999999973,All,None,0.0,0.0,0.0,39350.19934759722
40762,16.8051,794.57138,794.57053,1.0697602892647002,C45H82NO8P,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:4,"PE 18:0_22:4(7,10,13,16)",0.5918285714285716,0.852341428571419,0.23361795296454865,0.331311362371638,All,Some,152200.0,153600.0,185800.0,0.0
40815,16.8186,770.57058,770.57053,0.06488698703212667,C43H82NO8P,CCCCCCCCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:2,"PE 18:0_20:2(8,11)",0.8574666666666673,0.8417999999999969,0.06569998550749963,0.22248665507266616,All,Some,407100.0,332177.14518834144,385000.0,144762.44749904543
40815,16.8186,770.57058,770.57053,0.06488698703212667,C43H82NO8P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:2,"PE 18:0_20:2(11,14)",0.5726999999999993,0.9217299999999398,0.0,0.14944299999999391,All,None,0.0,31322.85481165858,0.0,273937.55250095454
41177,16.9239,781.57128,781.53889,41.44387491704212,C44H79O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:5_16:0,"PG O-22:5(4,7,10,13,16)_16:0",0.8145124999999998,0.4954125000000076,0.4900458722860235,0.5230291978288195,All,Some,0.0,0.0,2472869.6678995388,0.0
41177,16.9239,781.57128,781.53889,41.44387491704212,C44H79O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:5_16:0,"PG O-22:5(7,10,13,16,19)_16:0",0.6714666666666658,0.5023377777777619,0.3173988465041251,0.3712995216477429,All,Some,0.0,0.0,608130.3321004611,0.0
42587,17.224,701.51276,701.51268,0.11403927853692715,C39H75O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:1,PA 18:0_18:1(9),0.7862000000000009,0.5097949999999969,0.12891005476538173,0.2327275438123052,All,Some,0.0,0.0,0.0,0.0
42587,17.224,701.51276,701.51268,0.11403927853692715,C39H75O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:1,PA 18:0_18:1(11),0.9398000000000017,0.9390400000000341,0.0,0.1878840000000036,All,None,0.0,0.0,0.0,0.0
42587,17.224,701.51276,701.51268,0.11403927853692715,C39H75O8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:1,PA 18:0_18:1(6),0.5827999999999989,0.8845699999999397,0.0,0.14673699999999384,All,None,0.0,0.0,295400.0,0.0
42780,17.2644,701.51221,701.51268,0.6699807622350024,C39H75O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:1,PA 18:0_18:1(9),0.6606000000000023,0.558035000000018,0.39146558511223173,0.43503596808978745,All,Some,0.0,0.0,0.0,225570.46302834662
42780,17.2644,701.51221,701.51268,0.6699807622350024,C39H75O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:1,PA 18:0_18:1(11),0.49299999999999855,0.5283300000000395,0.3863639670929072,0.4112241736743296,All,Some,464100.0,0.0,0.0,38429.53697165339
42780,17.2644,701.51221,701.51268,0.6699807622350024,C39H75O8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:0_18:1,PA 18:0_18:1(6),0.5827999999999989,0.8840199999999641,0.0,0.14668199999999632,All,None,0.0,480500.0,135200.0,0.0
43014,17.3129,796.58737,796.58618,1.4938747744172471,C45H84NO8P,CCCCCCCCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:3,"PE 18:0_22:3(7,10,13)",0.5994500000000009,0.6188074999999742,0.4488144626492148,0.4808773201193694,All,Some,83040.0,79460.0,0.0,0.0
43887,17.4306,744.5264,744.55488,38.251042018633576,C41H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(6),0.46660000000000323,0.8156250000000114,0.8376089977343524,0.7983096981874834,All,All,0.0,14658.929191526977,0.0,0.0
43887,17.4306,744.5264,744.55488,38.251042018633576,C41H80NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(9),0.9974000000000061,0.8464599999999791,0.0,0.18438599999999852,All,None,315300.0,313041.07080847304,283725.097687528,301900.0
43887,17.4306,744.5264,744.55488,38.251042018633576,C41H80NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_18:1,PE 18:0_18:1(11),0.21219999999999573,0.8959699999999202,0.0,0.1108169999999916,All,Some,0.0,0.0,8874.902312471977,0.0
44177,17.5519,766.50357,766.53923,46.52077624260291,C43H78NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(5,8,11,14)",0.727257142857143,0.6348485714285873,0.375972134622085,0.4369882791262411,All,Some,12087.548028259735,7778.13849342224,62180.0,47194.75413948821
44177,17.5519,766.50357,766.53923,46.52077624260291,C43H78NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(8,11,14,17)",0.7038666666666641,0.5890666666666675,0.293054066211736,0.36373658630272204,All,Some,52682.45197174026,49551.86150657776,0.0,17075.24586051179
45156,17.8384,772.58617,772.58618,0.012943539806462016,C43H84NO8P,CCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:1,PE 18:0_20:1(13),0.1816000000000031,0.7926700000000437,0.6226439187068743,0.5955421349655041,All,Some,,9960.511661689936,,
45156,17.8384,772.58617,772.58618,0.012943539806462016,C43H84NO8P,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:1,PE 18:0_20:1(11),0.9722000000000008,0.901740000000018,0.0,0.1873940000000019,All,Some,,164239.48833831004,,
45178,17.8544,798.60172,798.60183,0.13774073113462612,C45H86NO8P,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:1,PE 18:1(9)_22:1(13),0.7726000000000006,0.8500649999999723,0.06121931394548801,0.21124195115638772,All,Some,35466.666666666664,50733.33333333333,37799.26364278269,49160.71484855171
45178,17.8544,798.60172,798.60183,0.13774073113462612,C45H86NO8P,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:1,PE 18:1(11)_22:1(13),0.8398000000000015,0.8434466666666367,0.04081287596365867,0.20097496743759077,All,Some,35466.666666666664,50733.33333333333,75464.25809488585,67078.5703028966
45178,17.8544,798.60172,798.60183,0.13774073113462612,C45H86NO8P,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:1,PE 18:1(6)_22:1(13),0.6721000000000004,0.8000649999999894,0.030609656972744006,0.1717042255781942,All,Some,35466.666666666664,50733.33333333333,34636.47826233146,49160.71484855171
45730,18.1455,822.60369,822.60183,2.261118237578925,C47H86NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 22:0_20:4,"PE 22:0_20:4(5,8,11,14)",0.6391999999999983,0.7217414285714767,0.30945378355539355,0.3836571697014624,All,Some,0.0,0.0,0.0,5843.447882178331
45730,18.1455,822.60369,822.60183,2.261118237578925,C47H86NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 22:0_20:4,"PE 22:0_20:4(8,11,14,17)",0.35394285714285545,0.721882857142873,0.27471992314650345,0.32735850994577564,All,Some,0.0,0.0,0.0,36386.552117821666
47160,18.55,766.52816,766.53923,14.441530931193045,C43H78NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(8,11,14,17)",0.7196499999999997,0.7317324999999784,0.3946844288980762,0.4608857931184588,All,Some,0.0,13899.41416017718,0.0,5577.605453146187
47160,18.55,766.52816,766.53923,14.441530931193045,C43H78NO8P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_20:4,"PE 18:0_20:4(5,8,11,14)",0.8076333333333329,0.697243333333328,0.1632217092058618,0.2810650340313556,Some,Some,0.0,86500.58583982282,0.0,39002.394546853815
48075,18.7485,1471.96313,1471.96495,1.2364424845526487,C83H142O17P2,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:2_18:2_18:2_20:4,"CL 18:2(9,12)_18:2(9,12)_18:2(9,12)_20:4(5,8,11,14)",0.8255000000000017,0.9249824999999987,0.0,0.17504825000000004,Some,None,,,84570.0,0.0
48081,18.7516,1471.96108,1471.96495,2.629138689753623,C83H142O17P2,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:2_18:2_18:2_20:4,"CL 18:2(9,12)_18:2(9,12)_18:2(9,12)_20:4(5,8,11,14)",0.8255000000000017,0.9239574999999718,0.0,0.17494574999999735,Some,None,,,0.0,100100.0
48104,18.7621,1471.96387,1471.96495,0.7337131227219413,C83H142O17P2,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:2_18:2_18:2_20:4,"CL 18:2(9,12)_18:2(9,12)_18:2(9,12)_20:4(5,8,11,14)",0.8255000000000017,0.925352499999974,0.0,0.17508524999999758,Some,None,,,0.0,0.0
49026,18.8768,1447.96415,1447.96495,0.5524995615581422,C81H142O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:2_18:2_18:2_18:2,"CL 18:2(9,12)_18:2(9,12)_18:2(9,12)_18:2(9,12)",0.8773,0.9453375000001074,0.23551729215067937,0.37067758372055426,All,Some,0.0,0.0,0.0,3626000.0
49041,18.8814,1447.9643,1447.96495,0.4489058937169187,C81H142O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:2_18:2_18:2_18:2,"CL 18:2(9,12)_18:2(9,12)_18:2(9,12)_18:2(9,12)",0.8727,0.9454875000001266,0.23605832945083377,0.3706654135606797,All,Some,3194000.0,2923000.0,2468000.0,0.0
51762,19.4404,1449.9789,1449.9806,1.1724294794206296,C81H144O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:1_18:2_18:2_18:2,"CL 18:1(9)_18:2(9,12)_18:2(9,12)_18:2(9,12)",0.9164499999999993,0.9437775000000101,0.23645519742849241,0.3751869079427949,Some,Some,,,0.0,4155000.0
51841,19.4511,1449.9794,1449.9806,0.8275972796832748,C81H144O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:1_18:2_18:2_18:2,"CL 18:1(9)_18:2(9,12)_18:2(9,12)_18:2(9,12)",0.9675333333333332,0.9697166666665756,0.0,0.1937249999999909,Some,Some,,,3620000.0,
53248,19.7508,1447.96443,1447.96495,0.35912471503634685,C81H142O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:2_18:2_18:2_18:2,"CL 18:2(9,12)_18:2(9,12)_18:2(9,12)_18:2(9,12)",0.7526500000000009,0.9223374999999692,0.0,0.167498749999997,All,None,0.0,98340.0,0.0,
53310,19.7747,1447.96496,1447.96495,0.0069062445018109216,C81H142O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,[M-H]-,CL 18:2_18:2_18:2_18:2,"CL 18:2(9,12)_18:2(9,12)_18:2(9,12)_18:2(9,12)",0.7486500000000014,0.9224675000000957,0.0,0.16711175000000972,All,None,207500.0,,0.0,
53912,20.0154,1425.97949,1425.9806,0.7784117120200493,C79H144O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,[M-H]-,CL 16:0_18:2_18:1_18:2,"CL 16:0_18:2(9,12)_18:1(9)_18:2(9,12)",0.7456499999999995,0.9544474999999011,0.0,0.17000974999999008,Some,None,134500.0,0.0,,0.0
53916,20.0213,1425.97964,1425.9806,0.6732209400866627,C79H144O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,[M-H]-,CL 16:0_18:2_18:1_18:2,"CL 16:0_18:2(9,12)_18:1(9)_18:2(9,12)",0.7515499999999999,0.9545974999999771,0.0,0.1706147499999977,Some,None,0.0,132700.0,,185500.0
53917,20.022,1451.99408,1451.99625,1.4944942178592024,C81H146O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,[M-H]-,CL 18:1_18:2_18:1_18:2,"CL 18:1(9)_18:2(9,12)_18:1(9)_18:2(9,12)",0.933799999999998,0.9589699999999084,0.0,0.18927699999999067,Some,Some,1360000.0,,1792000.0,0.0
54096,20.058,1451.99441,1451.99625,1.2672209035677056,C81H146O17P2,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,[M-H]-,CL 18:1_18:2_18:1_18:2,"CL 18:1(9)_18:2(9,12)_18:1(9)_18:2(9,12)",0.9249500000000008,0.9363275000000613,0.23033711977427454,0.37039744581942585,Some,Some,,,0.0,1819000.0
