feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_S5.mzML:area,datafile:neg_hela_S6.mzML:area
N17761,10.093,821.53045,821.53381,4.089910798,C46H79O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(6)_22:5(7,10,13,16,19)",0.773428571,0.661392857,0.448115242,0.501974336,Some,Some,0,0,0,0,0,0,0,20454.18124,0,0,21657.753,20543.86712,38648.02956,31295.63664,31800.57416,36868.32817,27040.98429,32627.05653
N17761,10.093,821.53045,821.53381,4.089910798,C46H79O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(9)_22:5(7,10,13,16,19)",0.789142857,0.586457143,0.447414451,0.495491561,Some,Some,0,0,0,0,0,0,0,11172.90938,0,0,10629.73069,11823.52072,14345.6486,14066.73608,14699.71292,15567.76086,12729.50785,13089.36121
N17927,10.14,827.51771,827.52324,6.682591778,C48H77O9P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:6_20:4,"PG O-22:6(4,7,10,13,16,19)_20:4(5,8,11,14)",0.7252,0.765518,0.129505842,0.252676474,Some,Some,310971.9769,72896.02273,55973.31639,17309.75505,22720.08782,11263.99358,172459.3838,0,0,0,0,0,0,0,0,0,0,0
N17927,10.14,827.51771,827.52324,6.682591778,C48H77O9P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:6_20:4,"PG O-22:6(4,7,10,13,16,19)_20:4(8,11,14,17)",0.7956,0.764583,0.117200434,0.249778647,All,Some,298028.0231,19403.97727,21526.68361,54490.24495,29679.91218,39536.00642,123540.6162,0,0,0,0,0,0,0,0,0,0,0
N18291,10.24,809.5665,809.57019,4.557974152,C46H83O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_16:0,"PG O-24:5(6,9,12,15,18)_16:0",0.672222222,0.715005556,0.261133039,0.347629209,All,Some,,121102.5493,204212.0628,269355.4498,133461.8392,160572.6872,0,0,0,0,0,0,0,0,0,0,0,0
N18291,10.24,809.5665,809.57019,4.557974152,C46H83O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_16:0,"PG O-24:5(9,12,15,18,21)_16:0",0.7998,0.759584,0.225001295,0.335939436,All,Some,,123897.4507,35787.93724,30644.55016,194538.1608,289427.3128,0,0,0,0,0,0,0,0,0,0,0,0
N18386,10.265,806.59916,806.60691,9.608149774,C47H86NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-26:4_16:1,"PE O-26:4(11,14,17,20)_16:1(9)",0.7932,0.821039,0.270333045,0.377690336,All,Some,0,11183.55046,15246.81934,25542.777,30733.28986,86761.06195,0,0,0,0,0,0,0,0,0,0,0,0
N18386,10.265,806.59916,806.60691,9.608149774,C47H86NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-26:4_16:1,"PE O-26:4(11,14,17,20)_16:1(7)",0.87775,0.69643125,0.262789465,0.367649697,Some,Some,0,94609.76084,99501.27226,25542.777,30733.28986,23256.63717,0,0,0,0,0,0,0,0,0,0,0,0
N18386,10.265,806.59916,806.60691,9.608149774,C47H86NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-26:4_16:1,"PE O-26:4(11,14,17,20)_16:1(6)",0.8158,0.816656,0.210224769,0.331425415,All,Some,0,7206.688703,5251.908397,64914.446,59533.42028,33982.30088,0,0,0,0,0,0,0,0,0,0,0,0
N18401,10.269,790.53829,790.53923,1.1890618,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(9)_22:5(7,10,13,16,19)",0.815142857,0.786011429,0.518717509,0.575089436,Some,Some,11624.17815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N18401,10.269,790.53829,790.53923,1.1890618,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(11)_22:5(7,10,13,16,19)",0.8265,0.90663125,0.373169622,0.471848822,All,Some,11624.17815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N18401,10.269,790.53829,790.53923,1.1890618,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(6)_22:5(7,10,13,16,19)",0.80325,0.88337875,0.373169622,0.467198572,Some,Some,20951.64369,0,0,0,0,0,22900,0,0,0,0,0,0,0,0,0,0,0
N18823,10.42,806.59918,806.60691,9.583354549,C47H86NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-26:4_16:1,"PE O-26:4(11,14,17,20)_16:1(7)",0.7412,0.383956,0.402883849,0.434822679,Some,Some,0,0,0,0,0,0,0,0,1403.043478,4044.429161,0,3794.490358,0,11905.21426,0,10138.51616,7929.444779,2191.402715
N18823,10.42,806.59918,806.60691,9.583354549,C47H86NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-26:4_16:1,"PE O-26:4(11,14,17,20)_16:1(6)",0.798666667,0.627255,0.223229161,0.321175496,All,Some,0,0,0,0,0,0,0,54800,43293.91304,38111.14168,46600,35011.01928,111000,93189.57148,119000,93722.96769,104141.1104,85517.19457
N18823,10.42,806.59918,806.60691,9.583354549,C47H86NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-26:4_16:1,"PE O-26:4(11,14,17,20)_16:1(9)",0.807714286,0.669471429,0.191339281,0.300789996,All,Some,0,0,0,0,0,0,0,0,1403.043478,4044.429161,0,3794.490358,0,11905.21426,0,10138.51616,7929.444779,2191.402715
N19030,10.493,673.4807,673.48138,1.009678991,C37H71O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(11),0.152,0.07117,0.323212871,0.280887297,All,All,19600,,0,,,,0,,0,,,,,,,,,
N19030,10.493,673.4807,673.48138,1.009678991,C37H71O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O,[M-H]-,PA 16:0_18:1,PA 16:0_18:1(9),0.802,0.086215,0.071453631,0.145984404,All,Some,0,,0,,,,0,,0,,,,,,,,,
N19077,10.509,804.57553,804.57601,0.596587512,C42H82NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(11),0.432,0.12331,0.701783379,0.616957703,All,Some,0,,0,,,,,0,0,0,0,0,,0,,0,0,0
N19077,10.509,804.57553,804.57601,0.596587512,C42H82NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(9),0.93,0.88659,0.335507241,0.450064793,All,Some,0,,0,,,,,0,0,0,0,0,,0,,0,0,0
N19077,10.509,804.57553,804.57601,0.596587512,C42H82NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(6),0.896,0.85237,0,0.174837,All,None,61200,,0,,,,,0,0,0,0,0,,0,,0,0,0
N19436,10.633,792.55379,792.55488,1.375299083,C45H80NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(7,10,13,16,19)",0.7705,0.70845,0.224329959,0.327358967,All,Some,0,15180.45481,0,1697.361004,0,0,0,0,0,,0,0,0,0,0,0,0,0
N19436,10.633,792.55379,792.55488,1.375299083,C45H80NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:0_22:5,"PE 18:0_22:5(4,7,10,13,16)",0.8726,0.863148,0.169269556,0.308990445,All,Some,0,5619.545192,18400,17902.639,17900,12900,0,0,0,,0,0,0,0,0,0,0,0
N20022,10.872,821.52979,821.53381,4.893286133,C46H79O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(11)_22:5(7,10,13,16,19)",0.755111111,0.688008889,0.490573253,0.536770603,All,Some,7134.737722,0,0,0,0,0,3458.396701,,0,0,0,0,0,0,,0,0,0
N20022,10.872,821.52979,821.53381,4.893286133,C46H79O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(9)_22:5(7,10,13,16,19)",0.595714286,0.651221429,0.500210519,0.524861987,Some,Some,64361.99794,0,0,0,0,0,31806.93388,,0,0,0,0,0,0,,0,0,0
N20022,10.872,821.52979,821.53381,4.893286133,C46H79O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(9)_22:5(4,7,10,13,16)",0.568333333,0.635735,0.459100291,0.487687066,Some,Some,6403.264343,0,0,0,0,0,2434.669416,,0,0,0,0,0,0,,0,0,0
N20227,10.956,824.585,824.58109,4.741801683,C44H80NO7P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-20:5_16:0,"PC O-20:5(5,8,11,14,17)_16:0",0.7335,0.65550125,0.248526554,0.337721368,All,Some,0,1510000,1650000,1760000,1780000,2200000,0,0,,0,0,,0,0,0,0,0,0
N20562,11.094,850.60041,850.59674,4.314617994,C46H82NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-20:5_18:1,"PC O-20:5(5,8,11,14,17)_18:1(11)",0.5794,0.546449,0.765729703,0.725168662,All,Some,0,790313.2031,833020.58,795101.098,766995.5219,886829.8932,0,,,0,0,,0,0,0,0,0,0
N20562,11.094,850.60041,850.59674,4.314617994,C46H82NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-20:5_18:1,"PC O-20:5(5,8,11,14,17)_18:1(6)",0.629,0.731245,0.62184611,0.633501388,Some,Some,0,235413.5573,248855.9397,225655.6863,200949.1713,270743.6407,0,,,0,0,,0,0,0,0,0,0
N20562,11.094,850.60041,850.59674,4.314617994,C46H82NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-20:5_18:1,"PC O-20:5(5,8,11,14,17)_18:1(9)",0.6765,0.63805625,0.617225481,0.625236009,Some,Some,0,1324273.24,1198123.48,1209243.216,1172055.307,1172426.466,0,,,0,0,,0,0,0,0,0,0
N20752,11.151,824.5847,824.58109,4.377980582,C44H80NO7P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-20:5_16:0,"PC O-20:5(5,8,11,14,17)_16:0",0.6832,0.632873,0.370518384,0.428022007,All,Some,0,0,0,0,0,0,0,868000,724000,728000,746000,741000,1460000,1440000,1530000,1410000,1510000,1290000
N20754,11.152,876.61576,876.61239,3.844344477,C48H84NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-22:6_18:1,"PC O-22:6(4,7,10,13,16,19)_18:1(9)",0.6335,0.857365,0.607826193,0.635347454,Some,Some,0,0,37453.62278,33045.76436,33392.61745,28956.52174,1011.898734,0,0,0,0,0,0,0,0,0,0,0
N20754,11.152,876.61576,876.61239,3.844344477,C48H84NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-22:6_18:1,"PC O-22:6(4,7,10,13,16,19)_18:1(11)",0.616666667,0.860288333,0.477530058,0.529719546,All,Some,0,359041.0402,288787.1441,295752.6777,217492.6785,208086.9565,2927.278481,0,0,0,0,0,0,0,0,0,0,0
N20754,11.152,876.61576,876.61239,3.844344477,C48H84NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-22:6_18:1,"PC O-22:6(4,7,10,13,16,19)_18:1(6)",0.638571429,0.847287143,0.409128806,0.475888902,Some,Some,0,110958.9598,110759.2332,97201.55794,70114.70409,28956.52174,1770.822785,0,0,0,0,0,0,0,0,0,0,0
N20772,11.157,806.59932,806.60691,9.409787972,C47H86NO7P,CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-24:5_18:0,"PE O-24:5(6,9,12,15,18)_18:0",0.685777778,0.812616667,0.276730484,0.371223832,All,Some,60171.22807,0,0,0,0,0,5897.111913,0,0,0,0,0,0,0,0,0,0,0
N20772,11.157,806.59932,806.60691,9.409787972,C47H86NO7P,CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-24:5_18:0,"PE O-24:5(9,12,15,18,21)_18:0",0.7816,0.947663,0.169726465,0.308707472,All,Some,33028.77193,0,0,0,0,0,34602.88809,0,0,0,0,0,0,0,0,0,0,0
N21124,11.284,810.56546,810.56544,0.024674134,C44H80NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_20:3,"PC O-16:2(6,9)_20:3(11,14,17)",0.4382,0.653249,0.461923665,0.478683832,All,Some,0,0,0,0,0,0,0,0,0,0,0,,1877.86263,0,0,0,694.0430315,0
N21124,11.284,810.56546,810.56544,0.024674134,C44H80NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_20:3,"PC O-16:2(6,9)_20:3(8,11,14)",0.4816,0.673278,0.21895194,0.290649352,All,Some,0,0,0,0,0,0,0,0,0,0,2816.682464,,4361.914214,0,0,4331.421072,3710.460822,0
N21124,11.284,810.56546,810.56544,0.024674134,C44H80NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_20:3,"PC O-16:2(6,9)_20:3(5,8,11)",0.618,0.772457,0.134004076,0.24624896,All,Some,0,0,0,0,0,0,0,5530,0,0,2623.317536,,2500.223157,0,0,2288.578928,2245.496146,0
N21269,11.336,876.6159,876.61239,4.004050182,C48H84NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-22:6_18:1,"PC O-22:6(4,7,10,13,16,19)_18:1(9)",0.644363636,0.801368182,0.704400825,0.708093842,Some,Some,0,0,0,0,0,0,0,105279.8801,110374.8402,98889.27821,151898.5038,122033.1321,224740.8646,239188.9088,198897.9516,235493.6909,229560.9721,215544.7462
N21269,11.336,876.6159,876.61239,4.004050182,C48H84NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-22:6_18:1,"PC O-22:6(4,7,10,13,16,19)_18:1(11)",0.554333333,0.761248333,0.60650487,0.616762062,All,Some,0,0,0,0,0,0,0,84860.05997,90533.08227,79849.33427,121550.7481,100616.8204,186796.6952,200017.909,167007.3887,194195.557,194441.7196,178925.2602
N21269,11.336,876.6159,876.61239,4.004050182,C48H84NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+CH3COO]-,PC O-22:6_18:1,"PC O-22:6(4,7,10,13,16,19)_18:1(6)",0.5606,0.8059,0.575376015,0.596950812,Some,Some,0,0,0,0,0,0,0,84860.05997,92092.07753,81261.38753,121550.7481,102350.0475,189462.4402,202793.1822,169094.6597,197310.7521,196997.3082,181529.9935
N21309,11.357,794.56798,794.57053,3.209280868,C45H82NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 20:1_20:3,"PE 20:1(11)_20:3(11,14,17)",0.407333333,0.78273,0.619968363,0.614981024,Some,Some,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0
N21309,11.357,794.56798,794.57053,3.209280868,C45H82NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 20:1_20:3,"PE 20:1(13)_20:3(11,14,17)",0.50025,0.82178125,0.464976273,0.504184143,All,Some,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0
N21309,11.357,794.56798,794.57053,3.209280868,C45H82NO8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 20:1_20:3,"PE 20:1(13)_20:3(5,8,11)",0.68475,0.86694875,0.239093651,0.346444796,All,Some,0,0,0,0,0,0,0,,2780,0,,0,0,0,0,0,0,0
N21563,11.466,786.56501,786.56544,0.546680515,C42H80NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_18:1,"PC O-16:2(6,9)_18:1(6)",0.732333333,0.874101667,0.210054264,0.328686911,All,Some,0,0,2571.033254,2865.484034,2582.010582,3425.951904,0,0,,,,0,0,,0,0,0,0
N21563,11.466,786.56501,786.56544,0.546680515,C42H80NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_18:1,"PC O-16:2(6,9)_18:1(11)",0.666,0.8939925,0.195033922,0.312026388,All,Some,0,0,22493.17574,23869.03193,19235.97884,19248.09619,0,0,,,,0,0,,0,0,0,0
N21563,11.466,786.56501,786.56544,0.546680515,C42H80NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_18:1,"PC O-16:2(6,9)_18:1(9)",0.730333333,0.897305,0.130022615,0.266781925,All,Some,0,0,3635.791004,2865.484034,2582.010582,3425.951904,0,0,,,,0,0,,0,0,0,0
N21767,11.557,810.56638,810.56544,1.159684282,C44H80NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_20:3,"PC O-16:2(6,9)_20:3(11,14,17)",0.762888889,0.795844444,0.355799295,0.440512769,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N21767,11.557,810.56638,810.56544,1.159684282,C44H80NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_20:3,"PC O-16:2(6,9)_20:3(8,11,14)",0.855,0.80911625,0.13267294,0.272549977,All,Some,5165.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N21767,11.557,810.56638,810.56544,1.159684282,C44H80NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_20:3,"PC O-16:2(6,9)_20:3(5,8,11)",0.846444444,0.848297778,0.072108829,0.227161285,All,Some,6434.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N21880,11.604,786.56501,786.56544,0.546680515,C42H80NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_18:1,"PC O-16:2(6,9)_18:1(6)",0.8235,0.90141,0.181865586,0.317983469,All,Some,,10973.9167,0,0,0,0,,0,,,,0,7457.134281,9941.855422,0,5342.161636,7852.630462,6645.776236
N21880,11.604,786.56501,786.56544,0.546680515,C42H80NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_18:1,"PC O-16:2(6,9)_18:1(11)",0.696,0.909645,0.156673304,0.285903143,All,Some,,19555.32183,0,0,0,0,,12065.10591,,,,14192.86442,27855.57334,9941.855422,26924.15277,24902.04479,23620.13152,21911.8647
N21880,11.604,786.56501,786.56544,0.546680515,C42H80NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-16:2_18:1,"PC O-16:2(6,9)_18:1(9)",0.607,0.893035,0.153258091,0.272609973,All,Some,,16470.76146,0,0,0,0,,5734.894091,,,,8707.135576,20387.29238,33216.28916,31275.84723,23755.79357,17427.23801,24142.35906
N21963,11.621,841.53233,841.52364,10.32650729,C45H79O12P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:4_18:1,"PI O-18:4(6,9,12,15)_18:1(11)",0.802,0.51423,0.613930229,0.622767184,Some,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N21963,11.621,841.53233,841.52364,10.32650729,C45H79O12P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:4_18:1,"PI O-18:4(6,9,12,15)_18:1(6)",0.825333333,0.413063333,0.617506075,0.617844526,Some,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N21963,11.621,841.53233,841.52364,10.32650729,C45H79O12P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI O-18:4_18:1,"PI O-18:4(6,9,12,15)_18:1(9)",0.8104,0.58544,0.427490753,0.481576602,Some,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N22016,11.634,812.58031,812.58109,0.959904199,C44H82NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-18:3_18:1,"PC O-18:3(6,9,12)_18:1(6)",0.848333333,0.7205,0.312294717,0.406719107,Some,Some,0,0,0,0,0,0,,1798.220827,0,1897.937108,0,0,3860.438795,3655.635259,0,2654.409988,4028.852975,1754.581432
N22016,11.634,812.58031,812.58109,0.959904199,C44H82NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-18:3_18:1,"PC O-18:3(9,12,15)_18:1(11)",0.7635,0.4000075,0.341580635,0.389615258,All,Some,0,0,0,0,0,0,,197.242863,0,213.0956314,0,0,454.2828039,433.4237413,0,281.8097955,458.1216834,220.4742415
N22016,11.634,812.58031,812.58109,0.959904199,C44H82NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC O-18:3_18:1,"PC O-18:3(6,9,12)_18:1(11)",0.81575,0.5700525,0.28900014,0.369780362,All,Some,0,0,0,0,0,0,,3684.53631,0,3918.967261,0,0,7685.278402,7610.941,0,5313.780217,7813.025341,3494.944327
