feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_S5.mzML:area,datafile:neg_hela_S6.mzML:area
N6825,7.476,913.58089,913.58115,0.284594313,C49H87O13P,CCCCCCCCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:3,"PI 18:1(9)_22:3(7,10,13)",0.946,0.8538525,0,0.17998525,Some,None,0,15768.59504,7972.357539,12865.11628,5592.905047,8183.522501,0,0,0,0,0,0,22179.14439,11186.9455,0,11830.73211,0,18009.32954
N6840,7.486,750.53977,750.54431,6.048943333,C43H78NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(7)",0.7305,0.6517025,0.311692449,0.387574209,Some,Some,0,0,0,244820.6178,80204.86469,74111.96319,,957.2296307,0,0,376.5955,0,0,471.8688944,0,654.2406489,0,0
N6840,7.486,750.53977,750.54431,6.048943333,C43H78NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(9)",0.67125,0.58173,0.279514575,0.34890966,All,Some,0,0,0,72028.16028,38238.7184,33472.30242,,957.2296307,0,0,376.5955,0,0,471.8688944,0,654.2406489,0,0
N6840,7.486,750.53977,750.54431,6.048943333,C43H78NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(6)",0.709,0.65927875,0.155846225,0.261504855,All,Some,0,0,0,440151.2219,614556.4169,711415.7344,,28485.54074,0,0,24246.809,0,0,7006.262211,0,4211.518702,0,0
N6869,7.493,887.56521,887.5655,0.326736449,C47H85O13P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(5,8,11)",0.995333333,0.864093333,0.055272824,0.230160926,All,Some,0,25594.65361,0,0,0,0,0,0,0,0,20465.33534,20311.85969,35817.48038,72621.71338,82332.12341,76300.36831,114261.4741,72472.27658
N6869,7.493,887.56521,887.5655,0.326736449,C47H85O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(8,11,14)",0.825,0.926191667,0.017662416,0.1892491,All,Some,0,1651424.531,1461672.835,1577236.958,1162621.655,1500255.646,0,1967434.402,1865387.391,1973338.429,2030883.572,1999755.625,2240957.829,1830143.022,1951778.584,1727370.678,1852386.381,1931278.539
N6869,7.493,887.56521,887.5655,0.326736449,C47H85O13P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:3,"PI 18:0_20:3(11,14,17)",0.717666667,0.787653333,0.022768129,0.168746503,All,Some,0,172980.8157,138327.1651,232763.0421,107378.3455,149744.3545,0,62565.59767,54612.60879,66661.5708,78651.09269,69932.51499,263224.6907,197235.2644,115889.2922,176328.9539,63352.14531,196249.1846
N6980,7.512,799.54882,799.54946,0.800450794,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(11)_20:2(11,14)",0.817,0.811966667,0.164276881,0.294318172,All,Some,0,0,0,0,0,0,14232.57489,0,0,0,0,0,0,0,0,0,0,0
N6980,7.512,799.54882,799.54946,0.800450794,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(9)_20:2(11,14)",0.6755,0.75646,0.116328551,0.236258841,Some,Some,0,0,0,0,0,0,16434.85021,0,0,0,0,0,0,0,0,0,0,0
N6980,7.512,799.54882,799.54946,0.800450794,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(6)_20:2(11,14)",0.775,0.79098,0.077552368,0.218639894,All,Some,0,0,0,0,0,0,14232.57489,0,0,0,0,0,0,0,0,0,0,0
N7106,7.545,817.50115,817.50251,1.663603455,C46H75O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_22:6,"PG 18:2(9,12)_22:6(4,7,10,13,16,19)",0.6355,0.601846667,0.758490259,0.730526874,Some,Some,0,37638.22163,49318.99291,45584.11998,0,43645.84871,0,0,0,0,0,0,0,0,0,0,0,0
N7106,7.545,817.50115,817.50251,1.663603455,C46H75O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_22:6,"PG 18:2(6,9)_22:6(4,7,10,13,16,19)",0.552363636,0.640821818,0.702767274,0.681532365,Some,Some,0,36561.77837,46981.00709,48515.88002,0,42754.15129,0,0,0,0,0,0,0,0,0,0,0,0
N7132,7.553,859.53408,859.5342,0.139610501,C45H81O13P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:3,"PI 16:0_20:3(11,14,17)",0.7676,0.784574,0.112142531,0.244931425,All,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7132,7.553,859.53408,859.5342,0.139610501,C45H81O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:3,"PI 16:0_20:3(8,11,14)",0.676666667,0.840146667,0.077226031,0.213462158,All,Some,420508.0645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7132,7.553,859.53408,859.5342,0.139610501,C45H81O13P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:3,"PI 16:0_20:3(5,8,11)",0.914666667,0.830196667,0.028881604,0.197591617,All,Some,152491.9355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7167,7.559,775.54136,775.54946,10.44420816,C42H81O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(11),0.473,0.52951,0.386525507,0.409471406,All,All,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0
N7167,7.559,775.54136,775.54946,10.44420816,C42H81O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(6),0.799,0.865215,0,0.1664215,All,None,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0
N7167,7.559,775.54136,775.54946,10.44420816,C42H81O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(9),0.68,0.93948,0,0.161948,All,None,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0
N7190,7.569,909.54967,909.54985,0.197900093,C49H83O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:6,"PI 18:0_22:6(4,7,10,13,16,19)",0.839,0.8646425,0.00335119,0.173045202,All,Some,820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7248,7.587,835.53395,835.5342,0.299209775,C43H81O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(9),0.657,0.46406,0.139661781,0.223835425,All,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7248,7.587,835.53395,835.5342,0.299209775,C43H81O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(11),0.716,0.15451,0.151600941,0.208331753,All,All,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,0,0
N7248,7.587,835.53395,835.5342,0.299209775,C43H81O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(6),0.916,0.851705,0,0.1767705,All,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7304,7.603,885.54945,885.54985,0.451696762,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(9)_20:3(8,11,14)",0.814,0.879915,0.073470263,0.22816771,Some,Some,1080000,0,0,0,0,0,341637.111,0,0,0,0,0,0,0,0,0,0,0
N7304,7.603,885.54945,885.54985,0.451696762,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(11)_20:3(8,11,14)",0.840285714,0.899574286,0.049747234,0.213783787,All,Some,0,0,0,0,0,0,198506.8367,0,0,0,0,0,0,0,0,0,0,0
N7304,7.603,885.54945,885.54985,0.451696762,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(6)_20:3(8,11,14)",0.869,0.881033333,0.039846774,0.206880753,Some,Some,0,0,0,0,0,0,275856.0523,0,0,0,0,0,0,0,0,0,0,0
N7387,7.619,750.53986,750.54431,5.929030359,C43H78NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(9)",0.627111111,0.628195556,0.247564699,0.323582426,All,Some,,67635.63905,39483.58344,0,0,0,,13151.47169,0,22461.93488,7224.332289,0,92575.0242,40418.18291,65496.34163,86888.58128,78487.96242,26130.67102
N7387,7.619,750.53986,750.54431,5.929030359,C43H78NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(7)",0.696333333,0.762276667,0.207007278,0.311466823,Some,Some,,23052.66154,31935.86967,0,0,0,,13151.47169,0,22461.93488,7224.332289,0,92575.0242,40418.18291,62347.47905,86888.58128,78487.96242,23983.12736
N7387,7.619,750.53986,750.54431,5.929030359,C43H78NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(6)",0.621111111,0.713226667,0.138004852,0.24383766,All,Some,,673311.6994,763580.5469,0,0,0,,400697.0566,422000,385076.1302,378551.3354,396000,544849.9516,683163.6342,661156.1793,542222.8374,641024.0752,602886.2016
N7470,7.639,817.50096,817.50251,1.896018643,C46H75O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_22:6,"PG 18:2(9,12)_22:6(4,7,10,13,16,19)",0.612545455,0.579271818,0.828850573,0.782262186,Some,Some,0,0,0,0,53188.86999,0,0,0,0,0,0,0,50691.26027,50924.36741,51966.41445,45037.36655,47099.77388,47089.51862
N7470,7.639,817.50096,817.50251,1.896018643,C46H75O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_22:6,"PG 18:2(6,9)_22:6(4,7,10,13,16,19)",0.5892,0.685324,0.675958544,0.668219236,Some,Some,0,0,0,0,31711.13001,0,0,0,0,0,0,0,15108.73973,13675.63259,14733.58555,13962.63345,12700.22612,11210.48138
N7491,7.646,799.54981,799.54946,0.437746528,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(11)_20:2(11,14)",0.885666667,0.95688,0.083026432,0.250675812,All,Some,21914.02525,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
N7491,7.646,799.54981,799.54946,0.437746528,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(9)_20:2(11,14)",0.865,0.9572725,0,0.18222725,Some,None,6892.987377,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
N7491,7.646,799.54981,799.54946,0.437746528,C44H81O10P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:2,"PG 18:1(6)_20:2(11,14)",0.827333333,0.94042,0,0.176775333,All,None,6892.987377,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
N7585,7.673,779.51891,779.52324,5.554677241,C44H77O9P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:5_16:1,"PG O-22:5(7,10,13,16,19)_16:1(9)",0.7026,0.781454,0.378935556,0.451553845,All,Some,,233913.8533,195660.265,217504.217,193392.6342,208333.3333,,0,0,10933.33333,11566.66667,11666.66667,0,0,0,0,0,0
N7585,7.673,779.51891,779.52324,5.554677241,C44H77O9P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:5_16:1,"PG O-22:5(7,10,13,16,19)_16:1(7)",0.6575,0.7402,0.34992381,0.419709048,Some,Some,,233913.8533,238370.1057,163971.043,193392.6342,208333.3333,,0,0,10933.33333,11566.66667,11666.66667,0,0,0,0,0,0
N7585,7.673,779.51891,779.52324,5.554677241,C44H77O9P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:5_16:1,"PG O-22:5(7,10,13,16,19)_16:1(6)",0.7096,0.696826,0.343127492,0.415144594,All,Some,,296172.2934,316969.6293,203524.7399,268214.7316,208333.3333,,0,0,10933.33333,11566.66667,11666.66667,0,0,0,0,0,0
N7609,7.681,861.54928,861.54985,0.661598397,C45H83O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:2,"PI 16:0_20:2(11,14)",0.8685,0.7323375,0.079269611,0.223499438,All,Some,0,0,0,0,0,,842000,0,,0,0,,,0,0,,0,0
N7626,7.689,841.49811,841.50251,5.228742574,C48H75O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:5_22:5,"PG 20:5(5,8,11,14,17)_22:5(4,7,10,13,16)",0.690761905,0.766360952,0.75812053,0.75220871,Some,Some,0,31133.42488,27133.33333,7197.34252,35324.75463,,0,24595.79752,15157.70208,17083.74048,15940.32004,15710.3508,27336.41771,28462.45268,27592.18903,24501.52968,26289.33718,24861.05435
N7626,7.689,841.49811,841.50251,5.228742574,C48H75O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:5_22:5,"PG 20:5(5,8,11,14,17)_22:5(7,10,13,16,19)",0.830888889,0.776642222,0.668341361,0.6954262,All,Some,0,5766.575117,13566.66667,30302.65748,5575.245365,,0,8504.202483,5042.297916,5416.259516,5159.679964,5089.649199,10263.58229,9637.547321,10107.81097,8998.470324,9910.662824,9638.945648
N7638,7.693,835.53429,835.5342,0.107715519,C43H81O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(11),0.973,0.94527,0,0.191827,All,None,319095.2928,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
N7638,7.693,835.53429,835.5342,0.107715519,C43H81O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(9),0.966,0.90099,0,0.186699,All,None,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
N7638,7.693,835.53429,835.5342,0.107715519,C43H81O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(6),0.872,0.852045,0,0.1724045,All,None,232904.7072,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
N7642,7.693,863.56545,863.5655,0.057899488,C45H85O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(11),0.519,0.840705,0.163879757,0.267074306,All,All,0,206645.4578,0,,103000,,0,0,0,,0,156000,0,0,,,0,
N7642,7.693,863.56545,863.5655,0.057899488,C45H85O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(9),0.82,0.15916,0.161864874,0.227407899,All,All,0,0,0,,0,,0,0,0,,0,0,261000,0,,,0,
N7642,7.693,863.56545,863.5655,0.057899488,C45H85O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(6),0.867,0.8844,0,0.17514,All,None,0,15354.54224,197000,,0,,0,139000,142000,,160000,0,0,230000,,,218000,
N7682,7.705,776.5541,776.55996,7.546101141,C45H80NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_18:1,"PE O-22:5(4,7,10,13,16)_18:1(6)",0.744266667,0.893041333,0.290143146,0.395845317,Some,Some,0,9703.481083,11100,11833.33333,13200,15370.72794,,0,0,0,0,0,0,0,0,0,0,0
N7682,7.705,776.5541,776.55996,7.546101141,C45H80NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_18:1,"PE O-22:5(4,7,10,13,16)_18:1(11)",0.743529412,0.908581176,0.256008658,0.370017986,All,Some,0,9703.481083,11100,11833.33333,13200,14258.54412,,0,0,0,0,0,0,0,0,0,0,0
N7682,7.705,776.5541,776.55996,7.546101141,C45H80NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_18:1,"PE O-22:5(4,7,10,13,16)_18:1(9)",0.795529412,0.917445882,0.201253974,0.332300709,Some,Some,0,14293.03783,11100,11833.33333,13200,15370.72794,,0,0,0,0,0,0,0,0,0,0,0
N7693,7.708,748.52337,748.52866,7.067197667,C43H76NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_16:1,"PE O-22:5(7,10,13,16,19)_16:1(7)",0.666,0.736118889,0.165617298,0.272705728,Some,Some,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7693,7.708,748.52337,748.52866,7.067197667,C43H76NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_16:1,"PE O-22:5(7,10,13,16,19)_16:1(9)",0.667090909,0.78342,0.135505062,0.253455141,All,Some,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7693,7.708,748.52337,748.52866,7.067197667,C43H76NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:5_16:1,"PE O-22:5(7,10,13,16,19)_16:1(6)",0.665272727,0.773954545,0.135505062,0.252326777,All,Some,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7785,7.74,722.50536,722.51301,10.58804464,C41H74NO7P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:5_16:0,"PE O-20:5(5,8,11,14,17)_16:0",0.638,0.83728,0.1411072,0.26041376,All,Some,,0,0,0,0,0,180000,0,0,0,,0,0,0,0,0,0,0
N7805,7.747,786.53049,786.52906,1.818114642,C42H78NO10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:1_18:1,PS 18:1(11)_18:1(11),0.538,0.921975,0.470924574,0.522737159,All,Some,,1859.860347,,0,0,,0,0,0,0,0,0,0,0,0,,0,
N7805,7.747,786.53049,786.52906,1.818114642,C42H78NO10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:1_18:1,PS 18:1(11)_18:1(6),0.682,0.569175,0.44544463,0.481473204,All,Some,,12450,,0,0,,0,0,0,0,0,0,0,0,0,,0,
N7805,7.747,786.53049,786.52906,1.818114642,C42H78NO10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:1_18:1,PS 18:1(6)_18:1(6),0.826,0.216375,0.419964687,0.44020925,All,Some,,10590.13965,,0,0,,0,0,0,0,0,0,0,0,0,,0,
N7863,7.763,885.54935,885.54985,0.564620953,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(9)_20:3(8,11,14)",0.8664,0.871302,0.10577752,0.258392216,Some,Some,2950118.142,0,0,0,0,0,785775.5978,0,0,0,0,0,0,0,0,0,0,0
N7863,7.763,885.54935,885.54985,0.564620953,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(6)_20:3(8,11,14)",0.972,0.88601,0.078484108,0.248588287,Some,Some,2250014.768,0,0,0,0,0,427713.0595,0,0,0,0,0,0,0,0,0,0,0
N7863,7.763,885.54935,885.54985,0.564620953,C47H83O13P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:3,"PI 18:1(11)_20:3(8,11,14)",0.898571429,0.89131,0.063178539,0.229530974,All,Some,1249867.09,0,0,0,0,0,386511.3427,0,0,0,0,0,0,0,0,0,0,0
N7893,7.771,719.48669,719.48686,0.236279506,C38H73O10P,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_16:1,PG 16:0_16:1(6),0.947,0.91832,0,0.186532,All,None,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0
N7893,7.771,719.48669,719.48686,0.236279506,C38H73O10P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_16:1,PG 16:0_16:1(9),0.896,0.939765,0,0.1835765,All,None,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0
